index,steps,rules,atoms,variables,sccs,t_solve_list,t_ground_list,t_parse_list,mem_start_bytes_list,mem_solve_bytes_list,ground_file_bytes_list
-450,30,0,0,0,0,0.001s;0.009s;0.016s;0.026s;0.032s;0.04s;0.048s;0.056s;0.065s;0.072s;0.083s;0.088s;0.097s;0.105s;0.116s;0.123s;0.13s;0.14s;0.147s;0.156s;0.166s;0.174s;0.178s;0.187s;0.199s;0.205s;0.212s;0.222s;0.231s;0.242s;0.244s,0.02s;0.16s;0.255s;0.351s;0.423s;0.517s;0.613s;0.753s;0.862s;0.984s;1.117s;1.257s;1.419s;1.553s;1.716s;1.842s;2.017s;2.207s;2.389s;2.53s;2.742s;2.963s;3.349s;3.455s;3.59s;3.814s;3.964s;4.19s;4.422s;4.642s;5.132s,0.006s;0.008s;0.007s;0.007s;0.009s;0.009s;0.008s;0.007s;0.01s;0.007s;0.008s;0.007s;0.009s;0.008s;0.007s;0.008s;0.009s;0.009s;0.008s;0.007s;0.007s;0.007s;0.008s;0.007s;0.01s;0.01s;0.008s;0.008s;0.008s;0.007s;0.008s,29675520;34238464;45588480;49278976;52711424;56295424;59940864;63512576;67080192;70578176;74059776;77553664;81063936;84549632;88035328;91521024;95006720;98516992;102068224;105619456;109174784;112730112;116281344;119836672;123387904;126939136;130596864;134160384;137719808;141283328;144846848,30117888;34500608;45588480;49287168;52711424;56295424;59940864;63512576;67080192;70578176;74059776;77553664;81063936;84549632;88035328;91521024;95006720;98516992;102068224;105619456;109174784;112730112;116281344;119836672;123387904;126939136;130596864;134160384;137719808;141283328;144846848,468737;6327419;9946756;13503874;17228908;20954512;24680116;28397059;32044182;35676949;39310910;42944924;46579228;50215058;53851999;57487834;61148286;64849917;68551527;72253165;75954840;79656476;83358102;87059722;90762266;94571578;98283351;101995346;105707282;109419494;113187226
-451,30,0,0,0,0,0s;0.002s;0.001s;0.001s;0.002s;0.002s;0.002s;0.002s;0.002s;0.003s;0.003s;0.003s;0.004s;0.004s;0.004s;0.004s;0.005s;0.005s;0.006s;0.005s;0.006s;0.006s;0.007s;0.006s;0.007s;0.007s;0.007s;0.008s;0.008s;0.008s;0.008s,0.011s;0.027s;0.032s;0.036s;0.04s;0.047s;0.053s;0.06s;0.068s;0.075s;0.084s;0.093s;0.108s;0.113s;0.123s;0.134s;0.152s;0.153s;0.176s;0.181s;0.196s;0.208s;0.235s;0.238s;0.254s;0.272s;0.295s;0.307s;0.329s;0.337s;0.352s,0.005s;0.008s;0.008s;0.007s;0.008s;0.007s;0.008s;0.007s;0.008s;0.009s;0.007s;0.008s;0.007s;0.008s;0.008s;0.008s;0.009s;0.009s;0.009s;0.009s;0.008s;0.007s;0.009s;0.008s;0.009s;0.008s;0.008s;0.008s;0.007s;0.008s;0.008s,39960576;40304640;40431616;41734144;43196416;44937216;45891584;45023232;46153728;46272512;46391296;46510080;46628864;46751744;46870528;46989312;47108096;47230976;47349760;47468544;47587328;47706112;47837184;47972352;48103424;48222208;48345088;48463872;48586752;48705536;48828416,39964672;40304640;40431616;41734144;43196416;44937216;45891584;45023232;46153728;46272512;46391296;46510080;46628864;46751744;46870528;46989312;47108096;47230976;47349760;47468544;47587328;47706112;47837184;47972352;48103424;48222208;48345088;48463872;48586752;48705536;48828416,297693;528908;651846;774784;898563;1022371;1146353;1270299;1394736;1519669;1644997;1769792;1894974;2020273;2145444;2270708;2395460;2520216;2644972;2769871;2895757;3034776;3173795;3310361;3436777;3563262;3689746;3816416;3942932;4069420;4195908
-452,30,0,0,0,0,0.001s;0.001s;0.002s;0.002s;0.004s;0.005s;0.005s;0.006s;0.007s;0.009s;0.01s;0.012s;0.011s;0.014s;0.015s;0.015s;0.019s;0.022s;0.022s;0.023s;0.022s;0.025s;0.026s;0.03s;0.031s;0.032s;0.032s;0.034s;0.037s;0.037s;0.041s,0.013s;0.044s;0.053s;0.065s;0.073s;0.087s;0.102s;0.106s;0.117s;0.192s;0.218s;0.219s;0.247s;0.273s;0.305s;0.332s;0.436s;0.465s;0.52s;0.514s;0.537s;0.575s;0.642s;0.645s;0.745s;0.807s;0.786s;0.874s;0.855s;0.955s;0.976s,0.006s;0.007s;0.009s;0.007s;0.008s;0.008s;0.01s;0.008s;0.008s;0.012s;0.011s;0.013s;0.012s;0.011s;0.011s;0.013s;0.015s;0.011s;0.011s;0.015s;0.016s;0.017s;0.017s;0.013s;0.016s;0.018s;0.017s;0.012s;0.014s;0.008s;0.012s,44986368;45002752;46800896;47992832;48324608;48660480;48996352;49336320;49680384;50016256;50352128;50688000;51023872;51359744;51691520;52051968;52416512;52785152;53149696;53518336;53882880;54251520;54616064;54984704;55349248;55717888;56082432;56451072;56819712;57184256;57536512,44986368;45002752;46800896;47992832;48324608;48660480;48996352;49336320;49680384;50016256;50352128;50688000;51023872;51359744;51691520;52051968;52416512;52785152;53149696;53518336;53882880;54251520;54616064;54984704;55349248;55717888;56082432;56451072;56819712;57184256;57536512,313339;904044;1248812;1595795;1947220;2298360;2650753;3001261;3351335;3701278;4051514;4402487;4753619;5104024;5476436;5858373;6240349;6622323;7004297;7386271;7768246;8150220;8532194;8914168;9296142;9678115;10060087;10442057;10824020;11190583;11557221
-453,30,0,0,0,0,0.001s;0.001s;0.001s;0s;0.001s;0s;0.001s;0.002s;0s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.002s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.002s;0.001s;0.002s,0.009s;0.032s;0.018s;0.031s;0.028s;0.034s;0.024s;0.029s;0.037s;0.046s;0.048s;0.057s;0.057s;0.058s;0.03s;0.068s;0.053s;0.076s;0.056s;0.081s;0.081s;0.068s;0.074s;0.085s;0.061s;0.101s;0.095s;0.07s;0.092s;0.107s;0.103s,0.01s;0.016s;0.011s;0.013s;0.007s;0.016s;0.01s;0.01s;0.015s;0.011s;0.013s;0.014s;0.016s;0.012s;0.01s;0.011s;0.009s;0.01s;0.007s;0.016s;0.016s;0.012s;0.013s;0.013s;0.015s;0.015s;0.015s;0.015s;0.017s;0.008s;0.011s,29642752;31956992;32575488;32804864;32825344;32845824;32862208;33308672;33718272;33722368;34361344;34365440;34693120;35037184;35155968;35172352;35176448;35381248;35737600;35741696;35848192;35860480;35868672;36237312;36249600;36265984;36691968;36696064;36769792;36777984;36786176,30085120;32215040;32575488;32808960;32825344;32845824;32862208;33308672;33718272;33722368;34361344;34365440;34693120;35037184;35160064;35172352;35176448;35381248;35737600;35741696;35848192;35860480;35868672;36237312;36249600;36270080;36691968;36696064;36769792;36777984;36786176,282377;289397;293483;297569;301655;305741;309827;313913;317999;322085;326202;330319;334436;338553;342670;346787;350904;355021;359138;363255;367372;371489;375606;379723;383840;387957;392074;396191;400308;404425;408542
-454,30,0,0,0,0,0.001s;0.002s;0.003s;0.005s;0.007s;0.007s;0.008s;0.011s;0.009s;0.013s;0.014s;0.016s;0.017s;0.019s;0.019s;0.016s;0.019s;0.025s;0.025s;0.026s;0.025s;0.03s;0.028s;0.032s;0.036s;0.037s;0.041s;0.036s;0.041s;0.043s;0.042s,0.024s;0.069s;0.108s;0.143s;0.165s;0.181s;0.255s;0.263s;0.333s;0.335s;0.438s;0.462s;0.516s;0.584s;0.622s;0.664s;0.748s;0.799s;0.834s;0.899s;0.939s;1.031s;1.125s;1.26s;1.314s;1.418s;1.413s;1.543s;1.621s;1.721s;1.781s,0.009s;0.018s;0.014s;0.018s;0.015s;0.016s;0.014s;0.013s;0.018s;0.019s;0.013s;0.017s;0.016s;0.017s;0.018s;0.015s;0.01s;0.016s;0.017s;0.019s;0.012s;0.018s;0.013s;0.014s;0.011s;0.018s;0.019s;0.015s;0.011s;0.016s;0.016s,36839424;36839424;43077632;43507712;43941888;44371968;44806144;45240320;45694976;46129152;46567424;47001600;47435776;47874048;48340992;48812032;49283072;49758208;50229248;50704384;51175424;51638272;52092928;52543488;52998144;53473280;53944320;54415360;54890496;55361536;55836672,36839424;36839424;43077632;43507712;43941888;44371968;44806144;45240320;45694976;46129152;46567424;47001600;47435776;47874048;48340992;48812032;49283072;49758208;50229248;50704384;51175424;51638272;52092928;52543488;52998144;53473280;53944320;54415360;54890496;55361536;55836672,366777;1211433;1662627;2116270;2569723;3024412;3478005;3951651;4409448;4865437;5322092;5778818;6235686;6724223;7218050;7711877;8205715;8699544;9193362;9687189;10173028;10646219;11118946;11596971;12090666;12584378;13078084;13571811;14065542;14559263;15053013
-455,30,0,0,0,0,0s;0.003s;0.005s;0.005s;0.006s;0.01s;0.012s;0.012s;0.014s;0.014s;0.016s;0.018s;0.02s;0.022s;0.022s;0.024s;0.032s;0.03s;0.024s;0.042s;0.037s;0.031s;0.041s;0.045s;0.044s;0.044s;0.048s;0.051s;0.052s;0.057s;0.056s,0.02s;0.082s;0.084s;0.15s;0.207s;0.195s;0.273s;0.295s;0.317s;0.38s;0.396s;0.444s;0.507s;0.518s;0.637s;0.63s;0.712s;0.811s;0.857s;0.885s;0.986s;1.063s;1.149s;1.162s;1.257s;1.289s;1.36s;1.509s;1.551s;1.663s;1.767s,0.012s;0.016s;0.016s;0.017s;0.017s;0.015s;0.014s;0.016s;0.01s;0.009s;0.012s;0.013s;0.007s;0.017s;0.013s;0.016s;0.01s;0.008s;0.008s;0.017s;0.015s;0.018s;0.013s;0.014s;0.014s;0.017s;0.016s;0.014s;0.016s;0.008s;0.014s,41947136;41947136;43274240;43831296;44392448;44953600;45531136;46178304;46792704;47374336;47955968;48574464;49160192;49745920;50327552;50913280;51499008;52080640;52666368;53252096;53833728;54431744;55046144;55660544;56279040;56893440;57507840;58122240;58736640;59334656;59928576,41947136;41947136;43274240;43831296;44392448;44953600;45531136;46178304;46792704;47374336;47955968;48574464;49160192;49745920;50327552;50913280;51499008;52080640;52666368;53252096;53833728;54431744;55046144;55660544;56279040;56893440;57507840;58122240;58736640;59334656;59928576,309016;1395858;1980155;2569216;3158343;3765240;4439532;5081286;5690879;6299061;6947295;7561307;8174104;8786563;9398853;10011127;10623415;11235684;11847939;12460219;13085934;13728929;14371941;15014938;15657942;16300951;16943777;17586862;18212669;18833292;19453977
-456,30,0,0,0,0,0.001s;0.009s;0.015s;0.023s;0.029s;0.038s;0.044s;0.053s;0.062s;0.072s;0.083s;0.091s;0.094s;0.108s;0.115s;0.102s;0.11s;0.12s;0.134s;0.14s;0.154s;0.167s;0.19s;0.205s;0.216s;0.237s;0.259s;0.287s;0.307s;0.34s;0.361s,0.019s;0.224s;0.316s;0.378s;0.486s;0.616s;0.709s;0.869s;0.919s;1.102s;1.296s;1.489s;1.615s;1.816s;2.017s;2.207s;1.429s;1.652s;1.77s;1.818s;2.048s;2.252s;2.373s;2.506s;2.668s;2.879s;3.118s;3.518s;3.712s;3.925s;4.203s,0.005s;0.017s;0.013s;0.016s;0.012s;0.014s;0.016s;0.012s;0.014s;0.018s;0.014s;0.014s;0.012s;0.01s;0.017s;0.016s;0.008s;0.009s;0.009s;0.008s;0.008s;0.007s;0.009s;0.008s;0.008s;0.008s;0.008s;0.009s;0.008s;0.007s;0.008s,29839360;33263616;42930176;45133824;47550464;49885184;52187136;54571008;56983552;59473920;62017536;64618496;67297280;70049792;72871936;75771904;78798848;81969152;85307392;88805376;92495872;96399360;100536320;104927232;109592576;114618368;119947264;125624320;131674112;138125312;144998400,30261248;33513472;42930176;45133824;47550464;49885184;52187136;54571008;56983552;59473920;62017536;64618496;67297280;70049792;72871936;75771904;78798848;81969152;85307392;88805376;92495872;96399360;100536320;104927232;109592576;114618368;119947264;125624320;131674112;138125312;144998400,356314;4046600;6298119;8809247;11232875;13609113;16011478;18523364;21108968;23746183;26446631;29220081;32078784;35005258;38017015;41155724;44440276;47884513;51504872;55321691;59354991;63624856;68153115;72962242;78138444;83623909;89463228;95682683;102309376;109372073;116904646
-457,5,55265,11885,14920,3,0.002s;0.018s;0.025s;0.033s;0.041s;0.158s,0.013s;0.037s;0.042s;0.048s;0.056s;0.065s,0.005s;0.007s;0.009s;0.007s;0.007s;0.008s,39309312;39960576;42168320;44552192;46559232;44691456,39309312;39960576;42168320;44552192;46559232;72605696,324704;644699;821003;1003374;1191563;1389687
-458,30,0,0,0,0,0.001s;0.001s;0.002s;0.002s;0.002s;0.003s;0.002s;0.003s;0.004s;0.004s;0.005s;0.006s;0.007s;0.007s;0.008s;0.008s;0.009s;0.01s;0.012s;0.013s;0.014s;0.018s;0.02s;0.021s;0.023s;0.03s;0.033s;0.032s;0.036s;0.041s;0.045s,0.012s;0.033s;0.039s;0.048s;0.057s;0.065s;0.086s;0.121s;0.102s;0.114s;0.124s;0.146s;0.155s;0.175s;0.193s;0.214s;0.234s;0.26s;0.279s;0.299s;0.322s;0.354s;0.378s;0.411s;0.437s;0.484s;0.528s;0.557s;0.583s;0.62s;0.676s,0.006s;0.008s;0.008s;0.007s;0.008s;0.007s;0.008s;0.007s;0.008s;0.008s;0.008s;0.008s;0.007s;0.007s;0.009s;0.007s;0.008s;0.007s;0.008s;0.007s;0.009s;0.007s;0.007s;0.007s;0.007s;0.008s;0.007s;0.008s;0.007s;0.008s;0.008s,54050816;54210560;54226944;54251520;54280192;54476800;55689216;55894016;56107008;56328192;56557568;56795136;57044992;57331712;57614336;57913344;58236928;58580992;58949632;59351040;59781120;60252160;60768256;61333504;61943808;62607360;63324160;64098304;64933888;65835008;66809856,54050816;54214656;54226944;54251520;54280192;54476800;55689216;55894016;56107008;56328192;56557568;56795136;57044992;57331712;57614336;57913344;58236928;58580992;58949632;59351040;59781120;60252160;60768256;61333504;61943808;62607360;63324160;64098304;64933888;65835008;66809856,310287;685443;887427;1091912;1299776;1511175;1727542;1950337;2179586;2418144;2666944;2927513;3223893;3517419;3829558;4163120;4520061;4903734;5317706;5763910;6246214;6778332;7361112;7990740;8671128;9406332;10200569;11058184;11983713;12981845;14057415
-459,30,0,0,0,0,0s;0.002s;0.005s;0.007s;0.01s;0.012s;0.016s;0.017s;0.021s;0.027s;0.025s;0.028s;0.033s;0.035s;0.037s;0.049s;0.044s;0.046s;0.053s;0.055s;0.055s;0.061s;0.067s;0.067s;0.068s;0.075s;0.076s;0.083s;0.083s;0.089s;0.09s,0.016s;0.078s;0.098s;0.137s;0.165s;0.193s;0.225s;0.257s;0.29s;0.351s;0.374s;0.412s;0.475s;0.514s;0.557s;0.616s;0.675s;0.718s;0.767s;0.822s;0.897s;0.988s;1.041s;1.12s;1.197s;1.249s;1.291s;1.411s;1.455s;1.528s;1.632s,0.005s;0.007s;0.008s;0.007s;0.008s;0.007s;0.007s;0.008s;0.007s;0.009s;0.007s;0.007s;0.009s;0.007s;0.007s;0.008s;0.008s;0.007s;0.009s;0.007s;0.007s;0.007s;0.009s;0.008s;0.009s;0.01s;0.007s;0.007s;0.009s;0.009s;0.008s,54247424;54267904;56623104;57749504;58892288;60063744;61321216;62574592;63827968;65056768;66252800;67452928;68661248;69869568;71081984;72327168;73601024;74883072;76173312;77471744;78786560;80105472;81444864;82792448;60817408;69611520;70995968;72388608;73801728;75235328;76697600,54247424;54267904;56623104;57749504;58892288;60063744;61321216;62574592;63827968;65056768;66252800;67452928;68661248;69869568;71081984;72327168;73601024;74883072;76173312;77471744;78786560;80105472;81444864;82792448;61075456;69619712;70995968;72388608;73801728;75235328;76697600,370568;2473197;3651737;4848646;6073850;7379939;8687964;9997841;11280288;12529382;13784391;15043161;16305780;17573781;18873601;20202097;21538669;22884153;24239621;25606023;26984513;28376235;29782349;31204152;32638241;34069590;35518962;36989509;38482724;40000191;41543522
-460,4,1,-1,-1,-1,0.072s;0.28s;0.431s;15.5s;-1,0.854s;3.293s;5.299s;7.244s;-1,0.006s;0.008s;0.007s;0.007s;-1,29519872;52391936;189202432;273969152;-1,29974528;52654080;189202432;273969152;-1,15014323;157335143;245297131;333373014;-1
-461,2,31094,9820,11016,3,0s;0.018s;0.124s,0.016s;0.034s;0.044s,0.007s;0.008s;0.007s,38375424;39026688;41226240,38379520;39026688;67469312,323845;641836;814913
-462,30,0,0,0,0,0.001s;0.001s;0.001s;0s;0.002s;0.002s;0.003s;0.003s;0.003s;0.004s;0.003s;0.005s;0.005s;0.006s;0.006s;0.007s;0.007s;0.007s;0.008s;0.008s;0.008s;0.009s;0.01s;0.01s;0.009s;0.011s;0.011s;0.011s;0.011s;0.013s;0.013s,0.012s;0.052s;0.044s;0.049s;0.054s;0.064s;0.078s;0.096s;0.1s;0.109s;0.118s;0.175s;0.147s;0.164s;0.174s;0.192s;0.21s;0.229s;0.243s;0.262s;0.281s;0.3s;0.326s;0.353s;0.362s;0.394s;0.433s;0.442s;0.458s;0.496s;0.516s,0.005s;0.009s;0.007s;0.007s;0.007s;0.007s;0.006s;0.008s;0.009s;0.007s;0.007s;0.007s;0.008s;0.008s;0.006s;0.009s;0.008s;0.008s;0.008s;0.008s;0.007s;0.007s;0.007s;0.01s;0.007s;0.007s;0.007s;0.008s;0.008s;0.007s;0.007s,54956032;54988800;54992896;55001088;55095296;56201216;56389632;56557568;56721408;56889344;57061376;57229312;57397248;57565184;57729024;57896960;58073088;58261504;58433536;58601472;58773504;58941440;59109376;59281408;59449344;59617280;59789312;59965440;60145664;60329984;60510208,54964224;54992896;54992896;55001088;55095296;56201216;56389632;56557568;56721408;56889344;57061376;57229312;57397248;57565184;57729024;57896960;58073088;58261504;58433536;58601472;58773504;58941440;59109376;59281408;59449344;59617280;59789312;59965440;60145664;60329984;60510208,320264;637719;809874;982813;1156221;1330352;1505017;1679800;1855694;2030658;2206283;2381666;2556624;2731487;2906446;3089353;3285192;3467327;3644713;3822076;3999070;4176042;4352962;4529954;4707851;4885380;5070077;5260470;5450863;5641268;5831673
-463,1,18726,8779,8749,5,0.001s;0.072s,0.011s;0.027s,0.006s;0.009s,55148544;55152640,55148544;71254016,298991;530527
-464,30,0,0,0,0,0s;0.001s;0s;0s;0.001s;0.001s;0.002s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0s;0s;0s;0s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0s;0s;0.001s;0.001s;0.001s,0.01s;0.014s;0.017s;0.019s;0.017s;0.018s;0.018s;0.028s;0.023s;0.022s;0.026s;0.028s;0.024s;0.028s;0.032s;0.031s;0.031s;0.033s;0.04s;0.041s;0.037s;0.043s;0.04s;0.042s;0.043s;0.045s;0.049s;0.06s;0.08s;0.056s;0.055s,0.006s;0.008s;0.008s;0.008s;0.007s;0.007s;0.008s;0.007s;0.009s;0.007s;0.009s;0.007s;0.009s;0.008s;0.007s;0.008s;0.01s;0.008s;0.008s;0.007s;0.007s;0.014s;0.007s;0.008s;0.007s;0.008s;0.007s;0.011s;0.015s;0.009s;0.007s,55185408;55193600;55320576;55324672;55451648;55455744;55459840;55476224;55476224;55476224;55476224;55476224;55476224;55496704;55508992;55513088;55517184;55521280;55521280;55549952;55562240;55570432;55578624;55582720;55586816;55648256;55648256;55672832;55681024;55689216;55693312,55185408;55193600;55320576;55324672;55451648;55455744;55459840;55476224;55476224;55476224;55476224;55476224;55476224;55496704;55508992;55513088;55517184;55521280;55521280;55549952;55562240;55570432;55578624;55582720;55586816;55648256;55648256;55672832;55681024;55689216;55693312,286176;293214;297313;301412;305511;309610;313709;317808;321907;326006;330136;334266;338396;342526;346656;350786;354916;359046;363176;367306;371436;375566;379696;383826;387956;392086;396216;400346;404476;408606;412736
-465,30,0,0,0,0,0.001s;0.015s;0.029s;0.041s;0.057s;0.071s;0.082s;0.098s;0.111s;0.124s;0.137s;0.153s;0.172s;0.198s;0.212s;0.223s;0.249s;0.258s;0.297s;0.298s;0.325s;0.349s;0.388s;0.417s;0.446s;0.479s;0.507s;0.533s;0.573s;0.611s;0.729s,0.025s;0.242s;0.386s;0.526s;0.665s;0.818s;0.962s;1.116s;1.276s;1.474s;1.667s;1.97s;2.284s;2.539s;2.752s;3.027s;3.3s;3.597s;3.906s;4.294s;4.624s;4.915s;5.451s;5.724s;6.231s;6.75s;7.087s;8.225s;7.685s;8.401s;8.848s,0.007s;0.009s;0.008s;0.007s;0.007s;0.008s;0.009s;0.008s;0.009s;0.008s;0.008s;0.007s;0.008s;0.011s;0.007s;0.012s;0.007s;0.014s;0.008s;0.008s;0.009s;0.008s;0.01s;0.007s;0.008s;0.008s;0.01s;0.007s;0.007s;0.009s;0.007s,55713792;55812096;65380352;71135232;76713984;82313216;87932928;93585408;99278848;105148416;111079424;117084160;123179008;129372160;135680000;142118912;148713472;155471872;162422784;169701376;177111040;184770560;192712704;202473472;211300352;220524544;230166528;240263168;250941440;262148096;273920000,55713792;55812096;65380352;71135232;76713984;82313216;87932928;93585408;99278848;105148416;111079424;117084160;123179008;129372160;135680000;142118912;148713472;155471872;162422784;169701376;177111040;184770560;192712704;202473472;211300352;220524544;230166528;240263168;250941440;262148096;273920000,614836;10018659;16006385;21822587;27655812;33512930;39403394;45333392;51443090;57614806;63863245;70199721;76638890;83196566;89889675;96736237;103755430;110967564;118515315;126194366;134133703;142358443;152408681;161534776;171062844;181021047;191441981;202452173;213999634;226129085;238881147
-466,30,0,0,0,0,0.002s;0.014s;0.024s;0.036s;0.043s;0.053s;0.067s;0.076s;0.088s;0.1s;0.111s;0.124s;0.138s;0.155s;0.165s;0.181s;0.202s;0.213s;0.232s;0.288s;0.276s;0.294s;0.316s;0.337s;0.371s;0.4s;0.423s;0.458s;0.495s;0.531s;0.578s,0.025s;0.22s;0.385s;0.482s;0.596s;0.73s;0.877s;0.975s;1.141s;1.316s;1.511s;1.717s;1.895s;2.158s;2.424s;2.629s;2.82s;3.037s;3.334s;3.778s;3.906s;4.211s;4.502s;4.847s;5.288s;5.69s;5.773s;6.444s;6.723s;7.284s;7.518s,0.005s;0.007s;0.009s;0.008s;0.008s;0.009s;0.007s;0.007s;0.008s;0.008s;0.008s;0.014s;0.009s;0.008s;0.009s;0.009s;0.009s;0.008s;0.01s;0.009s;0.008s;0.009s;0.009s;0.009s;0.008s;0.007s;0.008s;0.008s;0.008s;0.008s;0.009s,29720576;35557376;47226880;51683328;56188928;60911616;65658880;70500352;75194368;80031744;84832256;89710592;94670848;99803136;105099264;110526464;116105216;121851904;127791104;133935104;140312576;146948096;153870336;161091584;168722432;176766976;187355136;196431872;206000128;216100864;226750464,30109696;35831808;47226880;51683328;56188928;60911616;65658880;70500352;75194368;80031744;84832256;89710592;94670848;99803136;105099264;110526464;116105216;121851904;127791104;133935104;140312576;146948096;153870336;161091584;168722432;176766976;187355136;196431872;206000128;216100864;226750464,573089;8344311;12986103;17675564;22585347;27518986;32484249;37377558;42413129;47417791;52497946;57664066;63003563;68509103;74149998;79944421;85911499;92071565;98445973;105057314;111931084;119097265;126572243;134450590;142759260;153624290;162985288;172847326;183240960;194205430;205777421
-467,30,0,0,0,0,0.001s;0.001s;0.001s;0s;0s;0.001s;0s;0.001s;0.002s;0.001s;0s;0.001s;0s;0.001s;0.002s;0s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s,0.01s;0.019s;0.018s;0.02s;0.019s;0.022s;0.022s;0.024s;0.025s;0.027s;0.029s;0.032s;0.032s;0.035s;0.036s;0.04s;0.041s;0.042s;0.044s;0.047s;0.049s;0.051s;0.055s;0.058s;0.074s;0.062s;0.066s;0.07s;0.071s;0.074s;0.079s,0.006s;0.008s;0.009s;0.007s;0.009s;0.007s;0.009s;0.008s;0.01s;0.009s;0.009s;0.007s;0.008s;0.009s;0.007s;0.007s;0.008s;0.009s;0.008s;0.008s;0.009s;0.011s;0.008s;0.008s;0.007s;0.009s;0.008s;0.009s;0.009s;0.008s;0.007s,39432192;39936000;40263680;40579072;40583168;41226240;41889792;41910272;41922560;41934848;42291200;42401792;42422272;42430464;42471424;42864640;42876928;42885120;42901504;42909696;42917888;42934272;43384832;43388928;43864064;43933696;43941888;43966464;43974656;44023808;44040192,39436288;39936000;40263680;40579072;40583168;41226240;41889792;41910272;41922560;41934848;42291200;42401792;42422272;42430464;42471424;42864640;42876928;42885120;42901504;42909696;42917888;42934272;43384832;43388928;43864064;43933696;43941888;43966464;43974656;44023808;44040192,291452;303780;310782;317784;324786;331788;338790;345792;352794;359796;366843;373890;380937;387984;395031;402078;409125;416172;423219;430266;437313;444400;451555;458710;465865;473172;480371;487592;494927;502262;509522
-468,1,1,-1,-1,-1,0.142s;-1,1.658s;-1,0.004s;-1,44191744;-1,44204032;-1,29522784;-1
-469,30,0,0,0,0,0.001s;0.016s;0.031s;0.046s;0.061s;0.078s;0.093s;0.105s;0.125s;0.137s;0.152s;0.17s;0.187s;0.204s;0.223s;0.243s;0.254s;0.274s;0.292s;0.302s;0.328s;0.338s;0.355s;0.378s;0.396s;0.411s;0.457s;0.457s;0.477s;0.491s;0.514s,0.021s;0.212s;0.376s;0.57s;0.639s;0.774s;0.932s;1.108s;1.224s;1.458s;1.728s;1.844s;2.097s;2.261s;2.471s;2.748s;2.986s;3.28s;3.501s;3.81s;4.278s;4.256s;4.492s;4.837s;5.173s;5.398s;5.804s;6.059s;6.35s;6.766s;7.021s,0.004s;0.008s;0.007s;0.008s;0.007s;0.007s;0.006s;0.008s;0.006s;0.006s;0.008s;0.008s;0.007s;0.007s;0.014s;0.006s;0.006s;0.006s;0.008s;0.008s;0.006s;0.01s;0.006s;0.006s;0.007s;0.007s;0.007s;0.008s;0.007s;0.006s;0.007s,44539904;44548096;53489664;59019264;64716800;70832128;76787712;82534400;88313856;94081024;99885056;105910272;111951872;118005760;124084224;130191360;136155136;142147584;148172800;154361856;160477184;166633472;173084672;179380224;185741312;192163840;198782976;205598720;212504576;219516928;226611200,44539904;44548096;53489664;59019264;64716800;70832128;76787712;82534400;88313856;94081024;99885056;105910272;111951872;118005760;124084224;130191360;136155136;142147584;148172800;154361856;160477184;166633472;173084672;179380224;185741312;192163840;198782976;205598720;212504576;219516928;226611200,389627;9365025;15129547;21059845;27407697;33598039;39579909;45570338;51560011;57599533;63859373;70134014;76425907;82737484;89083679;95283403;101513534;107774354;114204803;120557647;126954343;133648467;140185931;146790860;153459238;160323705;167389336;174543173;181806949;189153834;196613972
-470,1,5967,5680,5334,0,0.001s;0.011s,0.008s;0.017s,0.004s;0.008s,29556736;31207424,29954048;40448000,202844;214500
-471,9,502791,27354,92316,4,0s;0.004s;0.006s;0.01s;0.558s;0.764s;0.997s;1.243s;1.555s;1.948s,0.017s;0.087s;0.123s;0.151s;0.193s;0.236s;0.257s;0.303s;0.334s;0.377s,0.006s;0.007s;0.009s;0.007s;0.007s;0.006s;0.006s;0.006s;0.007s;0.006s,39182336;39264256;41439232;42639360;43872256;45187072;46407680;47636480;48873472;50118656,39182336;39264256;41439232;42639360;43872256;45187072;46407680;47636480;48873472;57163776,285490;2267491;3498626;4755016;6022429;7293809;8572534;9862174;11162019;12478712
-472,1,28097,7330,7720,6,0.001s;0.067s,0.013s;0.05s,0.004s;0.007s,42475520;42479616,42479616;54636544,221203;689128
-473,11,125427,15885,23331,4,0.001s;0.001s;0.001s;0.002s;0.019s;0.029s;0.038s;0.047s;0.062s;0.083s;0.106s;0.151s,0.015s;0.041s;0.045s;0.055s;0.058s;0.071s;0.078s;0.09s;0.101s;0.11s;0.127s;0.142s,0.007s;0.007s;0.006s;0.007s;0.007s;0.006s;0.006s;0.006s;0.008s;0.008s;0.006s;0.007s,46415872;46481408;46563328;46657536;48558080;50536448;50778112;51015680;51249152;51503104;51781632;52101120,46415872;46481408;46563328;46657536;48558080;50536448;50786304;51015680;51249152;51503104;51781632;52117504,220560;557545;746674;939052;1136614;1343189;1568228;1807432;2069226;2361006;2692208;3071492
