index,t_solve_list,t_ground_list,ground_file_bytes_list
-575,0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.003s;0.003s;0.003s;0.003s;0.003s;0.003s;0.003s;0.004s;0.006s;0.005s;0.006s;0.005s;0.006s;0.006s;0.006s;0.007s;0.006s;0.007s;0.007s;0.008s;0.008s;0.008s;0.009s;0.008s;0.009s,0.016s;0.039s;0.04s;0.044s;0.051s;0.063s;0.062s;0.066s;0.076s;0.079s;0.087s;0.1s;0.101s;0.111s;0.129s;0.135s;0.144s;0.152s;0.164s;0.171s;0.174s;0.188s;0.202s;0.211s;0.225s;0.235s;0.247s;0.26s;0.279s;0.285s;0.299s,217395;427896;545756;663616;781476;899336;1017196;1135309;1254509;1373493;1492821;1612340;1732150;1853003;1973959;2094927;2215955;2336571;2458061;2578116;2698906;2820376;2941376;3062042;3182268;3302538;3422987;3544054;3665212;3785441;3905684
-576,0s;0s;0.001s;0.001s;0.007s;0.012s,0.01s;0.024s;0.026s;0.028s;0.029s;0.032s,209958;291893;337158;383260;430554;479466
-577,0s;0.031s,0.014s;0.042s,217660;689186
-578,0.001s;0.021s;0.038s;0.064s;0.079s;0.1s;0.115s;0.134s;0.163s;0.179s;0.196s;0.219s;0.242s;0.265s;0.286s;0.318s;0.343s;0.366s;0.417s;0.457s;0.477s;0.53s;0.545s;0.584s;0.644s;0.703s;0.746s;0.82s;0.877s;0.984s;1.044s,0.024s;0.284s;0.454s;0.635s;0.837s;1.012s;1.176s;1.371s;1.567s;1.793s;2.017s;2.277s;2.621s;2.76s;3.095s;3.316s;3.717s;3.987s;4.408s;4.699s;5.079s;5.576s;5.886s;6.209s;6.863s;7.156s;7.628s;8.102s;8.702s;9.525s;10.142s,376604;12327363;20266003;28101522;35862693;43801299;51823735;59773089;67831203;75890147;84050248;92374045;101060253;109911702;118955900;128721310;138390835;148383392;158808543;169722364;180866398;192541715;204876849;218784507;232554328;247192453;262662491;279043213;296436073;314871663;334530397
-579,0s;0.058s,0.013s;0.033s,219383;501991
-580,0.001s;0.013s;0.02s;0.027s;0.041s;0.051s;0.068s;0.185s,0.011s;0.032s;0.037s;0.047s;0.051s;0.063s;0.075s;0.087s,215409;505640;671085;849490;1047335;1272396;1533745;1878718
-581,0s;0.04s,0.021s;0.048s,250232;1105272
-582,0s;0.073s,0.023s;0.123s,318441;4401864
-584,0.085s;-1,0.989s;-1,17877862;-1
-585,0.002s;0.053s,0.012s;0.032s,215690;498359
-586,0.202s;-1,2.112s;-1,37941481;-1
-587,0.001s;0.003s;0.006s;0.008s;0.01s;0.012s;0.015s;0.021s;0.021s;0.024s;0.026s;0.029s;0.032s;0.036s;0.04s;0.042s;0.051s;0.062s;0.052s;0.056s;0.064s;0.063s;0.066s;0.069s;0.07s;0.075s;0.076s;0.079s;0.081s;0.085s;0.087s,0.018s;0.07s;0.093s;0.122s;0.154s;0.175s;0.205s;0.228s;0.26s;0.296s;0.328s;0.376s;0.415s;0.459s;0.5s;0.544s;0.612s;0.645s;0.677s;0.743s;0.775s;0.823s;0.88s;0.924s;0.969s;1.029s;1.07s;1.151s;1.197s;1.25s;1.291s,283985;1971696;3005197;4056172;5110567;6172290;7229926;8291238;9344489;10397794;11452801;12508878;13572266;14627762;15682774;16738585;17836774;18972622;20108490;21244594;22380620;23516880;24653081;25789446;26925876;28062413;29199015;30335712;31472492;32609343;33746296
-588,0s;0.023s;0.039s;0.065s;0.105s;0.156s;0.354s,0.014s;0.053s;0.07s;0.087s;0.108s;0.128s;0.147s,229317;1212863;1786975;2373277;2969064;3580204;4217576
-589,0s;0.008s;0.014s;0.024s;0.032s;0.039s;0.047s;0.056s;0.064s;0.08s;0.083s;0.092s;0.102s;0.113s;0.119s;0.128s;0.136s;0.145s;0.157s;0.166s;0.173s;0.183s;0.191s;0.198s;0.207s;0.218s;0.227s;0.235s;0.245s;0.253s;0.273s,0.016s;0.125s;0.195s;0.282s;0.341s;0.417s;0.49s;0.551s;0.63s;0.732s;0.824s;0.925s;1.034s;1.122s;1.239s;1.363s;1.502s;1.586s;1.7s;1.876s;1.992s;2.138s;2.267s;2.413s;2.576s;2.779s;2.886s;2.974s;3.17s;3.338s;3.518s,249941;5666474;8863803;12073271;15330150;18967229;22273391;25570878;28859142;32147086;35596527;39112256;42628051;46005570;49344530;52683637;56026764;59367402;62706755;66045795;69387480;72726635;76175107;79639957;83103392;86569197;90035004;93500065;96965106;100430047;103904291
-590,0.001s;0.005s;0.009s;0.013s;0.744s;1.079s;1.51s;1.996s;2.601s;3.191s;3.915s;4.947s;6.271s,0.018s;0.098s;0.152s;0.2s;0.262s;0.3s;0.351s;0.405s;0.468s;0.547s;0.622s;0.686s;0.765s,305324;3126854;4935975;6775411;8613232;10453653;12344014;14207895;16112450;18011227;20081957;22194017;24269145
-591,0.001s;0.002s;0.003s;0.004s;0.005s;0.007s;0.009s;0.015s;0.02s;0.029s;0.042s;0.059s;0.079s;0.103s;0.131s;0.176s;0.207s;0.253s;0.308s;0.372s;0.45s;0.533s;0.637s;0.74s;0.863s;1.003s;1.159s;1.372s;1.59s;1.818s;2.087s,0.025s;0.068s;0.085s;0.096s;0.113s;0.14s;0.177s;0.214s;0.264s;0.328s;0.402s;0.502s;0.627s;0.737s;0.894s;1.092s;1.301s;1.547s;1.82s;2.171s;2.541s;2.952s;3.425s;3.998s;4.622s;5.307s;6.152s;7.06s;7.92s;8.962s;10.09s,266311;658311;933471;1297449;1797189;2487795;3433786;4702965;6379241;8551806;11321095;14794220;19088270;24329571;30653562;38208769;47143856;57618565;69806692;83889126;100055267;118503671;139441418;163085100;189674386;219430517;252595971;289423279;330173967;375118542;424536594
-592,0.175s;-1,2.125s;-1,37644963;-1
-593,0s;0s;0s;0.001s;0.001s;0s;0.001s;0.002s;0.002s;0.001s;0.002s;0.002s;0.002s;0.002s;0.002s;0.002s;0.002s;0.004s;0.002s;0.003s;0.003s;0.003s;0.003s;0.003s;0.003s;0.004s;0.004s;0.003s;0.003s;0.003s;0.004s,0.013s;0.03s;0.035s;0.047s;0.037s;0.043s;0.042s;0.043s;0.048s;0.062s;0.055s;0.061s;0.068s;0.069s;0.073s;0.081s;0.084s;0.091s;0.096s;0.1s;0.107s;0.114s;0.121s;0.127s;0.134s;0.144s;0.145s;0.152s;0.166s;0.164s;0.178s,208228;293078;340704;388330;435956;483582;531208;578834;626460;674086;721859;769632;817405;866120;914415;962813;1011277;1059741;1108125;1156662;1205594;1254760;1303975;1353181;1402345;1451509;1500703;1549899;1599099;1648299;1697410
-594,0.001s;0.002s;0.003s;0.003s;0.005s;0.007s;0.008s;0.01s;0.012s;0.012s;0.013s;0.015s;0.015s;0.018s;0.02s;0.022s;0.024s;0.025s;0.029s;0.031s;0.031s;0.043s;0.037s;0.038s;0.039s;0.042s;0.048s;0.046s;0.048s;0.051s;0.051s,0.015s;0.056s;0.069s;0.083s;0.096s;0.11s;0.128s;0.14s;0.155s;0.176s;0.206s;0.225s;0.249s;0.274s;0.299s;0.328s;0.355s;0.382s;0.411s;0.446s;0.462s;0.51s;0.533s;0.558s;0.603s;0.64s;0.663s;0.701s;0.743s;0.782s;0.817s,228272;1163738;1704180;2247897;2794417;3355606;3915259;4474686;5032308;5590720;6152463;6709426;7265008;7820484;8375769;8941104;9499781;10056304;10612619;11168787;11724796;12307025;12912441;13517915;14123421;14728863;15334329;15939806;16545311;17150752;17756217
-595,0.001s;0.021s,0.013s;0.042s,223639;667029
-596,0.248s;-1,2.976s;-1,52815208;-1
-597,0.001s;0.74s,0.02s;0.115s,447411;4305009
-598,0.001s;0.008s;0.016s;0.023s;0.032s;0.036s;0.043s;0.05s;0.059s;0.065s;0.073s;0.082s;0.089s;0.099s;0.104s;0.118s;0.122s;0.13s;0.138s;0.147s;0.155s;0.166s;0.175s;0.183s;0.194s;0.206s;0.211s;0.222s;0.233s;0.244s;0.257s,0.025s;0.16s;0.226s;0.307s;0.378s;0.463s;0.561s;0.644s;0.745s;0.849s;1.017s;1.085s;1.214s;1.359s;1.493s;1.641s;1.899s;1.935s;2.081s;2.296s;2.426s;3.038s;2.806s;3.013s;3.186s;3.638s;3.581s;3.775s;4.362s;4.109s;4.425s,429553;5596853;8939614;12081531;15248911;18532878;21711051;24893484;28159544;31367089;34697608;37964581;41313349;44678590;48062609;51467903;54897125;58353083;61838741;65357216;68911789;72505894;76142477;79780812;83469781;87216784;91086952;94968204;98959973;102987992;107228076
-599,0s;0.396s;0.771s;1.253s;1.847s;2.576s;-1,0.023s;0.145s;0.238s;0.315s;0.397s;0.486s;-1,424721;6005358;9798779;13383526;17049095;20761214;-1
-600,0.001s;0.003s;0.004s;0.006s;0.008s;0.009s;0.012s;0.016s;0.016s;0.018s;0.02s;0.022s;0.024s;0.03s;0.03s;0.033s;0.038s;0.039s;0.041s;0.042s;0.048s;0.052s;0.053s;0.058s;0.059s;0.062s;0.065s;0.071s;0.073s;0.077s;0.081s,0.018s;0.071s;0.095s;0.114s;0.137s;0.16s;0.19s;0.219s;0.251s;0.29s;0.324s;0.362s;0.399s;0.438s;0.479s;0.523s;0.565s;0.626s;0.669s;0.716s;0.769s;0.827s;0.878s;0.931s;0.983s;1.048s;1.111s;1.183s;1.249s;1.33s;1.437s,319839;1738536;2572937;3444546;4289753;5154876;6008146;6861259;7716571;8628618;9557166;10489846;11408941;12304627;13207881;14118186;15034851;15960473;16932953;17916773;18912697;19921856;20945443;21984659;23040870;24115392;25209631;26325073;27463202;28625537;29813762
-601,0.001s;0.445s;0.833s;1.305s;1.861s;2.613s;3.637s;24.028s,0.021s;0.179s;0.285s;0.396s;0.51s;0.616s;0.714s;0.823s,445282;8664143;13584720;18460547;23446035;28579730;33632416;38704299
-602,0s;0.008s;0.014s;0.092s;0.388s,0.018s;0.134s;0.174s;0.243s;0.298s,287723;5090482;7934033;10785165;13638074
-603,0.001s;0.017s,0.011s;0.031s,234310;355353
-604,0.001s;0.055s;0.103s;0.155s;0.2s;0.251s;0.304s;0.355s;0.417s;0.465s;0.518s;0.586s;0.627s;0.692s;0.792s;0.83s;0.907s;0.965s;1.054s;1.098s;1.188s;1.25s;1.339s;1.642s;1.542s;1.626s;1.732s;1.851s;1.991s;2.102s;2.238s,0.034s;0.502s;0.902s;1.275s;1.667s;2.02s;2.424s;2.807s;3.311s;3.727s;4.32s;4.752s;5.252s;5.741s;6.559s;6.981s;7.628s;8.634s;8.92s;9.621s;10.259s;11.05s;11.813s;12.518s;13.573s;14.179s;15.011s;15.994s;17.169s;18.167s;19.913s,539834;24510614;40151014;56528851;72392090;88266650;104278853;120237954;136432635;152906372;169582968;186316857;203399131;220456839;238366105;256462368;274925101;293569428;312735696;332116722;351981050;372226267;393101574;415544169;437840493;461114203;485410751;510384346;536671305;563998310;592701119
-605,0.001s;0.012s;0.026s;0.036s;0.048s;0.061s;0.072s;0.088s;0.098s;0.11s;0.126s;0.134s;0.146s;0.161s;0.174s;0.185s;0.198s;0.214s;0.232s;0.239s;0.25s;0.264s;0.279s;0.293s;0.301s;0.318s;0.326s;0.343s;0.361s;0.383s;0.387s,0.025s;0.172s;0.262s;0.356s;0.444s;0.539s;0.641s;0.739s;0.839s;0.932s;1.071s;1.175s;1.319s;1.427s;1.558s;1.744s;1.865s;2.04s;2.19s;2.346s;2.471s;2.687s;2.83s;2.968s;3.216s;3.4s;3.524s;4.192s;3.959s;4.132s;4.32s,294236;7509681;11814561;16126051;20633966;24980819;29364751;34028947;38693174;43357420;48023593;52689762;57355931;62022090;66633394;71149727;75666568;80186690;84706521;89222951;93809633;98400196;103050730;107702944;112355912;117007220;121658805;126323193;131054116;135837148;140626185
-606,0s;0.021s,0.013s;0.029s,234585;355624
-607,0.285s;-1,2.897s;-1,51384452;-1
-608,0s;0.005s;0.008s;0.011s;0.014s;0.019s;0.022s;0.029s;0.033s;0.036s;0.04s;0.045s;0.049s;0.055s;0.059s;0.063s;0.068s;0.071s;0.075s;0.08s;0.084s;0.089s;0.093s;0.097s;0.103s;0.108s;0.112s;0.116s;0.126s;0.125s;0.132s,0.015s;0.083s;0.189s;0.166s;0.213s;0.246s;0.289s;0.325s;0.379s;0.432s;0.463s;0.537s;0.58s;0.632s;0.701s;0.767s;0.825s;0.879s;0.977s;1.038s;1.08s;1.141s;1.257s;1.588s;1.398s;1.484s;1.523s;1.673s;1.704s;1.787s;1.888s,291394;3169337;4877671;6592070;8309589;10021098;11737996;13451241;15214140;17102595;18992228;20881781;22771374;24615870;26392463;28169232;29948285;31725981;33503139;35279815;37057047;38857039;40634806;42413692;44260416;46107210;47954000;49800816;51647630;53494364;55341168
-609,0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.002s;0.002s;0.001s;0.002s;0.002s;0.002s;0.002s;0.003s;0.003s;0.002s;0.002s;0.003s;0.003s;0.003s;0.003s;0.003s;0.004s;0.003s;0.003s;0.004s;0.004s;0.005s,0.013s;0.032s;0.026s;0.029s;0.031s;0.035s;0.038s;0.042s;0.049s;0.054s;0.057s;0.067s;0.064s;0.07s;0.078s;0.08s;0.086s;0.093s;0.1s;0.107s;0.112s;0.123s;0.128s;0.138s;0.143s;0.164s;0.157s;0.166s;0.175s;0.188s;0.195s,236053;318066;362744;407509;452361;497300;542326;587439;632639;677926;723446;769416;815599;862130;908600;955331;1002171;1049184;1096180;1143110;1190475;1238138;1285892;1333749;1381706;1429745;1477872;1526093;1574408;1622817;1671326
-610,0.001s;0.007s;0.013s;0.019s;0.026s;0.033s;0.039s;0.047s;0.056s;0.062s;0.077s;0.08s;0.088s;0.09s;0.099s;0.109s;0.113s;0.119s;0.128s;0.137s;0.144s;0.15s;0.155s;0.165s;0.172s;0.181s;0.193s;0.193s;0.2s;0.212s;0.218s,0.019s;0.127s;0.18s;0.241s;0.302s;0.368s;0.424s;0.476s;0.533s;0.619s;0.703s;0.774s;0.846s;0.962s;1.038s;1.124s;1.203s;1.29s;1.396s;1.51s;1.586s;1.711s;1.813s;1.936s;2.034s;2.167s;2.289s;2.391s;2.535s;2.678s;2.892s,302995;4930032;7657161;10389232;13120959;16112965;18888182;21660140;24444565;27403498;30376272;33349135;36322087;39295128;42268258;45241477;48214784;51188178;54120095;56998067;59876827;62754537;65631836;68509214;71386692;74264259;77205338;80086056;83041754;85988273;88946761
-611,0.001s;0.001s;0.001s;0.001s;0.002s;0.001s;0.002s;0.002s;0.002s;0.003s;0.002s;0.002s;0.002s;0.003s;0.003s;0.003s;0.004s;0.003s;0.004s;0.004s;0.004s;0.004s;0.005s;0.006s;0.005s;0.005s;0.006s;0.006s;0.006s;0.006s;0.007s,0.014s;0.03s;0.033s;0.038s;0.04s;0.046s;0.046s;0.05s;0.058s;0.063s;0.068s;0.077s;0.086s;0.086s;0.094s;0.099s;0.114s;0.115s;0.125s;0.128s;0.14s;0.15s;0.155s;0.164s;0.172s;0.187s;0.19s;0.208s;0.214s;0.225s;0.228s,235567;370483;446925;523367;599809;676251;752693;829135;905631;983302;1060885;1138268;1215684;1293536;1371885;1450503;1529169;1607835;1686502;1765213;1843322;1921753;2000675;2079927;2158617;2237248;2315471;2394211;2473271;2551642;2629832
-612,0.001s;0.418s;0.819s;1.415s,0.026s;0.174s;0.268s;0.356s,361911;6634066;10620562;14653963
-613,0s;0.026s;0.045s;0.065s;3.891s;7.728s;1.531s;1.813s;2.499s;4.47s;7.194s;20.021s,0.021s;0.296s;0.496s;0.71s;0.914s;1.12s;1.328s;1.535s;1.73s;2.031s;2.229s;2.495s,360558;15164901;25069596;34720762;44546085;54101843;63671009;73252790;83027513;92997865;103005287;113054328
-614,0s;0.003s;0.005s;0.007s;0.009s;0.011s;0.014s;0.016s;0.019s;0.022s;0.024s;0.027s;0.029s;0.032s;0.036s;0.038s;0.042s;0.042s;0.046s;0.052s;0.053s;0.057s;0.061s;0.063s;0.065s;0.069s;0.075s;0.079s;0.084s;0.084s;0.091s,0.016s;0.08s;0.099s;0.132s;0.149s;0.179s;0.211s;0.241s;0.274s;0.318s;0.346s;0.386s;0.423s;0.476s;0.527s;0.569s;0.609s;0.669s;0.711s;0.761s;0.823s;0.883s;0.951s;0.994s;1.07s;1.125s;1.263s;1.257s;1.446s;1.423s;1.486s,282150;1948884;2939852;3946863;4956570;5969332;6980645;7995408;9009645;10026427;11047984;12074545;13104790;14139986;15241792;16374989;17516267;18666505;19826691;20997863;22181115;23377591;24588487;25815051;27058583;28320435;29602008;30904764;32223686;33533308;34884472
-615,0.2s;-1,2.149s;-1,38742216;-1
-616,0.002s;0.001s;0.002s;0.002s;0.004s;0.004s;0.005s;0.005s;0.006s;0.007s;0.008s;0.008s;0.01s;0.011s;0.01s;0.013s;0.012s;0.013s;0.016s;0.016s;0.016s;0.018s;0.019s;0.021s;0.022s;0.023s;0.024s;0.024s;0.027s;0.028s;0.028s,0.015s;0.052s;0.055s;0.065s;0.075s;0.085s;0.092s;0.103s;0.115s;0.127s;0.147s;0.162s;0.174s;0.191s;0.209s;0.227s;0.248s;0.269s;0.286s;0.304s;0.34s;0.351s;0.368s;0.392s;0.435s;0.436s;0.456s;0.487s;0.52s;0.537s;0.556s,239686;847249;1191097;1536519;1882782;2232844;2584440;2937870;3290691;3642893;3995116;4348760;4700267;5051434;5402460;5754048;6107014;6458537;6809631;7161245;7512608;7863726;8226022;8612530;8999032;9385549;9772067;10158596;10545128;10931630;11312580
-617,0.001s;0.003s;0.003s;0.005s;0.006s;0.008s;0.011s;0.012s;0.013s;0.014s;0.016s;0.018s;0.02s;0.021s;0.024s;0.027s;0.029s;0.031s;0.032s;0.036s;0.036s;0.039s;0.041s;0.043s;0.044s;0.047s;0.049s;0.051s;0.055s;0.055s;0.055s,0.016s;0.062s;0.08s;0.1s;0.118s;0.139s;0.154s;0.183s;0.209s;0.237s;0.263s;0.289s;0.319s;0.362s;0.384s;0.424s;0.455s;0.494s;0.529s;0.559s;0.607s;0.642s;0.705s;0.733s;0.793s;0.834s;0.883s;0.914s;0.966s;1.017s;1.101s,261838;1498743;2208189;2922631;3644795;4363996;5084787;5802960;6522457;7240291;7960049;8678504;9448099;10243184;11005207;11735706;12465578;13195469;13926457;14656542;15409163;16187347;16965594;17743810;18522060;19300291;20078550;20856761;21635006;22413232;23191503
-618,0.001s;0.027s;0.049s;0.074s;0.097s;0.127s;0.198s;0.171s;0.197s;0.217s;0.247s;0.265s;0.293s;0.319s;0.339s;0.366s;0.39s;0.415s;0.443s;0.474s;0.493s;0.53s;0.544s;0.572s;0.596s;0.633s;0.661s;0.687s;0.771s;0.743s;0.75s,0.021s;0.278s;0.466s;0.675s;0.915s;1.111s;1.393s;1.526s;1.764s;1.931s;2.183s;2.435s;2.722s;2.992s;3.244s;3.606s;4.035s;4.23s;4.525s;4.79s;5.339s;5.41s;5.783s;6.42s;6.563s;6.925s;7.368s;7.694s;8.165s;8.565s;9.001s,342614;15355502;24873084;34137792;43727130;53582286;63439220;73297946;83159109;93023301;102893719;112603206;122250981;132027155;141720475;151416172;161436224;171351457;181450225;191600325;201739603;211951869;222129215;232372624;242593129;252866480;263135978;273447376;283762454;294126891;304495528
-619,0.001s;1.918s,0.023s;0.17s,377591;7342009
-620,0.002s;0.175s;0.329s;0.492s;0.654s;0.828s;1.002s;1.184s;1.376s;1.56s;1.763s;1.984s;2.207s;2.423s;2.634s;2.864s;-1,0.041s;1.406s;2.638s;3.836s;5.009s;6.322s;7.527s;8.827s;10.074s;11.595s;13.286s;15.157s;16.92s;18.945s;20.835s;22.434s;-1,756734;80750216;132523875;184564820;236456946;288829338;342111606;396139682;450854184;506181634;561728016;616994205;672769187;728259895;787484196;843863822;-1
-621,0.001s;0.001s;0.001s;0.001s;0.002s;0.002s;0.002s;0.002s;0.002s;0.002s;0.003s;0.003s;0.003s;0.003s;0.004s;0.004s;0.004s;0.005s;0.006s;0.006s;0.007s;0.008s;0.008s;0.009s;0.009s;0.01s;0.011s;0.011s;0.014s;0.014s;0.015s,0.014s;0.038s;0.036s;0.041s;0.045s;0.052s;0.056s;0.066s;0.069s;0.077s;0.082s;0.093s;0.102s;0.105s;0.119s;0.124s;0.158s;0.149s;0.182s;0.176s;0.192s;0.197s;0.217s;0.224s;0.241s;0.262s;0.275s;0.288s;0.3s;0.329s;0.344s,234848;385600;472621;560181;648520;737926;828735;921497;1017516;1118871;1222117;1329502;1441885;1560704;1685857;1818279;1958654;2107760;2267035;2437521;2619161;2815301;3025450;3251060;3493366;3754308;4035236;4336695;4660676;5009004;5383475
-622,0.001s;0.071s,0.012s;0.027s,239491;471347
-623,0s;0.002s;0s;0s;0s;0s;0.001s;0s;0.001s;0s;0s;0.002s;0s;0s;0.001s;0.001s;0.001s;0s;0s;0s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0.001s,0.009s;0.016s;0.018s;0.019s;0.019s;0.021s;0.019s;0.022s;0.023s;0.024s;0.027s;0.025s;0.034s;0.029s;0.029s;0.031s;0.033s;0.036s;0.036s;0.039s;0.043s;0.042s;0.044s;0.045s;0.046s;0.05s;0.049s;0.053s;0.054s;0.068s;0.099s,227751;234803;238908;243013;247118;251223;255328;259433;263538;267643;271779;275915;280051;284187;288323;292459;296595;300731;304867;309003;313139;317275;321411;325547;329683;333819;337955;342091;346227;350363;354499
-624,0.001s;0.086s,0.018s;0.072s,246759;958438
-625,0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.002s;0.001s;0.003s;0.002s;0.003s;0.002s;0.002s;0.003s;0.003s;0.004s;0.003s;0.004s;0.003s;0.004s;0.004s;0.005s;0.004s;0.005s;0.005s;0.006s;0.006s;0.006s;0.006s;0.006s;0.008s,0.012s;0.031s;0.039s;0.037s;0.042s;0.043s;0.048s;0.056s;0.09s;0.066s;0.073s;0.074s;0.086s;0.1s;0.098s;0.1s;0.109s;0.118s;0.127s;0.136s;0.141s;0.148s;0.164s;0.169s;0.177s;0.19s;0.2s;0.203s;0.216s;0.231s;0.24s,233575;368422;444845;521268;597691;674114;750537;826960;903383;980969;1058529;1135941;1213352;1291015;1369223;1447831;1526491;1605160;1683824;1762496;1840838;1918910;1998028;2076416;2155866;2234344;2312837;2391230;2470353;2548890;2627097
-626,0s;0.013s;0.018s;0.036s;0.086s,0.016s;0.067s;0.09s;0.113s;0.157s,261102;1968402;2971605;3986790;5006811
-627,0.27s;-1,3.192s;-1,54384199;-1
-628,0.001s;0s;0.001s;0.001s;0s;0s;0s;0s;0.001s;0s;0s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0.001s;0s;0s;0.001s;0.001s;0.001s;0s;0s;0.001s;0s,0.009s;0.018s;0.016s;0.019s;0.025s;0.027s;0.022s;0.022s;0.023s;0.023s;0.026s;0.024s;0.027s;0.029s;0.029s;0.031s;0.033s;0.034s;0.038s;0.039s;0.048s;0.043s;0.043s;0.043s;0.046s;0.047s;0.051s;0.052s;0.056s;0.057s;0.057s,230723;237793;241911;246029;250147;254265;258383;262501;266619;270737;274886;279035;283184;287333;291482;295631;299780;303929;308078;312227;316376;320525;324674;328823;332972;337121;341270;345419;349568;353717;357866
-629,0s;0.022s,0.013s;0.029s,234030;368977
-630,0s;0.011s;0.057s;0.181s;0.602s;1.064s;-1,0.018s;0.161s;0.261s;0.365s;0.464s;0.56s;-1,367272;7532373;12036418;16555777;21062057;25797525;-1
-631,0s;0.001s;0.001s;0.002s;0.002s;0.003s;0.003s;0.003s;0.003s;0.003s;0.004s;0.004s;0.005s;0.005s;0.006s;0.007s;0.007s;0.008s;0.009s;0.01s;0.009s;0.01s;0.012s;0.012s;0.015s;0.014s;0.015s;0.016s;0.018s;0.019s;0.02s,0.015s;0.036s;0.047s;0.048s;0.051s;0.056s;0.063s;0.067s;0.082s;0.085s;0.098s;0.105s;0.12s;0.119s;0.135s;0.148s;0.158s;0.174s;0.181s;0.196s;0.207s;0.227s;0.238s;0.262s;0.268s;0.293s;0.308s;0.324s;0.346s;0.36s;0.393s,241679;489858;633793;778263;923508;1070146;1219882;1372031;1526075;1684209;1846814;2013870;2186645;2364300;2547470;2739147;2937401;3145155;3362889;3591941;3832282;4085705;4353249;4636453;4937135;5256239;5594580;5954149;6336224;6742658;7174869
-632,0s;0s;0.001s;0.001s;0.001s;0.002s;0.001s;0.002s;0.001s;0.002s;0.002s;0.003s;0.002s;0.003s;0.003s;0.003s;0.004s;0.004s;0.004s;0.005s;0.004s;0.004s;0.005s;0.005s;0.005s;0.006s;0.005s;0.006s;0.005s;0.007s;0.006s,0.013s;0.031s;0.034s;0.036s;0.043s;0.041s;0.05s;0.052s;0.058s;0.063s;0.068s;0.076s;0.082s;0.092s;0.093s;0.104s;0.112s;0.126s;0.133s;0.133s;0.143s;0.148s;0.165s;0.165s;0.181s;0.186s;0.195s;0.201s;0.214s;0.223s;0.229s,235978;370903;447329;523755;600181;676607;753033;829459;905922;983191;1060595;1138096;1215507;1293821;1372098;1450715;1529371;1608051;1686731;1765281;1843496;1921933;2000790;2080243;2158740;2237307;2315577;2394389;2473341;2551599;2629773
-633,0.227s;-1,2.497s;-1,44141410;-1
-634,0.001s;0.014s;0.056s;0.181s;0.535s;0.921s;1.357s;1.838s;4.229s,0.035s;0.169s;0.251s;0.348s;0.45s;0.558s;0.646s;0.734s;0.846s,361630;6944485;10971630;15001811;19037463;23303823;27686477;32001599;36199484
-635,0s;0.013s;0.027s;0.038s;0.055s;0.07s;0.091s;0.097s;0.11s;0.128s;0.147s;0.151s;0.166s;0.184s;0.202s;0.217s;0.232s;0.24s;0.261s;0.284s;0.285s;0.297s;0.315s;0.325s;0.342s;0.361s;0.377s;0.393s;0.412s;0.423s;0.435s,0.02s;0.173s;0.275s;0.366s;0.471s;0.566s;0.716s;0.747s;0.858s;0.973s;1.087s;1.299s;1.345s;1.506s;1.622s;1.873s;1.928s;2.087s;2.252s;2.495s;2.631s;2.831s;2.979s;3.186s;3.354s;3.486s;3.691s;3.915s;4.072s;4.25s;4.518s,286828;8010273;12743222;17523617;22302739;27415373;32511922;37341264;42172095;46994235;51817549;56769892;61800946;66831999;71863049;76797313;81675314;86552387;91434706;96374812;101264896;106154267;111044547;115934880;120824472;125779504;130909781;136069046;141238697;146390121;151601102
-636,0.001s;0.145s;0.28s;0.441s;0.564s;0.719s;0.911s;1.022s;1.178s;1.342s;1.512s;1.68s;1.838s;2.017s;2.183s;2.366s;2.604s;2.726s;2.928s;3.195s;3.334s;-1,0.033s;1.142s;2.087s;3.048s;3.886s;4.77s;5.808s;6.656s;7.545s;8.599s;9.793s;10.872s;12.063s;13.309s;14.454s;16.011s;17.43s;18.499s;19.951s;22.2s;22.507s;-1,482805;59989831;98902983;137967642;177686967;217403237;257323569;297598990;339637601;380575340;422311916;463439339;505335742;546217687;587460119;629249008;670315223;712004978;753590309;794468715;835597688;-1
-637,0s;0.005s;0.015s;0.011s;0.616s;0.872s;1.155s;1.509s;1.888s;2.359s;2.922s;3.461s;4.654s,0.019s;0.093s;0.134s;0.193s;0.211s;0.258s;0.32s;0.361s;0.419s;0.476s;0.533s;0.618s;0.665s,316875;2554118;4018941;5504169;7001655;8494662;10015892;11535376;13079977;14628688;16322420;18047258;19806407
-638,0.187s;-1,2.303s;-1,40059873;-1
-639,0s;0.044s,0.016s;0.054s,248032;1176369
-640,0s;0.064s,0.01s;0.028s,239468;474557
-641,0.001s;0.927s;1.951s;3.408s;6.154s,0.029s;0.232s;0.37s;0.525s;0.684s,398481;8933464;14632436;20364514;26094714
-642,0s;0.026s,0.018s;0.046s,252209;420100
-643,0.284s;-1,3.364s;-1,58294913;-1
