index,t_solve_list,t_ground_list,ground_file_bytes_list
-337,0.001s;2.267s;5.42s;9.17s;2.002s;2.762s;4.495s;8.807s;11.124s;-1,0.028s;0.363s;0.636s;0.881s;1.172s;1.4s;1.672s;1.933s;2.236s;-1,544531;17497365;28786509;39819072;50974233;62528305;74243076;85991309;97780856;-1
-338,0s;0.018s;0.036s;0.054s;0.073s;0.094s;0.113s;0.132s;0.149s;0.168s;0.192s;0.209s;0.235s;0.256s;0.275s;0.298s;0.323s;0.331s;0.363s;0.382s;0.399s;0.429s;0.45s;0.478s;0.495s;0.518s;0.554s;0.574s;0.603s;0.63s;0.662s,0.022s;0.256s;0.446s;0.629s;0.808s;1.002s;1.196s;1.414s;1.588s;1.81s;2.046s;2.291s;2.511s;2.834s;3.01s;3.295s;3.603s;3.821s;4.096s;4.467s;4.807s;5.105s;5.482s;5.649s;6.141s;6.447s;6.946s;7.211s;7.501s;7.756s;8.341s,338936;10598127;17334275;24566854;31491538;38372740;45483605;52796740;60124121;67392927;74506440;81629348;88780145;95965723;103300440;110571698;118077730;125652646;133461220;141199128;149014148;157256040;165438700;173746559;182094622;190515735;199033752;208342893;217896398;226918461;236114048
-339,0.001s;1.889s;3.477s;5.565s;8.208s;11.461s;3.213s,0.025s;0.304s;0.481s;0.668s;0.857s;1.066s;1.275s,383490;14985047;23955599;33059499;42737150;51923842;61091411
-340,0.002s;1.852s;3.673s;6.236s;9.349s;1.735s;2.347s;3.751s;4.221s;6.296s;9.31s;25.039s,0.037s;0.3s;0.498s;0.687s;0.871s;1.069s;1.26s;1.46s;1.689s;1.986s;2.228s;2.524s,677563;13456956;21763661;29912462;38219635;46909750;55650877;64456992;73344750;82332026;91366752;100587184
-341,0s;0.003s;0.005s;0.007s;0.195s;0.326s;0.423s;0.539s;0.666s;0.823s,0.016s;0.068s;0.092s;0.115s;0.137s;0.164s;0.199s;0.22s;0.253s;0.282s,226255;2036315;3069042;4114459;5165434;6221563;7279237;8352196;9477184;10554976
-342,0.001s;0.001s;0.001s;0.003s;0.003s;0.004s;0.004s;0.005s;0.005s;0.008s;0.008s;0.008s;0.01s;0.01s;0.013s;0.014s;0.017s;0.02s;0.023s;0.026s;0.032s;0.039s;0.046s;0.056s;0.062s;0.072s;0.083s;0.095s;0.111s;0.128s;0.143s,0.013s;0.039s;0.049s;0.057s;0.065s;0.074s;0.09s;0.099s;0.114s;0.131s;0.15s;0.165s;0.187s;0.209s;0.228s;0.257s;0.283s;0.314s;0.356s;0.38s;0.424s;0.472s;0.523s;0.575s;0.63s;0.696s;0.793s;0.86s;0.943s;1.049s;1.187s,241765;614046;851920;1091568;1334308;1584620;1843492;2112383;2396287;2694850;3014085;3360747;3735384;4148529;4604859;5114163;5684836;6326732;7051543;7871749;8800466;9854409;11049118;12399387;13926102;15648724;17588628;19769487;22216030;24955188;28014434
-343,0.001s;0.009s;0.015s;0.026s;0.036s;0.041s;0.051s;0.06s;0.069s;0.078s;0.087s;0.096s;0.106s;0.121s;0.124s;0.134s;0.144s;0.152s;0.16s;0.17s;0.18s;0.19s;0.202s;0.208s;0.223s;0.232s;0.241s;0.253s;0.263s;0.272s;0.281s,0.019s;0.145s;0.204s;0.279s;0.371s;0.424s;0.495s;0.572s;0.658s;0.737s;0.826s;0.936s;1.052s;1.137s;1.263s;1.364s;1.481s;1.635s;1.741s;1.874s;1.978s;2.139s;2.302s;2.412s;2.557s;2.758s;2.884s;3.048s;3.198s;3.341s;3.574s,254789;5782704;9018761;12248626;15484677;19100383;22741672;26197812;29563416;32932028;36307345;39846805;43443433;46883804;50317980;53753109;57202434;60656506;64153375;67773315;71406145;75053064;78715314;82400238;86030606;89727008;93363899;97024229;100863972;104593292;108353327
-344,0.001s;1.697s;4.015s;6.873s;1.825s;2.051s;3.4s;5.408s,0.024s;0.31s;0.538s;0.753s;0.98s;1.203s;1.436s;1.697s,421255;14468313;23676110;33075451;42928411;52766475;62615594;72348301
-345,0s;0.003s;0.005s;0.007s;0.01s;0.014s;0.017s;0.019s;0.023s;0.028s;0.03s;0.034s;0.039s;0.047s;0.048s;0.054s;0.059s;0.065s;0.071s;0.077s;0.086s;0.095s;0.104s;0.112s;0.12s;0.133s;0.143s;0.159s;0.171s;0.188s;0.203s,0.016s;0.075s;0.122s;0.14s;0.181s;0.204s;0.256s;0.286s;0.34s;0.379s;0.43s;0.484s;0.542s;0.595s;0.675s;0.727s;0.798s;0.859s;0.943s;1.031s;1.121s;1.199s;1.303s;1.43s;1.496s;1.655s;1.708s;1.855s;1.967s;2.081s;2.254s,267024;1964839;3037887;4132644;5244833;6363465;7497989;8650131;9822455;11024706;12276385;13555373;14878397;16276715;17810099;19413008;21094024;22862366;24727746;26700353;28734601;30913928;33209981;35659160;38274045;41068100;44055363;47249799;50665871;54323711;58231160
-346,0s;0s;0.001s;0s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0s;0.001s;0.001s;0.001s;0.002s;0.001s;0.001s;0.002s;0.002s;0.001s;0.001s;0.002s;0.001s;0.002s;0.002s;0.002s;0.002s,0.01s;0.019s;0.019s;0.023s;0.023s;0.026s;0.026s;0.029s;0.03s;0.033s;0.036s;0.039s;0.043s;0.045s;0.051s;0.049s;0.054s;0.057s;0.06s;0.064s;0.067s;0.072s;0.076s;0.08s;0.083s;0.088s;0.092s;0.095s;0.109s;0.109s;0.111s,207786;235426;250940;266454;281968;297482;312996;328510;344024;359538;375123;390708;406293;421878;437463;453048;468633;484218;499803;515388;530973;546558;562143;577728;593313;608898;624483;640452;656301;672090;687850
-347,0s;0.006s;0.01s;0.017s;0.024s;0.029s;0.036s;0.041s;0.049s;0.057s;0.065s;0.07s;0.076s;0.084s;0.09s;0.097s;0.105s;0.115s;0.121s;0.13s;0.139s;0.148s;0.157s;0.166s;0.175s;0.198s;0.198s;0.205s;0.216s;0.225s;0.237s,0.015s;0.105s;0.164s;0.223s;0.282s;0.336s;0.403s;0.463s;0.547s;0.592s;0.69s;0.754s;0.836s;0.899s;0.99s;1.096s;1.167s;1.28s;1.39s;1.869s;1.679s;1.719s;1.784s;1.927s;2.015s;2.155s;2.316s;2.442s;2.559s;2.715s;2.832s,260661;3673760;5861112;8051691;10248910;12451164;14655514;16874243;19157374;21594214;23970882;26286666;28606623;30948073;33315793;35711468;38149654;40724132;43338291;45996187;48702159;51460854;54276999;57155614;60101842;63121177;66195887;69308575;72594497;76604789;80169759
-348,0.001s;0.002s;0.001s;0.001s;0.001s;0.002s;0.002s;0.002s;0.003s;0.004s;0.003s;0.004s;0.003s;0.004s;0.004s;0.004s;0.005s;0.005s;0.006s;0.006s;0.007s;0.008s;0.008s;0.013s;0.008s;0.011s;0.011s;0.013s;0.016s;0.015s;0.016s,0.013s;0.035s;0.037s;0.041s;0.045s;0.048s;0.056s;0.063s;0.064s;0.071s;0.077s;0.083s;0.091s;0.101s;0.108s;0.118s;0.13s;0.137s;0.146s;0.156s;0.164s;0.188s;0.191s;0.201s;0.219s;0.237s;0.251s;0.267s;0.278s;0.3s;0.32s,211964;388118;488093;588616;689927;792314;896113;1002296;1111284;1225622;1342064;1462723;1588619;1720755;1859503;2005439;2159101;2321405;2494293;2677652;2873523;3083448;3306677;3546508;3802140;4076758;4370758;4686835;5024843;5387023;5774680
-349,0.001s;0s;0.001s;0.001s;0.001s;0.022s;0.03s;0.038s;0.06s,0.013s;0.033s;0.041s;0.047s;0.054s;0.072s;0.065s;0.077s;0.086s,221807;546358;735140;924402;1114384;1305655;1500909;1697031;1895936
-350,0s;0.003s;0.004s;0.006s;0.007s;0.009s;0.011s;0.013s;0.015s;0.016s;0.018s;0.02s;0.023s;0.026s;0.029s;0.031s;0.034s;0.036s;0.038s;0.04s;0.043s;0.045s;0.048s;0.049s;0.051s;0.054s;0.057s;0.06s;0.063s;0.064s;0.066s,0.015s;0.07s;0.094s;0.116s;0.139s;0.174s;0.199s;0.23s;0.249s;0.289s;0.32s;0.36s;0.408s;0.445s;0.518s;0.54s;0.582s;0.637s;0.701s;0.739s;0.788s;0.855s;0.923s;0.967s;1.037s;1.104s;1.162s;1.248s;1.298s;1.374s;1.432s,233786;1687685;2511889;3339020;4176736;5016164;5855134;6690684;7536757;8374581;9214130;10075700;11015099;11954556;12894014;13833470;14772924;15680226;16551995;17425181;18296412;19167611;20067848;20997754;21886430;22762188;23637350;24514832;25390295;26266188;27141403
-351,0s;0.009s;0.019s;0.029s;0.426s;0.805s;1.248s,0.022s;0.159s;0.263s;0.367s;0.465s;0.563s;0.668s,318230;5716682;9346200;13021206;16658596;20594218;24337178
-352,0s;0.002s;0.003s;0.004s;0.005s;0.096s,0.017s;0.059s;0.076s;0.092s;0.106s;0.123s,240101;1213709;1775149;2340567;2910523;3487368
-353,0s;0.007s,0.01s;0.014s,206318;213837
-354,0.003s;9.998s;-1,0.053s;4.884s;-1,988820;337631417;-1
-355,0s;0.021s;0.033s;0.098s,0.014s;0.042s;0.055s;0.084s,221809;683281;944564;1207215
-356,0.001s;0.017s;0.033s;0.049s;0.062s;0.068s;7.06s;9.343s;12.206s;1.567s;1.741s;2.033s;2.482s;3.176s;4.845s;6.252s;21.94s,0.027s;0.227s;0.371s;0.517s;0.663s;0.782s;0.933s;1.119s;1.287s;1.474s;1.674s;1.875s;2.085s;2.27s;2.487s;2.745s;2.917s,468009;10701025;17105929;23383081;29655995;36075245;42788106;49514531;56257816;63021544;69811845;76631263;83430570;90141142;96959605;103762900;110623122
-358,0s;0.107s;0.194s;0.288s;0.373s;0.472s;0.556s;0.652s;0.754s;0.843s;0.935s;1.038s;1.128s;1.233s;1.33s;1.428s;1.527s;1.648s;1.748s;1.856s;1.982s;2.065s;2.155s;2.28s;2.389s;2.486s;-1,0.028s;0.918s;1.617s;2.52s;3.331s;4.143s;4.941s;5.678s;6.574s;7.405s;7.772s;8.717s;9.593s;10.56s;11.764s;12.571s;13.562s;14.723s;15.662s;16.823s;17.83s;19.266s;20.274s;21.535s;22.937s;23.929s;-1,453130;62267188;102031007;140163133;178291656;217039534;255972084;295212873;334748721;374905082;414750634;454848490;495164026;535133448;574532322;614037478;653748974;693577513;733084857;772954741;816594147;859203861;899398452;939691013;979984246;1020214542;-1
-359,0s;0.113s;0.252s;0.481s,0.016s;0.067s;0.113s;0.125s,238494;2203302;3370003;4554528
-360,0.002s;0.014s;0.024s;1.853s;3.045s;4.383s;6.143s;7.733s;10.215s;2.73s,0.019s;0.192s;0.32s;0.437s;0.567s;0.703s;0.843s;0.985s;1.132s;1.305s,337548;8882481;14220143;19564730;25240028;31122168;37051551;42887036;48669308;54539590
-361,0.003s;0.081s;0.151s;0.225s;5.199s;12.963s,0.027s;1.018s;1.872s;2.781s;3.657s;4.58s,525836;49021976;82333337;116303292;150267147;184239607
-362,0s;0.007s;0.009s;0.017s;0.363s;0.671s;0.928s;1.19s;1.512s,0.021s;0.125s;0.184s;0.249s;0.308s;0.395s;0.444s;0.51s;0.579s,259795;4592216;7126257;9676770;12267123;15087394;17695421;20315431;23144113
-363,0s;0.001s;0.002s;0.004s;0.004s;0.005s;0.007s;0.008s;0.01s;0.01s;0.012s;0.012s;0.014s;0.015s;0.018s;0.019s;0.023s;0.024s;0.025s;0.027s;0.029s;0.036s;0.034s;0.037s;0.04s;0.043s;0.046s;0.049s;0.053s;0.056s;0.061s,0.013s;0.043s;0.059s;0.074s;0.09s;0.103s;0.124s;0.143s;0.161s;0.187s;0.213s;0.24s;0.268s;0.291s;0.322s;0.354s;0.393s;0.418s;0.452s;0.483s;0.526s;0.579s;0.604s;0.656s;0.717s;0.748s;0.824s;0.861s;0.915s;1.001s;1.049s,230877;988891;1473893;1963901;2461468;2968233;3478106;3994410;4521584;5056722;5602136;6159592;6732832;7319805;7924192;8549333;9198618;9876079;10582511;11322418;12097501;12911579;13768776;14672842;15627673;16641778;17710894;18868484;20104689;21413517;22799795
-364,0.002s;0.013s;0.024s;0.036s;0.049s;0.061s;0.074s;0.084s;0.098s;0.111s;0.123s;0.135s;0.149s;0.162s;0.178s;0.188s;0.2s;0.212s;0.229s;0.239s;0.253s;0.264s;0.288s;0.289s;0.306s;0.324s;0.337s;0.349s;0.368s;0.375s;0.388s,0.018s;0.178s;0.293s;0.405s;0.511s;0.623s;0.734s;0.918s;0.999s;1.127s;1.284s;1.407s;1.572s;1.748s;1.925s;2.079s;2.257s;2.518s;2.652s;2.856s;3.013s;3.203s;3.41s;3.646s;3.776s;4.031s;4.244s;4.522s;4.775s;4.994s;5.208s,319338;8189802;13069040;17941091;22957877;27864040;32768216;37857248;43104863;48355033;53610309;58869420;64132837;69401309;74675347;79955910;85243852;90539599;95844429;101159232;106492847;111839032;117238956;122683289;128086927;133509093;139099432;144566519;150139274;155767431;161412559
-365,0s;0.01s;0.016s;0.086s,0.012s;0.028s;0.033s;0.035s,218288;453225;580474;710155
-366,0s;0.004s;0.005s;0.007s;0.321s;0.453s;0.57s;0.703s;0.85s;0.996s;1.23s;1.397s;1.612s;1.775s;2.084s;2.273s;2.501s;2.819s;3.143s;3.435s;3.826s;4.19s;4.621s;5.048s;5.419s;5.661s;6.106s;6.783s;7.402s;7.917s;8.373s,0.015s;0.062s;0.086s;0.111s;0.133s;0.158s;0.181s;0.211s;0.249s;0.28s;0.347s;0.351s;0.391s;0.433s;0.477s;0.522s;0.557s;0.615s;0.66s;0.721s;0.766s;0.817s;0.898s;0.932s;0.981s;1.097s;1.098s;1.181s;1.246s;1.337s;1.392s,246371;1851816;2786643;3729084;4676726;5636628;6595057;7554372;8522989;9492797;10470289;11455239;12449411;13454549;14564646;15692717;16774894;17855095;18954145;20074444;21221407;22391974;23591648;24880737;26206706;27569167;28971014;30414994;31904296;33441885;35031119
-367,0.001s;0.001s;0s;0s;0.001s;0s;0.002s;0.001s;0.002s;0.002s;0.001s;0.001s;0.002s;0.002s;0.002s;0.003s;0.003s;0.003s;0.004s;0.004s;0.004s;0.005s;0.007s;0.006s;0.007s;0.007s;0.008s;0.01s;0.012s;0.013s;0.015s,0.011s;0.025s;0.028s;0.03s;0.029s;0.032s;0.033s;0.037s;0.041s;0.044s;0.053s;0.054s;0.055s;0.062s;0.067s;0.07s;0.078s;0.091s;0.092s;0.098s;0.107s;0.119s;0.127s;0.137s;0.155s;0.159s;0.172s;0.185s;0.208s;0.218s;0.238s,212693;264784;295655;327369;360281;394817;431474;470820;513494;560206;611873;669215;733155;804687;885113;975850;1088264;1209298;1368765;1523569;1695209;1886690;2099816;2336441;2598526;2888313;3207993;3559596;3945274;4367367;4828293
-368,0s;0.006s;0.009s;0.015s;0.019s;0.023s;0.028s;0.033s;0.038s;0.043s;0.048s;0.052s;0.057s;0.061s;0.068s;0.071s;0.077s;0.083s;0.086s;0.09s;0.095s;0.1s;0.105s;0.109s;0.115s;0.132s;0.124s;0.13s;0.136s;0.142s;0.148s,0.019s;0.098s;0.142s;0.187s;0.227s;0.271s;0.309s;0.359s;0.401s;0.451s;0.507s;0.56s;0.633s;0.688s;0.745s;0.832s;0.891s;0.972s;1.037s;1.112s;1.243s;1.297s;1.349s;1.435s;1.498s;1.598s;1.655s;1.758s;1.829s;1.956s;2.049s,245137;3354739;5199137;7069104;8935382;10793855;12838096;14833001;16738471;18644610;20655460;22740572;24799255;26759001;28725158;30695302;32673590;34660675;36658483;38747776;40869020;43003499;45152393;47295270;49396134;51515668;53655493;55818417;58001040;60207180;62439181
-369,0s;0.003s;0.006s;0.243s;0.439s;0.571s;0.778s;1.011s;1.228s;1.487s;1.814s;2.172s;2.509s;2.97s;3.316s;3.693s;4.254s;4.963s;5.448s;5.963s;6.706s;7.726s;8.6s;9.378s;10.459s;1.397s;1.57s;1.741s;1.884s;2.193s;2.269s,0.018s;0.073s;0.1s;0.13s;0.162s;0.194s;0.224s;0.263s;0.309s;0.356s;0.401s;0.457s;0.507s;0.557s;0.619s;0.679s;0.758s;0.841s;0.897s;0.996s;1.064s;1.169s;1.272s;1.384s;1.506s;1.639s;1.782s;1.895s;2.076s;2.236s;2.437s,275663;1743084;2685917;3644787;4621065;5608407;6609263;7624817;8663777;9733124;10834083;11980328;13184245;14530140;15947763;17420571;18945304;20579794;22339599;24242468;26324436;28570685;31018702;33691972;36615048;39811921;43312193;47186299;51427358;56064483;61132621
-370,0s;0.013s;0.017s;0.03s;0.04s;0.052s;0.069s;0.08s;0.102s;0.125s;0.153s;0.202s;0.239s;0.32s;0.432s;0.515s;0.598s;0.768s;0.874s;1.087s;1.182s;1.42s;1.732s;1.974s;2.347s;2.711s;3.144s;3.577s;4.195s;4.863s;5.633s,0.011s;0.041s;0.038s;0.044s;0.05s;0.055s;0.064s;0.075s;0.085s;0.101s;0.111s;0.128s;0.145s;0.161s;0.179s;0.198s;0.222s;0.241s;0.274s;0.302s;0.329s;0.367s;0.4s;0.446s;0.49s;0.545s;0.599s;0.648s;0.719s;0.789s;0.859s,215311;481961;641356;804977;974859;1153444;1345495;1563694;1794585;2050464;2337126;2659029;3021233;3430112;3891477;4414976;5004391;5672444;6422775;7266146;8212375;9269365;10448913;11760855;13217117;14828804;16606809;18564950;20716143;23072573;25648055
-371,0.002s;0.042s;0.078s;0.117s;0.153s;0.192s;0.233s;0.269s;0.313s;0.347s;0.394s;0.443s;0.471s;0.52s;0.562s;0.604s;0.655s;0.698s;0.748s;0.807s;0.856s;0.914s;0.959s;1.028s;1.084s;1.143s;1.267s;1.287s;1.361s;1.457s;1.539s,0.025s;0.421s;0.736s;1.035s;1.338s;1.626s;1.971s;2.256s;2.587s;3s;3.395s;3.79s;4.231s;4.643s;5.097s;5.573s;6.004s;6.553s;7.09s;7.557s;8.299s;8.73s;9.451s;9.929s;10.637s;11.283s;12.035s;12.806s;13.611s;14.377s;15.205s,370660;22871072;36955271;51133959;65146806;79176000;93440822;108106270;122815135;137577944;152411651;167367436;182537594;197723185;213346610;229245208;245293902;261356682;277661459;294220105;311098673;328268540;345832061;363799041;382139254;401058995;420741905;440875317;461520892;482997194;505111705
-372,0.001s;0.117s;0.211s;3.118s;4.727s;6.644s;10.189s;14.534s,0.032s;1.135s;1.937s;2.793s;3.633s;4.466s;5.394s;6.231s,508927;75789103;123203444;169037429;214892471;260964142;307373193;354541783
-373,0.036s;2.982s;10.446s;14.73s;-1,0.452s;1.497s;2.424s;3.334s;-1,7699009;37419788;61056994;84769785;-1
-374,0.003s;0.265s;0.482s;0.719s;0.95s;1.193s;1.435s;1.684s;1.949s;2.191s;2.458s;2.729s;-1,0.046s;2.164s;4.711s;6.879s;9.044s;11.421s;13.716s;16.063s;17.79s;20.127s;20.238s;23.031s;-1,863430;140195619;230100838;319884879;409871217;499224319;591264876;683113658;774169199;866378077;959059985;1050083439;-1
-375,0.001s;0.013s;0.022s;0.031s;0.041s;0.052s;5.281s;6.872s;8.496s;10.484s;12.907s;2.716s,0.027s;0.179s;0.3s;0.39s;0.503s;0.607s;0.745s;0.862s;0.996s;1.126s;1.282s;1.433s,324746;8751238;13801888;18851324;24121279;29239712;34366941;39733497;45235110;50756208;56302618;61876460
-376,0.002s;0.019s;0.034s;1.308s;3.29s;4.881s;6.834s;1.389s;1.577s;1.802s;2.06s;2.244s;2.518s;2.9s;3.047s;3.442s;3.782s;4.127s;4.326s;4.515s;4.861s;5.69s;5.678s;6.077s;6.719s;7.195s;8.133s;8.977s;8.858s;9.312s;9.524s,0.02s;0.25s;0.43s;0.599s;0.773s;0.952s;1.125s;1.343s;1.55s;1.768s;1.996s;2.253s;2.49s;2.788s;3s;3.634s;3.591s;3.879s;4.476s;4.522s;4.872s;5.294s;5.568s;5.945s;6.343s;6.736s;7.199s;7.598s;8.5s;8.589s;9.022s,366333;11590698;18785113;26257774;33672218;41016666;48355754;56030214;63808593;71623784;79486453;87402784;95383456;103439589;111583580;119839793;128421076;137153559;145909637;154852327;164171088;173646358;183478549;193610863;204060288;214869047;225959079;237463753;249419114;261880587;274873192
-377,0.001s;0.013s;0.025s;0.036s;0.048s;0.059s;0.072s;0.083s;0.095s;0.109s;0.122s;0.134s;0.148s;0.159s;0.175s;0.185s;0.196s;0.211s;0.222s;0.238s;0.25s;0.26s;0.277s;0.288s;0.3s;0.32s;0.332s;0.351s;0.366s;0.372s;0.389s,0.017s;0.174s;0.279s;0.382s;0.508s;0.613s;0.729s;0.836s;0.981s;1.129s;1.245s;1.437s;1.562s;1.722s;1.885s;2.046s;2.206s;2.386s;2.574s;2.753s;2.979s;3.167s;3.339s;3.532s;3.764s;3.951s;4.185s;4.429s;4.674s;4.934s;5.136s,311183;8594587;13608118;18699492;23907477;28983115;34057991;39310357;44730628;50156552;55591560;61034872;66487394;71951063;77427410;82917650;88424014;93948306;99492242;105058276;110760591;116390553;122049001;127768495;133678949;139469214;145302155;151185714;157201544;163284349;169374164
-378,0.001s;0.004s;0.006s;0.008s;0.011s;0.012s;0.24s;0.527s;0.658s;0.83s;1.012s;1.216s;1.43s;1.691s;1.921s;2.258s;2.689s;3.196s;3.758s;4.928s;6.395s;7.362s;8.959s;11.206s;13.28s;19.525s;26.048s;-1,0.014s;0.076s;0.097s;0.13s;0.166s;0.19s;0.228s;0.294s;0.312s;0.37s;0.415s;0.456s;0.519s;0.578s;0.662s;0.722s;0.788s;0.888s;0.978s;1.09s;1.199s;1.327s;1.477s;1.645s;1.817s;2.005s;2.238s;-1,240371;2279924;3504205;4744750;6002045;7270239;8559662;9870746;11215743;12607136;14058887;15581810;17194132;18915023;20766172;22806908;25091736;27588529;30330617;33354672;36700798;40412745;44538044;49103830;54150738;59778854;66056856;-1
-379,0.002s;0.001s;0s;0s;0s;0s;0.001s;0.001s;0.001s;0.002s;0.001s;0.001s;0.001s;0.002s;0.002s;0.001s;0.001s;0.002s;0.001s;0.003s;0.002s;0.003s;0.002s;0.002s;0.003s;0.002s;0.003s;0.003s;0.003s;0.003s;0.003s,0.008s;0.02s;0.022s;0.023s;0.026s;0.032s;0.033s;0.037s;0.041s;0.043s;0.06s;0.054s;0.056s;0.063s;0.066s;0.075s;0.077s;0.086s;0.091s;0.096s;0.102s;0.109s;0.118s;0.123s;0.132s;0.15s;0.148s;0.156s;0.182s;0.173s;0.181s,206566;266801;300187;333573;366959;400345;433731;467117;500503;533889;567389;600889;634389;667889;701389;734889;768777;802666;836691;870831;904918;938900;972741;1006651;1040523;1074453;1108475;1142706;1177041;1211388;1245732
-380,0s;0.004s;0.007s;0.11s;0.213s;0.324s;0.435s;0.564s;0.704s;0.835s;1.175s,0.016s;0.079s;0.11s;0.149s;0.186s;0.222s;0.253s;0.294s;0.336s;0.386s;0.466s,277432;2763299;4194432;5649110;7114586;8583439;10066796;11568361;13096411;14650602;16356856
-382,0s;0.003s;0.007s;0.006s;0.008s;0.07s;0.157s;0.235s;0.323s;0.402s;0.622s,0.027s;0.08s;0.174s;0.134s;0.15s;0.179s;0.205s;0.234s;0.268s;0.299s;0.332s,232444;2033127;3043479;4067845;5101822;6139110;7256369;8320372;9393973;10560122;11676715
-383,0.001s;0.007s;0.009s;0.016s;0.027s;0.504s;0.728s;0.981s;1.238s;1.555s;1.844s;2.228s;2.584s;2.951s;3.418s;4.38s;16.096s,0.019s;0.11s;0.17s;0.215s;0.267s;0.325s;0.396s;0.458s;0.53s;0.632s;0.68s;0.773s;0.858s;0.957s;1.038s;1.139s;1.259s,271450;3701792;5784167;7904381;10031902;12149961;14267158;16633228;18794098;20971116;23156225;25354698;27568660;29832506;32225919;34643560;37088409
-384,0.001s;0.022s;0.034s;0.051s;0.071s;0.093s;0.12s;0.328s,0.014s;0.044s;0.055s;0.069s;0.077s;0.097s;0.103s;0.12s,222910;707614;988935;1283216;1597924;1954351;2342495;2781696
-385,0.001s;0.002s;0.002s;0.004s;0.004s;0.004s;0.007s;0.006s;0.007s;0.009s;0.009s;0.01s;0.011s;0.013s;0.015s;0.022s;0.017s;0.018s;0.021s;0.023s;0.025s;0.027s;0.034s;0.034s;0.037s;0.042s;0.045s;0.05s;0.053s;0.057s;0.063s,0.011s;0.037s;0.048s;0.059s;0.074s;0.085s;0.095s;0.117s;0.131s;0.146s;0.167s;0.182s;0.213s;0.223s;0.245s;0.273s;0.294s;0.32s;0.356s;0.388s;0.412s;0.444s;0.482s;0.513s;0.564s;0.606s;0.628s;0.685s;0.725s;0.802s;0.841s,222683;775425;1119820;1466931;1818389;2176123;2541681;2911101;3290948;3677288;4080708;4491862;4916719;5358903;5819445;6301966;6806756;7337486;7897859;8491170;9124961;9795549;10508673;11268224;12078669;12943345;13867056;14854166;15909199;17036920;18242199
-386,0.001s;0.019s;0.034s;0.055s;0.075s;0.09s;0.109s;0.126s;0.147s;0.161s;0.184s;0.199s;0.221s;0.238s;0.257s;0.276s;0.297s;0.316s;0.337s;0.366s;0.375s;0.403s;0.43s;0.444s;0.466s;0.483s;0.504s;0.535s;0.564s;0.587s;0.607s,0.026s;0.265s;0.422s;0.587s;0.745s;0.962s;1.086s;1.236s;1.452s;1.609s;1.805s;2.026s;2.266s;2.509s;2.737s;2.995s;3.281s;3.551s;3.748s;4.045s;4.383s;4.642s;4.905s;5.212s;5.559s;5.852s;6.178s;6.508s;6.942s;7.298s;7.663s,422516;10783472;17327149;24358981;30979744;37627577;44256964;50893836;57538070;64280003;71216441;78164542;85126167;92103345;98957759;105977350;113142384;120275105;127419738;134605775;141829067;149089425;156417568;163931767;171502983;179124961;186846345;194595039;202439267;210332846;218332957
-387,0.001s;0.011s;0.018s;0.027s;1.279s;1.98s;2.698s;3.585s;4.477s;5.739s;7.7s,0.017s;0.15s;0.252s;0.368s;0.467s;0.592s;0.691s;0.795s;0.921s;1.003s;1.165s,297729;6261883;10133325;14019772;17892504;21934562;25936740;29863243;33795164;37777105;41913668
-388,0s;0.002s;0.003s;0.004s;0.004s;0.007s;0.007s;0.009s;0.011s;0.012s;0.013s;0.014s;0.016s;0.017s;0.019s;0.021s;0.022s;0.025s;0.027s;0.03s;0.033s;0.035s;0.037s;0.04s;0.045s;0.047s;0.049s;0.052s;0.056s;0.059s;0.064s,0.015s;0.052s;0.066s;0.089s;0.101s;0.121s;0.135s;0.153s;0.173s;0.205s;0.223s;0.256s;0.276s;0.322s;0.334s;0.365s;0.398s;0.432s;0.468s;0.505s;0.545s;0.594s;0.625s;0.67s;0.728s;0.771s;0.843s;0.884s;0.941s;0.996s;1.043s,234047;1065639;1584639;2109270;2642502;3188729;3732780;4284403;4847899;5417755;5999177;6590519;7195168;7818219;8459896;9120381;9804978;10533566;11330489;12160235;12990140;13847249;14748269;15695569;16692744;17744698;18855685;20030071;21272380;22587522;23980170
-389,0s;0.742s;1.302s;2.394s;4.203s;6.366s;10.206s,0.025s;0.317s;0.53s;0.738s;0.942s;1.164s;1.346s,348814;16090868;25684072;35126233;44711430;54198689;63715153
-390,0s;0.009s;0.017s;0.028s;0.037s;0.05s;0.06s;0.075s;0.08s;0.091s;0.102s;0.113s;0.125s;0.139s;0.152s;0.163s;0.177s;0.193s;0.204s;0.218s;0.238s;0.251s;0.273s;0.286s;0.312s;0.327s;0.348s;0.378s;0.396s;0.418s;0.45s,0.018s;0.143s;0.229s;0.316s;0.456s;0.494s;0.598s;0.66s;0.766s;0.896s;1.001s;1.123s;1.246s;1.434s;1.537s;1.682s;1.843s;1.983s;2.148s;2.319s;2.552s;2.831s;2.919s;3.14s;3.328s;3.533s;3.782s;4.065s;4.241s;4.494s;4.849s,258965;5979466;9474354;12992366;16661393;20552325;24188619;27844280;31528508;35434689;39436814;43469850;47400876;51390118;55454635;59601657;63844119;68193355;72662107;77311779;82182850;87317855;92531007;97932884;104518605;110500428;116737156;123246121;130080813;137267113;144795237
