index,t_solve_list,t_ground_list,ground_file_bytes_list
551,0.011s;0.672s;1.304s;-1,3.593s;14.695s;22.819s;-1,13324207;385214798;605627834;-1
552,0.011s;-1,3.778s;-1,13583255;-1
553,0.011s;0.407s;0.672s;0.934s;-1,4.25s;13.83s;19.2s;25.449s;-1,14602960;362207472;543572051;724951930;-1
554,0.011s;1.233s;2.293s;-1,4.023s;17.56s;25.623s;-1,14049859;571381442;917060814;-1
555,0.01s;0.438s;0.788s;1.2s;-1,3.879s;13.775s;19.318s;26.359s;-1,13683866;349544131;531705745;713867359;-1
556,0.011s;-1,3.896s;-1,13785013;-1
557,-1,-1,-1
558,0.011s;1.244s;2.42s;-1,3.83s;16.683s;25.078s;-1,13494792;473942225;787173370;-1
559,0.011s;2.089s;-1,4.547s;21.495s;-1,14601277;769313170;-1
560,0.011s;-1,4.256s;-1,14600810;-1
561,0.011s;1.753s,3.922s;13.994s,4742404;353816592
562,0.011s;1.997s;4.338s,4.067s;16.56s;24.068s,14166320;430523557;689703193
563,0.011s;0.422s;0.766s;-1,3.834s;13.621s;19.286s;-1,13559234;345541488;525601687;-1
564,0.01s;1.28s;2.43s;-1,3.75s;13.289s;18.982s;-1,13293338;345516793;525468549;-1
565,0.011s;0.463s;0.847s;-1,4.313s;15.227s;21.4s;-1,14599370;374296476;569290245;-1
566,0.01s;-1,4.238s;-1,14612234;-1
567,0.011s;1.686s;4.101s;-1,4.503s;16.652s;23.221s;-1,14782398;393055365;607605113;-1
568,0.011s;0.462s;0.843s;-1,4.243s;14.99s;21.608s;-1,14468469;368090787;559876950;-1
569,0.011s;1.307s;2.497s,3.87s;13.918s;19.486s,13685585;350316086;532863884
570,0.011s;1.417s;-1,3.831s;18.252s;-1,13799934;610331001;-1
572,0.01s;0.395s;0.655s;0.916s;-1,4.123s;12.81s;18.441s;24.445s;-1,14393725;357487552;536485772;715489535;-1
573,0.011s;0.445s;0.798s;1.216s;-1,3.902s;13.829s;19.68s;25.985s;-1,13784680;351756195;535073450;718390705;-1
574,0.01s;0.369s;0.61s;0.859s;-1,3.709s;11.431s;16.587s;22.309s;-1,13263274;333643175;500731412;667819649;-1
575,0.01s;0.436s;0.789s;-1,3.945s;13.849s;19.544s;-1,13684614;349557441;531725166;-1
576,0.01s;0.384s;0.621s;0.889s;-1,4.545s;12.873s;18.771s;24.345s;-1,13511548;338038605;507314723;676591834;-1
577,0.01s;-1,4.392s;-1,14160299;-1
578,0.011s;1.322s;-1,4.468s;20.71s;-1,13848051;490969022;-1
579,0.01s;-1,3.702s;-1,13196456;-1
580,0.01s;0.373s;0.588s;0.831s;-1,4.086s;12.261s;17.411s;24.57s;-1,12996517;323804607;485969057;648148627;-1
581,0.01s;-1,4.529s;-1,14494111;-1
582,0.01s;-1,4.104s;-1,13243360;-1
584,0.011s;1.224s;4.383s,3.962s;13.971s;19.227s,13818753;343511968;515533531
585,0.01s;-1,4.075s;-1,13239622;-1
586,0.012s;1.476s;-1,5.09s;22.099s;-1,14759906;631388253;-1
587,0.01s;0.473s;0.861s;-1,4.526s;16.219s;25.909s;-1,15013230;382445522;581719804;-1
588,0.01s;0.366s;2.705s;4.459s;-1,3.79s;13.09s;18.133s;22.773s;-1,13265794;328624067;493165756;657714913;-1
589,0.01s;0.725s;1.349s;-1,4.073s;16.913s;24.275s;-1,13814361;395502362;622092282;-1
590,0.01s;0.721s;1.632s;-1,4.348s;16.537s;26.393s;-1,13890941;419038753;671645235;-1
591,0.01s;0.391s;0.635s;0.893s;-1,4.446s;14.25s;20.658s;23.001s;-1,13640720;338798036;508490047;678280350;-1
592,0.011s;0.844s;1.451s;-1,4.187s;17.502s;22.992s;-1,13747973;444335778;695095119;-1
593,0.01s;0.385s;0.771s;0.899s;-1,3.962s;12.546s;17.925s;24.86s;-1,13882942;343832082;516000432;688168782;-1
594,0.011s;0.413s;0.704s;0.971s;-1,4.563s;14.428s;20.927s;27.549s;-1,14828406;367846452;552026425;736206398;-1
595,0.01s;1.834s,4.211s;13.625s,14391977;357229363
596,0.01s;2.157s;-1,4.406s;22.516s;-1,14872944;765293519;-1
597,0.009s;-1,3.514s;-1,12913236;-1
598,0.01s;0.372s;0.593s;0.853s;1.138s;-1,3.462s;11.446s;15.818s;21.446s;27.312s;-1,12845213;324762586;487408647;650056449;812706832;-1
599,0.011s;0.702s;1.356s;-1,3.931s;15.255s;21.63s;-1,14003412;395956089;623094110;-1
600,0.01s;0.507s;1.019s;1.474s;-1,3.623s;13.819s;19.392s;27.012s;-1,13112840;351926963;544043089;736159843;-1
601,0.011s;0.382s;0.628s;0.886s;-1,3.871s;12.708s;18.38s;25.748s;-1,13677482;340054025;510347676;680656447;-1
602,0.01s;0.44s;0.831s;-1,3.99s;14.193s;22.005s;-1,4838912;359128902;546302930;-1
603,0.011s;-1,3.854s;-1,13264252;-1
604,0.011s;1.113s;2.148s;-1,4.581s;18.276s;26.567s;-1,14249729;460450647;751967651;-1
605,0.011s;0.418s;0.751s;1.162s;-1,4.03s;13.926s;19.806s;25.669s;-1,13140978;337097800;512808188;688518576;-1
606,0.01s;-1,3.835s;-1,13361251;-1
607,0.01s;2.364s;-1,4.149s;22.137s;-1,14309505;801997279;-1
608,0.01s;0.657s;1.262s;-1,3.801s;14.911s;21.588s;-1,12949958;366567760;576998517;-1
609,0.011s;0.399s;0.671s;0.913s;-1,4.018s;12.692s;19.311s;24.458s;-1,13936061;347211462;521085808;694960253;-1
610,0.01s;0.564s;1.122s;-1,4.249s;16.913s;24.668s;-1,14342269;382919378;592018172;-1
611,0.011s;0.45s;0.788s;1.197s;-1,3.813s;15.188s;21.879s;26.167s;-1,13560414;348786977;530560461;712333945;-1
612,0.01s;1.716s;3.638s;-1,4.143s;16.436s;22.583s;-1,14445630;405817003;638853205;-1
613,0.011s;1.316s;-1,4.101s;19.103s;-1,14195504;498070672;-1
614,0.011s;0.428s;0.765s;-1,4.066s;13.979s;20.954s;-1,13339985;342228132;520599717;-1
615,0.01s;0.574s;1.157s;-1,4.039s;15.404s;21.907s;-1,13654463;397572261;613168664;-1
616,0.011s;0.44s;0.798s;-1,3.994s;14.202s;21.172s;-1,13634692;349235858;531261595;-1
617,0.011s;0.742s;1.421s;-1,4.51s;17.476s;25.265s;-1,14659914;411130565;647226061;-1
618,0.01s;0.69s;1.377s;-1,4.262s;16.148s;25.069s;-1,13641174;384489301;605251121;-1
619,0.01s;-1,3.91s;-1,13339800;-1
620,0.011s;1.881s;-1,4.051s;20.965s;-1,13849790;341917539;-1
621,0.01s;0.415s;0.746s;1.141s;-1,3.972s;13.867s;21.013s;26.658s;-1,13044341;334466217;508810926;683156260;-1
622,0.01s;-1,4.553s;-1,13939397;-1
623,0.011s;0.376s;0.62s;0.873s;-1,3.906s;16.535s;18.35s;25.476s;-1,13534782;336121035;504452866;672784697;-1
624,0.01s;-1,4.261s;-1,14138627;-1
625,0.012s;0.423s;0.736s;1.151s;-1,3.605s;13.38s;19.446s;26.346s;-1,12947337;332046140;505132567;678218994;-1
626,0.01s;1.734s;3.269s;-1,4.309s;17.242s;23.092s;-1,14140200;398574558;627381189;-1
627,0.01s;3.208s;-1,4.298s;25.11s;-1,14633823;982439752;-1
628,0.01s;0.402s;0.663s;0.926s;-1,4.157s;12.722s;18.901s;25.084s;-1,14340298;355620706;533702639;711784572;-1
629,0.01s;-1,3.996s;-1,13141714;-1
630,0.011s;0.534s;2.937s;-1,4.077s;17.776s;23.529s;-1,13736862;367396819;568029960;-1
631,0.01s;0.434s;0.747s;1.173s;-1,3.693s;15.066s;18.931s;26.988s;-1,13023077;339182329;515901671;692621634;-1
632,0.01s;0.431s;0.766s;1.162s;-1,4.056s;14.07s;21.574s;26.243s;-1,13340209;341924253;520144988;698365723;-1
633,0.011s;1.253s;-1,4.141s;18.166s;-1,14459989;569340807;-1
634,0.01s;0.435s;2.722s;-1,3.965s;13.854s;20.289s;-1,13663088;353842050;538194569;-1
635,0.01s;0.437s;0.785s;1.199s;-1,3.881s;13.767s;19.599s;26.602s;-1,13560550;348786443;530559468;712332493;-1
636,0.01s;0.476s;0.901s;-1,4.454s;15.593s;22.768s;-1,14870173;379653566;577490721;-1
637,0.01s;0.58s;1.28s;-1,3.723s;14.393s;21.227s;-1,13220822;380810846;598923384;-1
638,0.01s;0.935s;1.698s;-1,3.832s;15.678s;25.494s;-1,4601730;475679317;755442595;-1
639,0.011s;-1,4.811s;-1,14776913;-1
640,0.01s;-1,4.022s;-1,13837735;-1
641,0.01s;1.678s;4.908s;-1,4.695s;17.113s;23.811s;-1,14318196;379856504;587352324;-1
642,0.011s;-1,4.715s;-1,14229907;-1
643,0.011s;-1,4.238s;-1,13824730;-1
