index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
-30,0.081502;0.134054;0.147315;0.200492;0.231059;0.255371;0.283176;0.314913;0.342554;0.371182;0.403389;0.432872;0.467123;0.495411;0.529892;0.551456;0.581434;0.628679;0.649342;0.691699;0.722164;0.752897;0.794882;0.848242;0.887988;0.912977;0.971754;1.000588;1.047958;1.097445,0.002269;0.002783;0.008485;0.016708;0.020141;0.023767;0.024761;0.027747;0.031712;0.032778;0.036341;0.038837;0.041956;0.047303;0.053238;0.050671;0.056143;0.061913;0.065977;0.071737;0.075494;0.080791;0.091178;0.099833;0.104576;0.110197;0.124641;0.139569;0.148926;0.154593,461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461;461,0;7185;22422;38887;68700;100288;132027;163974;196218;228866;262044;295898;330595;366324;403297;441750;481944;524166;568730;615978;666281;720040;777687;839686;906534;978762;1056936;1141658;1233567;1333340,0;6438;9556;12952;16788;20658;24531;28407;32286;36168;40053;43941;47832;51726;55623;59523;63426;67332;71241;75153;79068;82986;86907;90831;94758;98688;102621;106557;110496;114438,1;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15,92;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78,93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93,337295;1087869;1929834;3350486;4846844;6347386;7856309;9377808;10916072;12479510;14072242;15702737;17375183;19102190;20887947;22749272;24690357;26728019;28874868;31147722;33554992;36121909;38861092;41789382;44932004;48305808;51936033;55847936;60062573;64609406
-31,0.076891;0.077764;0.082848;0.09703;0.108333;0.118969;0.130274;0.141183;0.150168;0.16179,0.00214;0.001307;0.003705;0.005392;0.010496;0.0119;0.015739;0.02108;0.02422;0.03041,446;446;446;446;446;446;446;446;446;446,0;7129;13287;19740;28697;37794;46985;56296;65772;75426,0;5922;7044;8314;9748;11191;12636;14083;15532;16983,1;19;19;19;19;19;19;19;19;19,48;30;30;30;30;30;30;30;30;30,49;49;49;49;49;49;49;49;49;49,324524;618194;924487;1323367;1730673;2166814;2607026;3055641;3512649;3982252
-32,0.064994;0.049976;0.05163;0.0533;0.05474,0.001177;0.000352;0.000402;0.000437;0.013677,430;430;430;430;430,0;5396;5608;5883;6182,0;5318;5546;5789;6060,1;25;25;25;25,24;0;0;0;0,25;25;25;25;25,240014;252739;269684;282417;299364
-33,0.068415;0.055629;0.056026;0.060367;0.062986;0.068084;0.073289;0.077043;0.080429;0.08463;0.089672;0.091919;0.095821;0.099176;0.104596;0.108751;0.111438;0.116859;0.119498;0.123161;0.128146;0.132056;0.134902;0.140818;0.143741;0.151154;0.150775;0.156158;0.159971;0.166038,0.001243;0.00046;0.000748;0.000911;0.001081;0.001394;0.001308;0.001534;0.001507;0.001585;0.001673;0.001934;0.002115;0.002114;0.002321;0.002524;0.002587;0.002554;0.002598;0.002871;0.002762;0.0032;0.00329;0.003392;0.003262;0.003357;0.003462;0.00389;0.003771;0.004059,437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437,0;5589;6307;7148;8374;9880;11388;12896;14404;15912;17420;18928;20436;21944;23452;24960;26468;27976;29484;30992;32500;34008;35516;37024;38532;40040;41548;43056;44564;46072,0;5399;5848;6359;6930;7518;8106;8694;9282;9870;10458;11046;11634;12222;12810;13398;13986;14574;15162;15750;16338;16926;17514;18102;18690;19278;19866;20454;21042;21630,1;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15,30;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31,248532;282314;324526;379389;442711;506034;569357;632680;691792;755114;818430;885945;949168;1020766;1088160;1155554;1222947;1290340;1357733;1429331;1496725;1564119;1631512;1698905;1770503;1837897;1905291;1972684;2040077;2107470
-34,0.078406;0.120876;0.132079;0.165545;0.191448;0.210439;0.225684;0.246272;0.268966;0.307349;0.304363;0.333661;0.346461;0.365358;0.385686;0.420532;0.429935;0.459552;0.477371;0.487147;0.511903;0.537649;0.550058;0.575881;0.59859;0.624479;0.643246;0.670075;0.686165;0.717757,0.002275;0.002453;0.007837;0.016162;0.016444;0.019748;0.020965;0.02353;0.024944;0.027061;0.030422;0.031666;0.033917;0.035637;0.039296;0.039132;0.042703;0.044688;0.046786;0.049319;0.055557;0.053934;0.054554;0.060818;0.060898;0.062968;0.068186;0.074411;0.071022;0.07625,451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451,0;6973;23480;40659;65941;92220;118549;144938;171408;197983;224690;251559;278623;305918;333483;361360;389594;418233;447328;476933;507105;537904;569393;601638;634708;668675;703614;739603;776723;815058,0;6159;8250;10581;13257;15962;18668;21375;24083;26792;29502;32213;34925;37638;40352;43067;45783;48500;51218;53937;56657;59378;62100;64823;67547;70272;72998;75725;78453;81182,1;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17,64;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65,328716;1137168;1975042;3202183;4483624;5760860;7046502;8332147;9621990;10920242;12222650;13533461;14856874;16188694;17533119;18890149;20268188;21658830;23074682;24507340;25969408;27456687;28977578;30527875;32115990;33741915;35409855;37124010;38884381;40699368
-35,0.064996;0.055249;0.055516;0.065076;0.06558;0.071394;0.074465;0.079303;0.083845;0.089503;0.097208;0.102406;0.10672;0.110988;0.116046;0.123098;0.126727;0.136916;0.141198;0.145222;0.15174;0.16786;0.165993;0.173724;0.180061;0.188462;0.202209;0.207396;0.213737;0.229418,0.001193;0.000497;0.000855;0.001226;0.001348;0.001425;0.001621;0.001781;0.002002;0.002593;0.002761;0.003284;0.003501;0.003613;0.004292;0.005501;0.005415;0.00661;0.006727;0.007976;0.008941;0.010459;0.010729;0.012851;0.013169;0.015251;0.016864;0.020539;0.022288;0.02423,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433,0;5647;6445;7374;8751;10403;12114;13905;15804;17843;20058;22489;25180;28179;31538;35313;39564;44355;49754;55833;62668;70339;78930;88529;99228;111123;124314;138905;155004;172723,0;5351;5846;6411;7047;7698;8350;9003;9657;10312;10968;11625;12283;12942;13602;14263;14925;15588;16252;16917;17583;18250;18918;19587;20257;20928;21600;22273;22947;23622,1;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14,34;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21,35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35,248535;286509;332916;396171;463665;539575;615475;695572;784073;876764;982046;1099794;1234286;1385550;1553579;1742569;1952510;2191799;2460427;2762587;3102471;3484269;3907969;4381965;4906247;5489202;6135022;6847887;7627799;8491533
-36,0.086002;0.126865;0.136577;0.16295;0.18783;0.208932;0.232865;0.259751;0.280933;0.307629;0.330127;0.358673;0.381102;0.402782;0.440825;0.467251;0.48287;0.516534;0.544535;0.569128;0.5932;0.627111;0.655655;0.688993;0.719297;0.749479;0.785838;0.819716;0.850825;0.886604,0.003269;0.002056;0.004031;0.009836;0.012685;0.014783;0.018226;0.022251;0.022093;0.023887;0.028982;0.030657;0.030637;0.036728;0.036147;0.038615;0.040682;0.043248;0.049283;0.049725;0.053344;0.058718;0.060661;0.068891;0.071557;0.07555;0.081434;0.089517;0.099279;0.10333,445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445,0;8371;26234;44948;67320;94649;122152;150924;179875;209058;238550;268442;298840;329866;361659;394376;428193;463306;499932;538310;578702;621394;666697;714948;766511;821778;881170;945138;1014164;1088762,0;6850;9110;11507;14228;17289;20379;23531;26686;29844;33005;36169;39336;42506;45679;48855;52034;55216;58401;61589;64780;67974;71171;74371;77574;80780;83989;87201;90416;93634,22;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62,64;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24,86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86,392248;1087937;1866565;2787981;3882455;4976938;6117834;7267164;8420719;9586929;10769952;11965656;13186674;14433032;15708956;17022889;18379066;19781738;21247754;22772980;24378463;26064290;27847323;29736054;31743170;33881371;36167554;38614439;41238944;44053810
-37,0.092403;0.198139;0.211673;0.261734;0.303608;0.337671;0.367691;0.398382;0.431224;0.46638;0.494201;0.533234;0.563311;0.597098;0.637161;0.665213;0.704977;0.742487;0.766729;0.811411;0.852092;0.895844;0.920371;0.968508;1.004445;1.048706;1.091781;1.135832;1.172879;1.22518,0.003828;0.00509;0.013116;0.030536;0.038014;0.041811;0.049301;0.055063;0.054105;0.063061;0.062357;0.07426;0.07073;0.078888;0.07882;0.08496;0.089931;0.102213;0.100865;0.109095;0.112446;0.119158;0.123653;0.142597;0.139651;0.149872;0.157517;0.165092;0.173165;0.189654,458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458,0;9138;48071;88247;140707;199498;258435;317515;376794;436340;496234;556571;617461;679030;741421;804795;869332;935232;1002716;1072027;1143431;1217218;1293703;1373227;1456158;1542892;1633854;1729499;1830313;1936814,0;7050;10365;13969;18034;22273;26515;30760;35008;39259;43513;47770;52030;56293;60559;64828;69100;73375;77653;81934;86218;90505;94795;99088;103384;107683;111985;116290;120598;124909,1;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33,97;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65,98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98,434279;2167331;4065530;6484050;9142505;11809365;14476209;17155652;19847696;22548142;25273737;28020340;30787990;33593487;36432657;39313914;42249895;45240629;48298746;51432689;54655093;57970237;61394949;64937716;68615385;72440639;76430352;80601406;84962349;89542607
-38,0.073107;0.091256;0.094968;0.109685;0.126822,0.001377;0.001166;0.00204;0.006523;0.024682,443;443;443;443;443,0;6146;16501;27224;40279,0;5937;7240;8661;10358,28;35;35;35;35,26;19;19;19;19,54;54;54;54;54,278297;658376;1055349;1532492;2131233
-39,0.09832;0.307573;0.321218;0.395085;0.447032;0.485729;0.535349;0.577409;0.620692;0.66491;0.723663;0.752412;0.798913;0.840731;0.880516;0.924044,0.004721;0.007808;0.017743;0.048137;0.062795;0.074147;0.119999;0.095803;0.250026;0.155244;0.270224;0.237842;0.178632;0.250474;0.615199;0.38059,451;451;451;451;451;451;451;451;451;451;451;451;451;451;451;451,0;9863;89230;170220;270266;381201;492320;607659;723125;838735;954529;1070519;1186782;1303354;1420303;1537668,0;7475;11200;15226;19940;25046;30185;35421;40659;45899;51141;56384;61629;66876;72125;77376,31;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51,74;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54,105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105,468238;3749760;7287017;11601207;16311553;21021904;25883951;30754412;35629082;40512165;45403573;50307598;55224243;60153518;65095429;70058373
-40,0.063041;0.049667;0.051818;0.051554;0.053836,0.001042;0.000309;0.000346;0.00052;0.013546,425;425;425;425;425,0;5250;5491;5792;6114,0;5244;5490;5747;6024,10;25;25;25;25,15;0;0;0;0,25;25;25;25;25,235774;248501;261251;278205;295175
-41,0.079315;0.10121;0.105731;0.1249;0.139022;0.153721;0.170202;0.190738;0.20396;0.219941;0.235947;0.249615;0.277092;0.284439;0.300557;0.315898;0.336375;0.349006;0.371995;0.391385;0.406014;0.431509;0.449311;0.479945;0.499247;0.518328;0.541237;0.565085;0.588868;0.615233,0.002418;0.001895;0.003959;0.007735;0.009519;0.01078;0.011976;0.01469;0.014075;0.019366;0.017031;0.01933;0.021566;0.023151;0.02407;0.025509;0.029968;0.030072;0.032835;0.035408;0.037418;0.04357;0.043842;0.046823;0.049936;0.060149;0.058841;0.064192;0.073372;0.075498,437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437,0;7385;19745;32556;48626;66085;83603;101776;120031;138409;156969;175783;194937;214532;234685;255530;277219;299923;323833;349161;376141;405030;436109;469684;506087;545677;588841;635995;687585;744088,0;6100;7600;9239;11166;13190;15232;17315;19403;21494;23588;25685;27785;29888;31994;34103;36215;38330;40448;42569;44693;46820;48950;51083;53219;55358;57500;59645;61793;63944,16;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34,48;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30,64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64,333139;866854;1421662;2102671;2866953;3639440;4437220;5235013;6041240;6851706;7670594;8497957;9342224;10203419;11089975;11997727;12939317;13918991;14940997;16018000;17150055;18354035;19634213;20999081;22465513;24042014;25737102;27571868;29559038;31711348
-42,0.063578;0.050173;0.050432;0.051143,0.001033;0.000336;0.000357;0.012902,429;429;429;429,0;5266;5563;5919,0;5263;5525;5798,10;24;24;24,14;0;0;0,24;24;24;24,235795;248537;269719;286689
-43,0.075214;0.082383;0.090488;0.109335;0.124208;0.138797;0.154247;0.167063;0.180382;0.195479;0.213811;0.227814;0.238579;0.254308;0.275036;0.288881;0.300049;0.353223;0.342484;0.364915;0.407923;0.402468;0.457557;0.438481;0.501404;0.547531;0.496605;0.522299;0.57693;0.572985,0.001735;0.001424;0.003202;0.006093;0.006768;0.007882;0.008698;0.009237;0.00977;0.011204;0.012293;0.012149;0.0138;0.016519;0.015613;0.017728;0.020206;0.021897;0.022942;0.024424;0.026796;0.031314;0.038985;0.035235;0.048726;0.044475;0.048617;0.050916;0.055101;0.065018,452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452,0;6620;12738;19307;29875;41227;52622;64081;75640;87345;99253;111433;123967;136951;150496;164729;179794;195853;213087;231697;251905;273955;298114;324673;353948;386281;422041;461625;505459;553999,0;5924;7434;9099;10982;12915;14851;16790;18732;20677;22625;24576;26530;28487;30447;32410;34376;36345;38317;40292;42270;44251;46235;48222;50212;52205;54201;56200;58202;60207,1;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34,63;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30,64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64,303468;580928;883685;1325483;1825607;2329713;2838038;3350589;3867369;4388400;4922067;5464224;6019089;6595097;7192273;7810671;8462918;9149069;9877573;10652690;11487086;12385024;13350814;14401301;15544988;16786205;18146019;19632960;21259759;23043335
-44,0.098298;0.207319;0.215953;0.278665;0.401763;0.375555;0.38893;0.400796;0.429317;0.462374;0.493437;0.538742,0.005534;0.007254;0.033323;0.057089;0.086544;0.220155;0.259979;0.709483;0.288227;0.285247;1.110947;0.772413,441;441;441;441;441;441;441;441;441;441;441;441,0;9666;48635;88948;145519;202367;259301;316363;373594;430998;488664;546641,0;6763;9909;13398;17327;21257;25189;29123;33059;36997;40937;44879,1;11;11;11;11;11;11;11;11;11;11;11,88;78;78;78;78;78;78;78;78;78;78;78,89;89;89;89;89;89;89;89;89;89;89;89,446907;2404966;4532331;7380783;10237648;13098712;15963969;18837627;21719679;24610116;27517286;30441241
-45,0.073343;0.071071;0.076613;0.090845;0.096829;0.107332;0.118473;0.129482;0.154589;0.160967;0.168098,0.001544;0.000831;0.001838;0.003082;0.004822;0.006157;0.009752;0.01221;0.016627;0.025129;0.032015,436;436;436;436;436;436;436;436;436;436;436,0;6029;8804;12047;17277;22632;28089;34286;40628;47158;53923,0;5785;6872;8087;9440;10812;12200;13627;15056;16487;17920,16;27;27;27;27;27;27;27;27;27;27,44;33;33;33;33;33;33;33;33;33;33,60;60;60;60;60;60;60;60;60;60;60,273942;404506;556155;779385;1006838;1246625;1519946;1801668;2087585;2386103;2697198
-46,0.072924;0.063483;0.067452;0.076561;0.08384;0.090372;0.097659;0.10459;0.11303;0.1243;0.132808;0.135335;0.142199;0.14911;0.159289;0.164807;0.175914;0.182892;0.19171;0.200404;0.220105;0.217999;0.229603;0.236712;0.24651;0.258766;0.270939;0.279058;0.290535;0.301738,0.001474;0.000668;0.001304;0.002081;0.002491;0.002847;0.003096;0.003193;0.003698;0.004192;0.004695;0.00504;0.005343;0.006048;0.006328;0.007058;0.007746;0.008924;0.009638;0.011214;0.012005;0.012317;0.01359;0.01482;0.017668;0.018424;0.020823;0.023092;0.026956;0.028628,453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453,0;6036;7522;9362;12598;15914;19286;22738;26298;29998;33874;37966;42318;46978;51998;57434;63346;69798;76858;84598;93094;102426;112678;123938;136298;149854;164706;180958;198718;218098,0;5684;6460;7363;8363;9363;10364;11366;12369;13373;14378;15384;16391;17399;18408;19418;20429;21441;22454;23468;24483;25499;26516;27534;28553;29573;30594;31616;32639;33663,1;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,50;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39,51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51,269776;345546;433933;581192;728454;879921;1031373;1199445;1371625;1556398;1745330;1951042;2169324;2404375;2656184;2928947;3222654;3549905;3902283;4288187;4716007;5181530;5693149;6250852;6863031;7533873;8267568;9068303;9940266;10891844
-47,0.071505;0.04846;0.049232;0.049218,0.001008;0.000287;0.000277;0.012938,438;438;438;438,0;5241;5329;5439,0;5238;5342;5452,1;15;15;15,14;0;0;0,15;15;15;15,231556;235811;244289;248541
-48,0.08786;0.204873;0.224739;0.259912;0.31291;0.346934;0.382742,0.003289;0.004871;0.009378;0.029335;0.047936;0.078876;0.107693,438;438;438;438;438;438;438,0;8550;51436;95569;149460;214722;280062,0;6634;9983;13582;17585;21877;26171,1;35;35;35;35;35;35,89;55;55;55;55;55;55,90;90;90;90;90;90;90,404678;2141613;4060313;6377837;9112480;11847119;14585961
-49,0.103656;0.353796;0.375516;0.501081;0.551393;0.586889;0.648368;0.680407;0.735453;0.795616;0.834816;0.894263;0.9309;0.991208;1.045344;1.086181;1.148558;1.189497;1.26516;1.329874;1.373969;1.454675;1.492491;1.58533;1.624078;1.693396;1.760489;1.822911;1.898001;1.988848,0.005677;0.01253;0.058894;0.094618;0.106076;0.111426;0.129118;0.140825;0.145036;0.154751;0.162975;0.180319;0.187916;0.199017;0.209305;0.237261;0.24843;0.252115;0.262597;0.280025;0.307305;0.304881;0.321217;0.337589;0.369682;0.382569;0.404496;0.443804;0.441771;0.466009,450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450,0;10937;94390;180032;300205;423293;546634;670337;794546;919429;1045178;1172009;1300162;1429901;1561514;1695313;1831634;1970837;2113306;2259449;2409698;2564509;2724362;2889761;3061234;3239333;3424634;3617737;3819266;4029869,0;7592;12141;17112;22790;28510;34233;39959;45688;51420;57155;62893;68634;74378;80125;85875;91628;97384;103143;108905;114670;120438;126209;131983;137760;143540;149323;155109;160898;166690,1;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14,128;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115,129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129;129,522869;4730169;9209997;15219847;21347393;27487481;33644278;39826150;46045669;52302764;58622512;65004927;71470966;78028941;84695585;91487612;98425938;105527264;112812494;120302523;128018247;135988903;144595933;153581809;162910102;172618399;182731731;193291863;204323817;215869351
-50,0.087408;0.11472;0.127655;0.168027;0.188807;0.209805;0.229673;0.262655;0.27063;0.293547;0.313832;0.339623;0.354635;0.377342;0.405981;0.413757;0.439141;0.464217;0.490411;0.508073;0.525604;0.541551;0.562206;0.584621;0.602746;0.633077;0.642286;0.67362;0.69565;0.707612,0.003243;0.002644;0.008584;0.016985;0.016426;0.018587;0.019885;0.021093;0.022446;0.030743;0.027672;0.029166;0.032735;0.032959;0.035113;0.035537;0.038422;0.054088;0.041077;0.04299;0.044185;0.045521;0.048827;0.052288;0.051702;0.055279;0.054093;0.054994;0.058774;0.059498,449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449,0;8634;20784;34221;57167;80276;103385;126494;149603;172712;195821;218930;242039;265148;288257;311366;334475;357584;380693;403802;426911;450020;473129;496238;519347;542456;565565;588674;611783;634892,0;6500;8877;11542;14484;17425;20366;23307;26248;29189;32130;35071;38012;40953;43894;46835;49776;52717;55658;58599;61540;64481;67422;70363;73304;76245;79186;82127;85068;88009,1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,84;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78,85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85;85,396379;1004009;1670423;2772323;3903215;5029901;6160797;7287481;8414170;9545063;10675910;11802549;12933392;14064236;15195082;16325928;17452568;18583412;19714254;20845100;21975946;23106792;24233431;25364274;26495118;27625964;28756810;29887655;31014294;32145136
