index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
-333,0.132765;0.108317;0.106031;0.109125;0.105623,0.001359;0.000479;0.000359;0.000599;0.024151,423;423;423;423;423,0;5160;5239;5333;5432,0;5154;5242;5335;5438,1;13;13;13;13,12;0;0;0;0,13;13;13;13;13,227268;231519;240000;244247;248501
-334,0.195551;0.473368;0.512814;0.680283;0.865352;0.884564;1.023408;1.109925;1.190225;1.247689;1.281378;1.557087,0.004295;0.011074;0.03996;0.100994;0.09015;0.144733;0.553719;0.985902;1.506032;1.869829;5.001092;3.254438,456;456;456;456;456;456;456;456;456;456;456;456,0;9033;56651;105978;180136;256929;334144;413927;494463;575785;658282;742203,0;7273;11829;16747;22458;28301;34160;40116;46074;52034;57996;63960,16;25;25;25;25;25;25;25;25;25;25;25,92;83;83;83;83;83;83;83;83;83;83;83,108;108;108;108;108;108;108;108;108;108;108;108,430299;2639831;5031376;8484345;12038264;15613112;19293004;23006339;26757313;30566836;34447350;38419888
-335,0.163145;0.320894;0.381788;0.45886;0.517563;0.533165;0.573087;0.620368;0.668499;0.753206;0.808755,0.005928;0.00838;0.020726;0.042418;0.070329;0.090607;0.070923;0.15969;0.093508;0.152108;0.263358,455;455;455;455;455;455;455;455;455;455;455,0;9080;45143;82071;128167;179178;229417;280215;331779;384277;438038,0;6750;9756;12988;16590;20387;23990;27595;31202;34811;38422,1;34;34;34;34;61;61;61;61;61;61,87;54;54;54;54;27;27;27;27;27;27,88;88;88;88;88;88;88;88;88;88;88,425799;2008156;3734970;5839636;8125434;9980341;11860402;13773996;15725306;17735313;19816526
-336,0.136567;0.161712;0.163973;0.18338;0.214442;0.245096,0.001686;0.001136;0.001687;0.004216;0.007296;0.038238,450;450;450;450;450;450,0;6044;13864;22081;30502;43174,0;6033;7245;8504;9927;11612,46;60;60;60;60;60,14;0;0;0;0;0,60;60;60;60;60;60,274208;516682;771958;1027219;1430325;1845775
-337,0.184259;0.467134;0.497908;0.848576;0.982469;0.749527;0.893985;0.923308;1.075554;1.126182,0.011732;0.01581;0.077935;0.228176;0.254678;0.584087;0.347795;1.585421;2.63393;0.26372,436;436;436;436;436;436;436;436;436;436,0;13539;75804;139475;219147;302337;385807;469604;553883;638780,0;7397;11038;15061;19525;24052;28581;33112;37645;42180,1;11;11;11;11;11;11;11;11;11,98;88;88;88;88;88;88;88;88;88,99;99;99;99;99;99;99;99;99;99,615493;3748172;7128094;11220506;15472257;19736594;24013507;28315591;32638617;36995197
-338,0.173951;0.321771;0.3289;0.42747;0.481164;0.545609;0.597549;0.651567;0.690008;0.740761;0.813052;0.83719;0.892847;0.981353;1.033757;1.12655;1.179526;1.188596;1.27323;1.329274;1.375224;1.534516;1.624587;1.695938;1.893515;1.871499;1.848471;2.02673;1.986618;2.038615,0.004794;0.005598;0.012038;0.029178;0.037064;0.041224;0.045612;0.047922;0.051227;0.052814;0.058355;0.063026;0.073047;0.071632;0.073341;0.078531;0.080355;0.08329;0.08917;0.092863;0.097391;0.111029;0.114842;0.122153;0.125987;0.127478;0.132752;0.13971;0.163944;0.158638,452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452;452,0;8311;41210;75025;117860;168656;219567;270586;321755;373122;424741;476672;528981;581740;635027;688926;743527;798926;855225;912532;970961;1030632;1091671;1154210;1218387;1284346;1352237;1422216;1494445;1569092,0;6524;9280;12220;15572;19202;22833;26465;30098;33732;37367;41003;44640;48278;51917;55557;59198;62840;66483;70127;73772;77418;81065;84713;88362;92012;95663;99315;102968;106622,1;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43,90;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91,387870;1602507;2949339;4657459;6648188;8643126;10642269;12645613;14661567;16681712;18718609;20772313;22842822;24934340;27051069;29193002;31368551;33581918;35833094;38130488;40474095;42876529;45333574;47862052;50457746;53133268;55888619;58736398;61676604;64726052
-339,0.186664;0.320837;0.36793;0.486593;0.533521;0.627033;0.715665;0.819753,0.00606;0.009713;0.03408;0.057619;0.083578;0.157888;0.311855;0.492179,457;457;457;457;457;457;457;457,0;9179;41670;75494;124056;174495;225182;276211,0;6968;10415;14218;18505;22823;27141;31459,1;7;7;7;7;7;7;7,86;80;80;80;80;80;80;80,87;87;87;87;87;87;87;87,434246;2066505;3855872;6307336;8838448;11386312;13950896;16536362
-340,0.230124;0.402971;0.451065;0.552964;0.750357;0.816153;0.667395;0.714712;0.855428;0.910893;0.99603;1.131181,0.016632;0.012992;0.04795;0.079426;0.169629;0.225335;0.64151;0.942287;2.302305;3.01087;4.189622;3.939017,437;437;437;437;437;437;437;437;437;437;437;437,0;17154;58828;101940;157831;214203;270840;328127;386155;445128;505504;567643,0;7683;10888;14431;18367;22304;26190;30078;33968;37860;41754;45650,1;7;7;7;7;19;19;19;19;19;19;19,97;91;91;91;91;79;79;79;79;79;79;79,98;98;98;98;98;98;98;98;98;98;98;98,758863;2850716;5132579;7988436;10869483;13586842;16337656;19126105;21960536;24866039;27859267;30961199
-341,0.131805;0.131345;0.151777;0.154363;0.17537;0.186414;0.224488;0.240259;0.259303;0.267934;0.28153,0.001842;0.000998;0.002038;0.003833;0.005446;0.005564;0.006966;0.008176;0.01044;0.018406;0.043027,435;435;435;435;435;435;435;435;435;435;435,0;5560;7932;10512;14565;19358;24221;29469;34783;40174;45639,0;5535;6451;7460;8605;9827;11089;12389;13691;14995;16301,13;29;29;29;29;29;29;29;29;29;29,31;15;15;15;15;15;15;15;15;15;15,44;44;44;44;44;44;44;44;44;44;44,252716;354112;468168;628670;814573;1000484;1211407;1426426;1645665;1869117;2096769
-342,0.125264;0.113678;0.11578;0.128527;0.123997;0.140545;0.146026;0.154791;0.164049;0.17545;0.183497;0.21985;0.236625;0.250384;0.267961;0.267808;0.288474;0.302223;0.30391;0.320663;0.343825;0.366609;0.387241;0.40742;0.414451;0.455546;0.450633;0.490702;0.504806;0.516569,0.002063;0.000756;0.001453;0.001761;0.002124;0.002465;0.002614;0.002973;0.003121;0.003641;0.003571;0.004064;0.005035;0.005514;0.006186;0.006785;0.008623;0.009006;0.010922;0.011337;0.013508;0.017148;0.01938;0.023447;0.025183;0.029916;0.03155;0.037053;0.046488;0.04954,444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444,0;6077;7197;8590;10171;11765;13576;15447;17411;19513;21809;24367;27268;30607;34494;39055;44433;50789;58303;67175;77626;89899;104260;120999;140431;162897;188765;218431;252320;290887,0;5554;5954;6416;6915;7431;7968;8508;9051;9597;10146;10698;11253;11811;12372;12936;13503;14073;14646;15222;15801;16383;16968;17556;18147;18741;19338;19938;20541;21147,1;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35,273858;312107;363063;418279;473495;532981;596689;664628;732602;809042;893954;987374;1097617;1224752;1373066;1546804;1750209;1987529;2263028;2589347;2966577;3407372;3916031;4505225;5187636;5967595;6861988;7879350;9036590;10346451
-343,0.151268;0.201385;0.209707;0.21624;0.253554;0.311022;0.349806;0.380246;0.424433;0.48209;0.538945;0.576007;0.629687;0.57004;0.622297;0.664887;0.726851;0.865286;0.89918;0.953444;1.025624;1.044007;1.030954;1.071285;1.07341;1.049352;1.243853;1.226822;1.21978;1.239983,0.002086;0.00177;0.002034;0.006474;0.01187;0.013102;0.012684;0.014736;0.015942;0.01516;0.017622;0.020183;0.019133;0.019874;0.021954;0.024852;0.024553;0.025884;0.027193;0.028293;0.030266;0.033957;0.034291;0.034115;0.035957;0.037572;0.038282;0.038776;0.045791;0.042295,435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435,0;6392;17985;30065;42512;61916;81514;101134;120784;140473;160211;180009;199879;219834;239888;260056;280354;300799;321409;342203;363201;384424;405894;427634;449668;472021;494719;517789;541259;565158,0;6115;7715;9369;11228;13578;15929;18282;20637;22994;25353;27714;30077;32442;34809;37178;39549;41922;44297;46674;49053;51434;53817;56202;58589;60978;63369;65762;68157;70554,34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,291073;644220;1018646;1421678;2044935;2672327;3303927;3935533;4571351;5207169;5842955;6487158;7131370;7779797;8432440;9085108;9750397;10415715;11089458;11771632;12458041;13157090;13864574;14580510;15309087;16046124;16800015;17566565;18349969;19146057
-344,0.188822;0.420884;0.488095;0.615194;0.686747;0.72508;0.768592;0.892503;0.912382,0.006988;0.012684;0.059617;0.109334;0.130757;0.251205;0.399165;0.826511;0.95402,463;463;463;463;463;463;463;463;463,0;10292;59405;109966;179530;249442;319440;389561;459839,0;6986;10360;14090;18330;22572;26816;31062;35310,1;11;11;11;11;11;11;11;11,90;80;80;80;80;80;80;80;80,91;91;91;91;91;91;91;91;91,476497;2944540;5623053;9135861;12665490;16199318;19737340;23283762;26834365
-345,0.143028;0.173442;0.165468;0.201978;0.23304;0.248997;0.28686;0.308003;0.323672;0.341513;0.381728;0.409835;0.419848;0.451134;0.480904;0.469524;0.494699;0.532766;0.547148;0.565263;0.583616;0.619297;0.637997;0.701216;0.781206;0.780716;0.828818;0.842802;0.859926;0.895554,0.002779;0.002173;0.004994;0.007167;0.009124;0.008755;0.010862;0.010766;0.01349;0.013539;0.015386;0.015766;0.018551;0.0212;0.022032;0.024325;0.026939;0.030387;0.031696;0.035566;0.041744;0.04311;0.047509;0.056248;0.064056;0.066371;0.073259;0.077839;0.093183;0.094187,453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453,0;6704;10944;15626;22709;30515;38449;46563;54923;63605;72695;82289;92493;103423;115205;127975;141879;157073;173723;192005;212105;234219;258553;285323;314755;347085;382559;421433;463973;510455,0;5879;6975;8208;9592;11001;12412;13825;15240;16657;18076;19497;20920;22345;23772;25201;26632;28065;29500;30937;32376;33817;35260;36705;38152;39601;41052;42505;43960;45417,1;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19,61;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43,62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62,303501;505120;723588;1038802;1379327;1740372;2118040;2508264;2911021;3334704;3783471;4261520;4777233;5330582;5929938;6587883;7304376;8091993;8959098;9914051;10961020;12120960;13393835;14792199;16332805;18024007;19878355;21908396;24126677;26549948
-346,0.117309;0.089429;0.091244;0.097797;0.096014;0.095087;0.099071;0.098878;0.102879;0.101784;0.108816;0.107748;0.11178;0.109466;0.11023;0.118223;0.128812;0.126496;0.132934;0.134657;0.138874;0.120381;0.122419;0.130276;0.128452;0.142479;0.146527;0.140837;0.141646;0.144439,0.001287;0.000472;0.000614;0.000453;0.00056;0.000454;0.000615;0.000634;0.000792;0.000803;0.000868;0.00084;0.000731;0.000784;0.000773;0.000875;0.001019;0.001125;0.001026;0.000965;0.000976;0.001152;0.001153;0.001138;0.000993;0.001096;0.001296;0.001171;0.001296;0.001177,435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435,0;5231;5305;5400;5499;5600;5701;5802;5903;6004;6105;6206;6307;6408;6509;6610;6711;6812;6913;7014;7115;7216;7317;7418;7519;7620;7721;7822;7923;8024,0;5228;5323;5424;5531;5640;5749;5858;5967;6076;6185;6294;6403;6512;6621;6730;6839;6948;7057;7166;7275;7384;7493;7602;7711;7820;7929;8038;8147;8256,1;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15,231561;235821;240055;248520;252766;257009;261255;269713;273960;278204;282453;290904;295149;299392;303637;312090;316335;320578;324821;333276;337521;341764;346007;354462;358707;362949;367192;375648;379893;384135
-347,0.145734;0.176497;0.200351;0.252406;0.281801;0.30607;0.33868;0.37941;0.417633;0.423758;0.460769;0.495382;0.517466;0.561401;0.574046;0.663786;0.722375;0.743477;0.769462;0.782726;0.810536;0.876376;0.864873;1.000294;0.899772;0.951639;0.984758;1.022711;1.1034;1.13818,0.002279;0.002944;0.007377;0.013701;0.015539;0.01642;0.01921;0.021113;0.021644;0.023383;0.02759;0.027149;0.027705;0.03163;0.035937;0.034237;0.036819;0.038678;0.044986;0.044974;0.052643;0.048155;0.051964;0.055982;0.060038;0.06186;0.065708;0.06757;0.075643;0.078132,456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456;456,0;6415;15336;24711;39478;55002;70589;86256;102031;117946;134037;150344;166911;183786;201021;218672;236799;255466;274741;294696;315407;336954;359421;382896;407471;433242;460309;488776;518751;550346,0;5936;7489;9245;11281;13357;15436;17516;19597;21679;23762;25846;27931;30017;32104;34192;36281;38371;40462;42554;44647;46741;48836;50932;53029;55127;57226;59326;61427;63529,1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20,66;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47,67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67,295030;722829;1171673;1830843;2552229;3285952;4023871;4765978;5512266;6266939;7034159;7813951;8606310;9415431;10241305;11088130;11960095;12861397;13792024;14756166;15753815;16797565;17887405;19023323;20213706;21462744;22770427;24149342;25603676;27129214
-348,0.120583;0.100161;0.089273;0.103108;0.098233;0.101817;0.103843;0.115935;0.112022;0.141484;0.134582;0.147734;0.156714;0.146661;0.145052;0.174108;0.19139;0.201674;0.213018;0.210425;0.22506;0.228431;0.241173;0.243636;0.238204;0.231757;0.239422;0.250349;0.25858;0.265976,0.001442;0.000614;0.000657;0.000843;0.001242;0.002436;0.001586;0.001764;0.001937;0.001853;0.002258;0.002213;0.00248;0.002979;0.003067;0.00349;0.003082;0.002686;0.004104;0.003785;0.003968;0.005042;0.004507;0.005348;0.005368;0.006596;0.006586;0.007497;0.008536;0.008098,438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438,0;5309;5597;5932;6286;6756;7244;7866;8514;9195;9918;10693;11531;12444;13445;14548;15768;17121;18624;20295;22153;24218;26511;29054;31870;34983;38418;42201;46359;50920,0;5300;5555;5821;6116;6439;6777;7129;7482;7836;8191;8547;8904;9262;9621;9981;10342;10704;11067;11431;11796;12162;12529;12897;13266;13636;14007;14379;14752;15126,10;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23,235826;252764;269728;286687;307885;329084;354527;379974;409633;435095;468969;498655;532558;570683;613033;659607;706214;761258;820538;884063;960151;1040479;1133439;1230660;1340526;1463051;1594032;1741873;1898194;2071382
-349,0.121051;0.09828;0.106403;0.107489;0.118251;0.124798;0.128268;0.135125;0.139464;0.155709,0.001647;0.000643;0.000833;0.001086;0.001254;0.001754;0.001978;0.002325;0.003211;0.028903,429;429;429;429;429;429;429;429;429;429,0;5634;6205;6853;7530;8371;9224;10258;11317;12406,0;5368;5715;6078;6477;6915;7367;7842;8317;8792,1;28;28;28;28;28;28;28;28;28,27;0;0;0;0;0;0;0;0;0,28;28;28;28;28;28;28;28;28;28,252714;278183;303677;333377;367330;397073;439496;477712;515933;558373
-350,0.130431;0.125285;0.138487;0.146544;0.165971;0.17772;0.193821;0.21316;0.238353;0.256658;0.265849;0.289742;0.304844;0.325275;0.353341;0.371803;0.404052;0.425863;0.375559;0.429461;0.441774;0.435922;0.479187;0.472765;0.49389;0.513028;0.530131;0.556107;0.56269;0.578051,0.001662;0.000932;0.001486;0.002298;0.003479;0.004528;0.004414;0.005435;0.004433;0.006366;0.005598;0.005847;0.006756;0.00669;0.007371;0.007594;0.007709;0.008565;0.008064;0.008263;0.00902;0.008989;0.00977;0.009116;0.009871;0.011469;0.010369;0.010619;0.011328;0.011947,446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446,0;5791;7590;9774;12053;16044;20108;24172;28236;32300;36364;40428;44492;48556;52620;56684;60748;64812;68876;72940;77004;81068;85132;89196;93260;97324;101388;105452;109516;113580,0;5792;6666;7611;8664;9840;11015;12190;13365;14540;15715;16890;18065;19240;20415;21590;22765;23940;25115;26290;27465;28640;29815;30990;32165;33340;34515;35690;36865;38040,25;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28,37;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34,62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62,261387;337665;430854;519822;672210;824620;985235;1154115;1318791;1487674;1652330;1821189;1985848;2154706;2323567;2488223;2657082;2821741;2990599;3159460;3324117;3492976;3657634;3826493;3995354;4160010;4328869;4493527;4662386;4831247
-351,0.148653;0.253348;0.269983;0.276714;0.338631;0.375881;0.422329,0.004335;0.00234;0.002791;0.009351;0.015187;0.018558;0.059566,458;458;458;458;458;458;458,0;7825;28995;50602;72415;101161;130084,0;6355;7939;9574;11400;13699;16013,16;65;65;65;65;65;65,49;0;0;0;0;0;0,65;65;65;65;65;65;65,358409;962847;1580086;2258711;3157597;4056508;4980824
-352,0.143187;0.137002;0.143524;0.157178;0.169807;0.167447,0.002114;0.000816;0.001134;0.001941;0.002512;0.0375,449;449;449;449;449;449,0;6083;8332;10723;13178;16365,0;5706;6323;6965;7683;8517,19;36;36;36;36;36,17;0;0;0;0;0,36;36;36;36;36;36,269845;350575;431361;516342;618372;724624
-353,0.122824;0.113096,0.001344;0.026814,435;435,0;5202,0;5200,1;8,7;0,8;8,231559;231559
-354,0.357347;5.032098;4.872426;6.69091;-1,0.020339;0.395231;1.232006;4.553115;-1,443;443;443;443;-1,0;21945;869821;1727740;-1,0;12334;31044;50701;-1,16;23;23;23;-1,234;227;227;227;-1,250;250;250;250;-1,1112845;47479949;94320231;155246275;-1
-355,0.137804;0.108381;0.126364;0.146181,0.001715;0.000889;0.001742;0.027404,435;435;435;435,0;5777;6449;7372,0;5444;5974;6588,1;7;7;7,42;36;36;36,43;43;43;43,252833;286607;333014;392033
-356,0.188587;0.283977;0.330785;0.379946;0.453252;0.526187;0.554408;0.56086;0.609256;0.652716;0.713024;0.750923;0.820626;0.884279;0.926581;1.059065;1.07722,0.009921;0.007119;0.017289;0.024818;0.034944;0.038681;0.057467;0.069784;0.06856;0.066199;0.105043;0.171672;0.315466;0.903122;0.929107;1.897904;2.041767,459;459;459;459;459;459;459;459;459;459;459;459;459;459;459;459;459,0;11465;35156;60142;93018;126087;159249;195580;232039;268746;305773;343200;381101;419546;458643;498458;539132,0;7374;9998;12883;16065;19274;22515;25886;29259;32634;36011;39390;42771;46154;49539;52926;56315,10;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28,82;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64,92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92,527302;1605610;2808204;4358806;5913626;7472652;9149437;10838842;12532428;14242816;15969933;17718037;19487114;21285566;23117582;24978956;26886481
-358,0.204413;1.024369;1.078955;1.432444;1.659439;1.782546;1.886904;2.071098;2.250654;2.22677;2.546192;2.707817;2.868909;3.165089;3.184617;3.266499;3.645584;3.732927;3.645529;3.770526;3.866085;4.180493;4.472456;4.538565;4.855692;4.713546;4.892936;5.042839;4.990005;5.656395,0.006758;0.032977;0.143689;0.239917;0.268997;0.275583;0.297308;0.315735;0.331654;0.352023;0.393175;0.39753;0.416359;0.442385;0.455919;0.526019;0.507177;0.505732;0.549602;0.562048;0.577625;0.653331;0.628578;0.640389;0.66241;0.658268;0.68928;0.690179;0.716368;0.77097,441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;441,0;10499;156185;304535;514298;730713;947162;1163611;1380060;1596509;1812958;2029407;2245856;2462305;2678754;2895203;3111652;3328101;3544550;3760999;3977448;4193897;4410346;4626795;4843244;5059693;5276142;5492591;5709040;5925489,0;7738;15196;23174;32323;41689;51055;60421;69787;79153;88519;97885;107251;116617;125983;135349;144715;154081;163447;172813;182179;191545;200911;210277;219643;229009;238375;247741;257107;266473,10;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,125;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119,135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135,514277;8140287;15896045;26318993;37002719;47686447;58365961;69049689;79733417;90417144;101104915;111792686;122480455;133172435;144359898;155698947;167037996;178377045;189720301;201059350;212398399;223737448;235076497;246415546;257754595;269093644;280432693;291775949;303114998;314454047
-359,0.14465;0.149725;0.165343;0.18721,0.001765;0.001802;0.003637;0.030775,447;447;447;447,0;6092;9485;13178,0;5670;6858;8201,1;7;7;7,47;41;41;41,48;48;48;48,273930;441954;622585;891538
-360,0.160103;0.271394;0.291931;0.35791;0.398033;0.448373;0.505371;0.555882;0.606717;0.657187,0.004684;0.005391;0.014115;0.029716;0.032151;0.094602;0.130168;0.236765;0.285927;0.565398,458;458;458;458;458;458;458;458;458;458,0;8181;27660;48195;78228;111316;144768;178680;213115;248311,0;6606;9181;11994;15177;18461;21747;25035;28325;31617,1;30;30;30;30;30;30;30;30;30,93;64;64;64;64;64;64;64;64;64,94;94;94;94;94;94;94;94;94;94,383704;1252890;2217635;3576795;5057866;6555711;8074513;9618468;11195933;12815291
-361,0.190688;1.138761;1.242594;1.647643;1.753656;3.28875,0.009571;0.041655;0.181256;0.366757;0.782371;0.657992,444;444;444;444;444;444,0;12536;202865;396215;658963;928932,0;7929;14474;21564;29840;38216,1;18;18;18;18;18,127;110;110;110;110;110,128;128;128;128;128;128,598684;10521708;20591306;33680075;47050626;60425377
-362,0.147116;0.173787;0.185259;0.194849;0.244173;0.282332;0.305628;0.339001;0.368668;0.402344,0.001805;0.001509;0.002389;0.005723;0.011136;0.011877;0.013669;0.016843;0.024474;0.061707,451;451;451;451;451;451;451;451;451;451,0;6349;13842;22047;30469;45073;59852;74692;89621;104671,0;6310;7868;9528;11361;13544;15728;17914;20102;22292,34;49;49;49;49;49;49;49;49;49,42;27;27;27;27;27;27;27;27;27,76;76;76;76;76;76;76;76;76;76,291150;549955;829935;1134673;1654535;2182731;2715134;3251748;3792570;4337603
-363,0.122221;0.117475;0.122711;0.164777;0.177758;0.19144;0.194867;0.220304;0.228538;0.246532;0.265609;0.284744;0.306731;0.328013;0.34463;0.347996;0.37517;0.392327;0.419284;0.402368;0.403251;0.439011;0.46648;0.477831;0.471934;0.485908;0.510237;0.558789;0.594144;0.647953,0.001768;0.000818;0.002496;0.004291;0.004883;0.004916;0.005939;0.006181;0.005813;0.006486;0.008048;0.008008;0.008028;0.009726;0.009481;0.010316;0.010678;0.013194;0.012918;0.013;0.014365;0.018355;0.019128;0.018819;0.020518;0.023518;0.023784;0.025412;0.027229;0.030147,434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434,0;5828;7993;10338;14106;17959;21854;25809;29845;33986;38259;42694;47324;52185;57316;62759;68559;74764;81425;88596;96334;104699;113754;123565;134201;145734;158239;171794;186480;202381,0;5507;6139;6894;7769;8644;9520;10397;11275;12154;13034;13915;14797;15680;16564;17449;18335;19222;20110;20999;21889;22780;23672;24565;25459;26354;27250;28147;29045;29944,1;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21,38;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18,39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39,261187;353952;455156;602807;754682;910769;1066856;1227156;1399834;1576631;1766030;1959632;2165845;2380466;2607695;2847541;3104197;3377664;3672148;3987648;4332561;4698499;5098053;5531223;5993823;6502637;7045084;7637954;8277049;8966573
-364,0.16936;0.264242;0.303116;0.379323;0.434284;0.48769;0.54713;0.599911;0.612787;0.676492;0.633155;0.67912;0.834369;0.862253;0.910763;0.959841;0.982862;1.060441;1.098059;1.123779;1.14079;1.163564;1.230947;1.252917;1.316391;1.404281;1.516906;1.560004;1.633292;1.539175,0.004188;0.005809;0.01647;0.024029;0.028109;0.033663;0.038914;0.039564;0.045357;0.047466;0.050221;0.048514;0.05291;0.060449;0.062765;0.069784;0.068077;0.067886;0.070336;0.071929;0.075657;0.08101;0.082698;0.085697;0.086354;0.092969;0.095458;0.096076;0.099158;0.106703,425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425,0;7848;26001;45110;73492;102049;130651;160981;191325;221679;252048;282438;312856;343310;373809;404363;434983;465681;496470;527364;558378;589528;620831;652305;683969;715843;747948;780306;812940;845874,0;6299;8771;11512;14585;17663;20759;23891;27024;30158;33293;36429;39566;42704;45843;48983;52124;55266;58409;61553;64698;67844;70991;74139;77288;80438;83589;86741;89894;93048,1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20,77;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58,78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78,362514;1254933;2189216;3559000;4949399;6339798;7797498;9255202;10712907;12174819;13636680;15098542;16560408;18026483;19492566;20962858;22437362;23911874;25390605;26877754;28364916;29860504;31360313;32864342;34381011;35901903;37431231;38973199;40523606;42086659
-365,0.122074;0.101915;0.109123;0.106617,0.001471;0.000616;0.001021;0.022701,440;440;440;440,0;5436;5834;6384,0;5423;5778;6190,1;7;7;7,35;29;29;29,36;36;36;36,244300;265435;290787;316139
