index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
257,9.610947;5.74675;6.85154;7.736998;8.886111;9.876496;11.012469;12.059054;13.054776;14.103445;15.027044;16.058508;16.902824;18.018374;19.099603;20.040378;21.050756;-1,0.384229;0.154706;0.215025;0.336481;0.393012;0.560913;0.662874;0.664049;0.741652;0.73803;0.80979;0.811392;0.851756;0.919777;0.922477;0.938857;0.984505;-1,440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;-1,0;327698;1372894;2501588;3631615;4848895;6066245;7370937;8675800;9980902;11286330;12592187;13898593;15205686;16513623;17822581;19132758;-1,0;327676;418026;509186;601938;695537;789161;883099;977040;1070984;1164931;1258881;1352834;1446790;1540749;1634711;1728676;-1,0;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-1,23;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;-1,14872496;51424506;90686874;129961686;172039531;214121575;259019338;303917098;349032289;397690863;446722564;495779453;544861539;593977215;643139081;692347147;741614010;-1
258,9.392518;4.705766;5.76644;6.692333,0.37215;0.117546;0.177957;1.754782,431;431;431;431,0;323007;881804;1522934,0;323003;411741;501261,0;4;4;4,4;0;0;0,4;4;4;4,14654306;35583532;59189272;82803262
259,9.294669;4.706239;5.744522;6.672771;7.769464;8.70783;9.734512;10.644003;11.611331;12.598502;13.636234;14.613036;15.547501;16.55925;17.533674;18.496824;19.405785;20.414458;21.279993;-1,0.375383;0.112527;0.170612;0.263855;0.334597;0.360741;0.391013;0.397524;0.430251;0.441837;0.470686;0.472954;0.50103;0.520518;0.560403;0.560013;0.589692;0.59743;0.621892;-1,439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;-1,0;320793;875675;1512318;2150211;2874641;3599097;4323586;5048120;5772713;6497381;7222142;7947016;8672025;9397193;10122546;10848112;11573921;12300005;-1,0;320783;408947;497894;588347;679608;770872;862139;953409;1044682;1135958;1227237;1318519;1409804;1501092;1592383;1683677;1774974;1866274;-1,0;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,21;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;-1,14551560;35332858;58777956;82227095;108458291;134689484;160920670;187156056;213457042;241777316;270368151;298963166;327562356;356174119;384790054;413418549;442059596;470709007;499379351;-1
260,8.804509;4.54589;5.539274;6.413563,0.343678;0.107531;0.161675;1.685582,420;420;420;420,0;307877;841008;1453071,0;307873;393077;479059,0;4;4;4,4;0;0;0,4;4;4;4,13944034;33926595;56475728;79033111
261,9.291508;10.201892;11.207069;12.066413;13.57548;14.527735;15.515738;16.445633;17.526258;18.547601;19.460959;20.530694;21.576394;-1,0.372538;0.330048;0.374439;0.999226;1.123002;1.185235;1.202466;1.282533;1.301253;1.396356;1.421009;1.465776;1.571599;-1,434;434;434;434;434;434;434;434;434;434;434;434;434;-1,0;320910;3682998;7126841;10571963;14272357;17973278;21674199;25375120;29076041;32776962;36477883;40178804;-1,0;320885;410416;500722;592544;685779;779013;872247;965481;1058715;1151949;1245183;1338417;-1,0;7;7;7;7;7;7;7;7;7;7;7;7;-1,32;25;25;25;25;25;25;25;25;25;25;25;25;-1,32;32;32;32;32;32;32;32;32;32;32;32;32;-1,14555796;125210388;238524581;351842808;473371524;594921371;716471219;838025274;960742415;1093134472;1225960577;1358790883;1491616987;-1
262,10.74032;9.328748;10.461191;11.471841;13.262738;14.360672;15.465919;16.518437;17.889874;18.784097;19.8933;-1,0.442581;0.286416;0.341128;1.326279;1.683554;1.894515;1.934046;2.056732;1.904174;2.498422;3.418789;-1,452;452;452;452;452;452;452;452;452;452;452;-1,0;355734;3049658;5834144;8619946;11781870;14944450;18107212;21270227;24433526;27597285;-1,0;355716;454119;553336;654131;756707;859288;961875;1064468;1167066;1269670;-1,0;10;10;10;10;10;10;10;10;10;10;-1,24;14;14;14;14;14;14;14;14;14;14;-1,24;24;24;24;24;24;24;24;24;24;24;-1,16186095;105774938;198310872;290850837;395490935;500156370;604826016;709774473;823566482;937862800;1052278454;-1
263,9.789832;4.275201;5.365518;6.258098,0.39245;0.082021;0.147251;1.717275,435;435;435;435,0;334482;587185;925115,0;334480;425934;518181,0;1;1;1,7;6;6;6,7;7;7;7,15189207;26422884;40430299;54441754
264,9.570007;5.712307;6.837093;7.7351;8.922012;9.897719;11.026142;12.031818;12.955675;14.152716;15.096128;16.091285;17.064988;18.128706;19.053921;20.002762;21.079972;-1,0.387797;0.160557;0.215266;0.331676;0.390278;0.557582;0.660106;0.677845;0.731163;0.74053;0.802427;0.827484;0.844909;0.914464;0.9232;0.975107;0.967013;-1,443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;-1,0;327694;1372907;2501596;3631501;4848589;6065704;7370067;8674543;9979176;11284020;12589135;13894587;15200448;16506796;17813715;19121295;-1,0;327684;418040;509161;601729;695099;788497;882208;975921;1069636;1163353;1257072;1350793;1444516;1538241;1631968;1725697;-1,0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,20;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;-1,14872497;51424527;90691119;129961755;172039629;214121702;259006865;303904610;349011331;397657196;446671930;495707562;544764070;593845636;642956438;692100654;741286625;-1
265,9.123542;4.032561,0.358733;1.114919,423;423,0;316208,0;316207,0;3,3;0,3;3,14333411;24958839
266,8.783089;9.867093;10.788687;11.683631;13.088452;14.087928;15.111577;15.986434;16.965563;17.991205;18.910024;19.738659;20.851717;21.761185;-1,0.350513;0.304596;0.339783;0.957658;1.096387;1.152334;1.176548;1.25335;1.262675;1.357746;1.366904;1.413933;1.508367;1.516162;-1,432;432;432;432;432;432;432;432;432;432;432;432;432;432;-1,0;310384;3541815;6854454;10168442;13736025;17304221;20872495;24440873;28009387;31578073;35146971;38716125;42285583;-1,0;310359;398169;486784;576994;668627;760266;851908;943551;1035195;1126840;1218486;1310133;1401781;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,32;28;28;28;28;28;28;28;28;28;28;28;28;28;-1,32;32;32;32;32;32;32;32;32;32;32;32;32;32;-1,14059617;120469376;229521816;338582487;455798669;573040165;690285834;807535667;925354985;1053062202;1181216087;1309386668;1437573921;1565782024;-1
267,9.28511;4.725428;5.768932;6.673914,0.369406;0.112489;0.169136;1.744941,427;427;427;427,0;321304;877844;1516717,0;321301;410027;499539,0;4;4;4,4;0;0;0,4;4;4;4,14573057;35430382;58964216;82506300
268,9.807922;4.857789;5.978985;6.908782;8.060979;9.10291;10.065362;11.109372;12.066942;13.142065;14.176293,0.394691;0.122634;0.180706;0.276116;0.374312;0.378387;0.429935;0.519058;0.514279;0.861311;5.216161,442;442;442;442;442;442;442;442;442;442;442,0;333374;909908;1572257;2235892;2989103;3742344;4495631;5248985;6002430;6755974,0;333369;425176;517784;611935;706910;801887;896866;991847;1086830;1181815,0;6;6;6;6;6;6;6;6;6;6,10;4;4;4;4;4;4;4;4;4;4,10;10;10;10;10;10;10;10;10;10;10,15137902;36743219;61139203;85543431;112831006;140118579;167406153;194697927;222223321;251690272;281435909
269,9.626266;10.536509;11.546549;12.464219;14.451142;15.211077;16.31676;17.292081;-1,0.388196;0.342043;0.382837;1.719567;2.28718;2.221535;2.287577;2.608963;-1,437;437;437;437;437;437;437;437;-1,0;329945;3788780;7331687;10875877;14856913;18838548;22820282;-1,0;329942;421810;514462;608657;704827;800998;897171;-1,0;3;3;3;3;3;3;3;-1,19;16;16;16;16;16;16;16;-1,19;19;19;19;19;19;19;19;-1,14979464;128809122;245374476;361943868;492566709;623210669;753863026;884515354;-1
270,9.393083;4.74774;5.806756;6.705782;7.848378;8.826818;9.773909;10.770701;11.696395;12.749728;13.679282;14.76419;15.689176;16.60206;17.625524;18.593693;19.532427;20.335815;21.532358;-1,0.375758;0.116155;0.172126;0.266708;0.342501;0.359783;0.385868;0.396938;0.445117;0.448542;0.478535;0.482541;0.507921;0.525576;0.570854;0.567505;0.598128;0.621558;0.633147;-1,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;-1,0;324222;883115;1525511;2169256;2900262;3631316;4362442;5093668;5825026;6556552;7288286;8020272;8752558;9485196;10218242;10951756;11685802;12420448;-1,0;324214;413024;502657;593909;686002;778096;870191;962287;1054384;1146482;1238581;1330681;1422782;1514884;1606987;1699091;1791196;1883302;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,17;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;-1,14709981;35643408;59291395;82947618;109415287;135882940;162354779;188830795;215409332;244003315;272871934;301753079;330650938;359565495;388500932;417461432;446451174;475470138;504522501;-1
271,10.617785;5.156761;6.347126;7.313179;8.581571;9.596551;10.705264;11.731935;12.826378;13.923536;15.040297;16.035462;17.12634;18.166914;19.21506;20.233706;21.283454;-1,0.436843;0.126471;0.200916;0.295688;0.373634;0.390082;0.416635;0.434564;0.472292;0.483554;0.520031;0.529484;0.545418;0.57728;0.613201;0.61624;0.650593;-1,453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;453;-1,0;353276;964694;1666076;2368770;3165284;3961829;4758416;5555059;6351774;7148579;7945494;8742541;9539744;10337129;11134724;11932559;-1,0;353268;449948;547448;646525;746436;846348;946261;1046175;1146090;1246006;1345923;1445841;1545760;1645680;1745601;1845523;-1,0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,14;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;-1,16066420;38964915;64785154;90613634;119460758;148307877;177154988;206088245;237237534;268579383;300023803;331472398;362929367;394394706;425868409;457358870;488857687;-1
272,9.838645;4.242474;5.358741;6.295916;7.323149,0.395412;0.081647;0.143863;0.173336;1.961866,439;439;439;439;439,0;334456;587113;925003;1264195,0;334452;425873;518103;611895,0;6;6;6;6,6;0;0;0;0,6;6;6;6;6,15189197;26418646;40421838;54433273;68521152
273,9.559154;7.040774;8.091655;9.058433;10.481841;11.319937;12.392779;13.421875;14.491985;15.483325;16.473761;-1,0.393245;0.205052;0.256516;0.591197;0.716627;0.787121;0.892793;1.139763;1.17911;1.455089;2.418538;-1,436;436;436;436;436;436;436;436;436;436;436;-1,0;330596;2018988;3793783;5569876;7525809;9482318;11438899;13395579;15352383;17309351;-1,0;330586;422515;515250;609544;704960;800377;895796;991217;1086640;1182065;-1,0;4;4;4;4;4;4;4;4;4;4;-1,15;11;11;11;11;11;11;11;11;11;11;-1,15;15;15;15;15;15;15;15;15;15;15;-1,15005355;72186327;132183303;192184314;257969011;323779035;389589045;455407449;521885369;593397460;665282394;-1
274,9.715631;8.733184;9.725704;10.675493;12.389103;13.374707;14.469935;15.411136;16.590909;-1,0.391594;0.261207;0.310832;1.271629;1.575654;1.726196;3.029199;3.12171;4.138643;-1,441;441;441;441;441;441;441;441;441;-1,0;332899;2850693;5453740;8058163;11019899;13982505;16945577;19909304;-1,0;332887;425756;519433;614729;711780;808834;905890;1002948;-1,0;1;1;1;1;1;1;1;1;-1,19;18;18;18;18;18;18;18;18;-1,19;19;19;19;19;19;19;19;19;-1,15116415;98871131;185403807;271940501;369960371;468018078;566100826;664216964;762862329;-1
275,9.072004;5.508102;6.544539;7.419985;8.706322;9.659598;10.591376;11.533579;12.5349;13.524405;14.457897;15.463825;16.421936;17.361313,0.356048;0.152375;0.206696;0.471095;0.609409;0.642393;0.720695;0.845338;0.798344;1.466238;1.221789;1.475476;1.085702;5.667738,430;430;430;430;430;430;430;430;430;430;430;430;430;430,0;314586;1318129;2402303;3487752;4741227;5995274;7249432;8503731;9758252;11013059;12268153;13523727;14779789,0;314576;401824;489863;579442;670110;760781;851456;942135;1032818;1123505;1214196;1304891;1395590,0;7;7;7;7;7;7;7;7;7;7;7;7;7,15;8;8;8;8;8;8;8;8;8;8;8;8;8,15;15;15;15;15;15;15;15;15;15;15;15;15;15,14260629;49362806;87094940;124826905;167970468;211135147;254304020;297477079;340679057;387465382;434608299;481772174;528961179;576175319
276,9.722628;5.823652;6.882528;7.844403;9.173851;10.166592;11.164455;12.176233;13.220237;14.260548;15.156451;16.309866;17.308893;18.303148;19.092523;20.29235;21.391753;-1,0.390917;0.160469;0.211954;0.488515;0.629765;0.676636;0.707167;0.746089;0.768645;0.840476;0.844835;0.869384;0.944404;0.957079;0.99412;1.010837;1.036497;-1,444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;-1,0;332179;1392057;2536588;3682431;5004525;6327178;7649867;8972606;10295411;11618300;12941293;14264412;15587681;16911126;18234775;19558658;-1,0;332174;423631;515901;609758;704735;799712;894690;989669;1084649;1179630;1274612;1369595;1464579;1559564;1654550;1749537;-1,0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,15082209;52141467;91953335;131769236;177258873;222765427;268276182;313786929;359576354;408880179;458548609;508225419;557910605;607599960;657301884;707016368;756739206;-1
277,10.006088;4.947339;6.07629;7.015769;8.229626;9.205806;10.355598;11.308536;12.328934;13.301204;14.325168;15.345252;16.398175;17.30239;-1,0.404798;0.120011;0.180919;0.275436;0.360804;0.377313;0.406587;0.422194;0.570009;0.736694;0.815308;0.854075;0.836854;1.212775;-1,447;447;447;447;447;447;447;447;447;447;447;447;447;447;-1,0;339183;926058;1599333;2273883;3038619;3803426;4568350;5333450;6098756;6864349;7630276;8396678;9163469;-1,0;339173;432176;525979;621315;717468;813625;909786;1005951;1102120;1198293;1294470;1390651;1486836;-1,0;7;7;7;7;7;7;7;7;7;7;7;7;7;-1,19;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,19;19;19;19;19;19;19;19;19;19;19;19;19;19;-1,15407439;37388902;62177947;86975238;114677001;142378764;170084731;197799102;225808523;255743391;285969487;316212373;346472019;376756831;-1
278,10.742464;7.597417;8.840902;9.808225;11.249728;12.293434;13.39322;14.412462;15.685558;16.760356;17.898268;19.052924;20.1935;21.25142;-1,0.442727;0.223214;0.288002;0.653914;0.757652;0.818051;0.817411;0.879594;0.913426;0.977795;1.014269;1.048412;1.174043;1.179643;-1,455;455;455;455;455;455;455;455;455;455;455;455;455;455;-1,0;356130;2185902;4106551;6029063;8143934;10262065;12384108;14511539;16646044;18789519;20944070;23112013;25295874;-1,0;356155;455058;554778;656079;758834;861590;964348;1067108;1169870;1272634;1375400;1478168;1580938;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,128;123;123;123;123;123;123;123;123;123;123;123;123;123;-1,128;128;128;128;128;128;128;128;128;128;128;128;128;128;-1,16215603;78181819;143111818;208066698;279227312;350550960;422087467;494153677;572534813;651711266;731615692;812274761;893842785;976473981;-1
279,9.048192;3.98493;5.04935;5.942481;6.839697;7.766841;8.715088;9.63402;10.618268;11.56753,0.357464;0.076005;0.133847;0.15458;0.165228;0.185191;0.226906;0.292654;0.308753;3.137738,424;424;424;424;424;424;424;424;424;424,0;315192;552529;871072;1190918;1511411;1832108;2153087;2474443;2796316,0;315187;401333;488276;576768;665800;754870;843954;933040;1022128,0;4;4;4;4;4;4;4;4;4,22;18;18;18;18;18;18;18;18;18,22;22;22;22;22;22;22;22;22;22,14286367;24839972;38036246;51236555;64462104;77696017;90942478;104205662;117498154;131127066
280,9.712812;18.492313;19.433615;20.333944;-1,0.410031;0.626659;0.648412;3.902034;-1,455;455;455;455;-1,0;336588;7665272;15083897;-1,0;336551;433472;531226;-1,0;9;9;9;-1,159;150;150;150;-1,159;159;159;159;-1,15303920;253177570;493985251;734838633;-1
281,8.96486;4.598638;5.604534;6.48734;7.407524;8.358742;9.427676;10.396144;11.344346;12.26362;13.226016;14.175189;15.174276;16.110363;17.043361,0.354037;0.112535;0.16923;0.181764;0.19543;0.284799;0.377005;0.384636;0.407325;0.410799;0.458149;0.543821;0.615691;0.723951;4.431804,430;430;430;430;430;430;430;430;430;430;430;430;430;430;430,0;312358;851603;1470900;2091425;2712474;3333577;4037904;4742281;5446727;6151265;6855923;7560732;8265713;8970881,0;312347;398174;484772;572841;661426;750083;839058;928041;1017028;1106017;1195008;1284001;1372996;1461993,0;9;9;9;9;9;9;9;9;9;9;9;9;9;9,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;9;9;9;9;9;9;9;9;9;9;9;9;9;9,14153701;34356031;57158776;79969774;102797621;125629666;151133753;176642047;202154550;228109434;255739770;283542201;311357233;339176469;367004113
282,10.183574;5.041447;6.162671;7.121679;8.341478;9.325099;10.426655,0.41699;0.121939;0.188478;0.290016;0.396808;0.396807;2.841671,452;452;452;452;452;452;452,0;343314;934406;1614271;2295453;3069226;3843083,0;343312;437045;531591;627715;724672;821629,0;3;3;3;3;3;3,12;9;9;9;9;9;9,12;12;12;12;12;12;12,15600102;37742129;62767852;87801813;115812152;143830883;171853779
283,9.446668;8.498053;9.462994;10.376875;12.025236;13.152051;14.048181,0.374633;0.259;0.305501;1.189441;1.970536;2.489745;4.143177,436;436;436;436;436;436;436,0;323729;2771426;5302046;7834027;10712412;13591534,0;323728;414222;505512;598377;693034;787698,0;1;1;1;1;1;1,17;16;16;16;16;16;16,17;17;17;17;17;17;17,14688484;96118089;180245331;264376593;359648390;454949674;550259282
285,9.659871;5.797583;6.889829;7.775131;9.12389;10.113377;11.198726;12.101454,0.388133;0.160058;0.21484;0.482564;0.697095;0.907838;1.532153;6.370256,440;440;440;440;440;440;440;440,0;329946;1382504;2519131;3657066;4970086;6283704;7597418,0;329938;420875;512610;605908;700330;794753;889178,0;3;3;3;3;3;3;3,18;15;15;15;15;15;15;15,18;18;18;18;18;18;18;18,14979465;51785098;91322222;130871793;176048626;221250785;266457132;311671862
286,10.009651;4.978877;6.116077;7.089897;8.226702;9.274002;10.322825;11.330496;12.424728,0.408531;0.121751;0.181733;0.293372;0.363221;0.394005;0.438687;0.534503;3.373819,443;443;443;443;443;443;443;443;443,0;339722;928316;1603899;2280767;3048418;3816094;4583807;5351562,0;339715;433299;527688;623626;720384;817144;913906;1010670,0;7;7;7;7;7;7;7;7,7;0;0;0;0;0;0;0;0,7;7;7;7;7;7;7;7;7,15433157;37490648;62372645;87262888;115074534;142890389;170702039;198517899;226645102
287,10.215145;4.357991;5.502966;6.469719,0.417533;0.085689;0.152701;1.755923,438;438;438;438,0;344372;604079;951955,0;344368;438270;532980,0;4;4;4,4;0;0;0,4;4;4;4,15651384;27197615;41606411;56027660
288,10.138396;7.2781;8.419461;9.392593;11.012855;11.963878;13.137156;14.093906;15.130181;16.278394;17.295133;-1,0.412497;0.212866;0.275218;0.863771;1.11174;1.185859;1.30973;1.941361;2.078844;4.978046;3.633728;-1,446;446;446;446;446;446;446;446;446;446;446;-1,0;342128;2099747;3944960;5791573;7912726;10034500;12156342;14278282;16400354;18522588;-1,0;342124;437067;532846;630298;729247;828197;927149;1026103;1125059;1224017;-1,0;5;5;5;5;5;5;5;5;5;5;-1,15;10;10;10;10;10;10;10;10;10;10;-1,15;15;15;15;15;15;15;15;15;15;15;-1,15548610;75054690;137406413;199770571;270954274;342163314;413372349;484585583;561885663;639566748;717350422;-1
289,10.679814;7.576978;8.765195;9.743197;11.466539;12.464767;13.571614;14.64349,0.438253;0.225783;0.281564;0.899391;1.160267;1.382913;1.344868;4.585929,447;447;447;447;447;447;447;447,0;355679;2183940;4102764;6022913;8229696;10437087;12644565,0;355675;453706;552550;652979;754884;856790;958698,0;4;4;4;4;4;4;4,12;8;8;8;8;8;8;8,12;12;12;12;12;12;12;12,16181882;78059557;142880115;207708910;281750424;355813061;429879884;504159856
290,9.790551;5.875038;6.937737;7.998633;9.264205;10.24849;11.368885;12.384594;13.35728;14.493729;15.415497;16.55565;17.564788;18.527908;19.396801;-1,0.397738;0.162298;0.214244;0.497688;0.653664;0.745221;0.787767;0.922729;1.109171;1.43536;1.426698;1.967878;2.202831;2.236065;3.016419;-1,446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;-1,0;335104;1404742;2560193;3716924;5053400;6390448;7727564;9064760;10402088;11739564;13077140;14414927;15752829;17091053;-1,0;335094;427783;521274;616319;712481;808646;904815;1000988;1097165;1193346;1289531;1385720;1481913;1578110;-1,0;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,15219168;52633432;92838364;133047333;179035942;225045685;271059640;317073600;363427664;413275756;463496717;513726089;563963848;614210033;664464620;-1
291,10.747839;16.56614;17.409825;18.472592;20.307355;21.22774;22.698304;-1,0.442057;0.557817;0.591693;1.378825;1.454296;2.285689;2.39091;-1,461;461;461;461;461;461;461;-1,0;355831;6684028;13102791;19522928;26225323;32928387;-1,0;355803;455276;555570;657465;760863;864330;-1,0;8;8;8;8;8;8;-1,41;33;33;33;33;33;33;-1,41;41;41;41;41;41;41;-1,16190328;222107815;430972426;639841057;857786896;1075758067;1299766665;-1
292,8.672769;8.025241;8.989444;9.787606,0.345762;0.240457;0.290757;2.535779,424;424;424;424,0;307012;2604650;4983499,0;307012;392793;479368,0;1;1;1,13;12;12;12,13;13;13;13,13901425;90359289;169455617;248564396
293,9.898901;7.190016;8.299211;9.222129;10.88037;11.86574;12.927445;14.158877;15.169747;16.478663;17.706807;18.987245;20.224398;-1,0.401016;0.211366;0.267368;0.826232;1.077212;1.133979;1.189048;1.291349;1.406207;1.477923;1.597974;1.790998;1.915701;-1,447;447;447;447;447;447;447;447;447;447;447;447;447;-1,0;336186;2062846;3877136;5694207;7789629;9900561;12033739;14197832;16402768;18659728;20981148;23380721;-1,0;336203;430730;526074;623016;721882;820776;919683;1018595;1117512;1216434;1315361;1414293;-1,0;12;12;12;12;12;12;12;12;12;12;12;12;-1,130;118;118;118;118;118;118;118;118;118;118;118;118;-1,130;130;130;130;130;130;130;130;130;130;130;130;130;-1,15278630;73807464;135202416;196668293;267227757;338535955;410931325;484840398;563447426;648111314;736542392;828991911;926245005;-1
294,9.817708;5.837718;6.884861;7.861916;9.172561;10.25533;11.260886,0.393723;0.157558;0.22065;0.507953;0.649451;0.818193;3.088711,441;441;441;441;441;441;441,0;332781;1394956;2542368;3691103;5017290;6344041,0;332775;424842;517727;612211;707826;803442,0;7;7;7;7;7;7,7;0;0;0;0;0;0,7;7;7;7;7;7;7,15107962;52260171;92186118;132116097;177757869;223416563;269079465
295,9.030596;5.480557;6.609568;7.438097;8.706041;9.628146;10.572545;11.556234,0.354382;0.150299;0.205144;0.447644;0.624724;0.939841;1.783014;3.188,430;430;430;430;430;430;430;430,0;314045;1315459;2396939;3479686;4730686;5982391;7234384,0;314039;400794;488319;577346;667466;757585;847704,0;1;1;1;1;1;1;1,13;12;12;12;12;12;12;12,13;13;13;13;13;13;13;13,14234925;49252618;86879141;124509695;167552023;210619599;253708086;296809031
296,9.578375;10.487725;11.460615;12.503;13.780582;14.796225;15.71723;16.818543;17.852302;18.927278;19.927021;20.736106;22.038298;-1,0.384667;0.331906;0.392952;0.774783;0.834739;0.903067;0.900021;0.943783;0.968736;1.007263;1.033156;1.036563;1.130097;-1,436;436;436;436;436;436;436;436;436;436;436;436;436;-1,0;328215;3766651;7289149;10812901;14511722;18211102;21910554;25610106;29309790;33009642;36709702;40410014;-1,0;328208;420003;512584;606676;701861;797048;892236;987425;1082615;1177806;1272998;1368191;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;-1,16;12;12;12;12;12;12;12;12;12;12;12;12;-1,16;16;16;16;16;16;16;16;16;16;16;16;16;-1,14898196;128072502;243982498;359896536;481446259;603017102;724587934;846167163;969606023;1102113625;1234994257;1367883246;1500784786;-1
297,8.308249;11.446444;12.460233;13.126993;14.776758;15.656334;16.541896;17.583123;18.452323;19.413526;20.443843;21.346921;22.285143;-1,0.333391;0.362696;0.400148;1.30464;1.522284;1.560149;1.608402;1.72582;1.743663;1.828942;1.886908;1.924641;2.086026;-1,423;423;423;423;423;423;423;423;423;423;423;423;423;-1,0;299637;4391830;8564087;12737683;17244597;21752064;26259534;30767007;35274483;39781962;44289444;48796929;-1,0;299609;383964;469112;555841;644298;732755;821213;909672;998132;1086593;1175055;1263518;-1,0;23;23;23;23;23;23;23;23;23;23;23;23;-1,29;6;6;6;6;6;6;6;6;6;6;6;6;-1,29;29;29;29;29;29;29;29;29;29;29;29;29;-1,13554807;147384518;283818860;420257225;567421637;714607178;861788512;1008974052;1156155383;1303947178;1464387299;1625257503;1786131909;-1
298,9.348808;6.839491;7.954105;8.819021;9.941144;10.935761;11.84167;12.858638;13.886988;14.881395;15.878436,0.374318;0.197211;0.252064;0.38745;0.447083;0.483033;0.514001;0.57223;0.720525;0.765721;3.774202,424;424;424;424;424;424;424;424;424;424;424,0;321421;1968569;3698067;5428846;7245730;9062774;10880046;12697633;14515579;16334024,0;321408;410271;499919;591078;683041;775012;866987;958964;1050943;1142924,0;1;1;1;1;1;1;1;1;1;1,24;23;23;23;23;23;23;23;23;23;23,24;24;24;24;24;24;24;24;24;24;24,14577304;70333745;128770902;187216299;248430857;309653769;370893422;432145572;494172277;560831968;627787192
299,9.192571;4.068596;5.082324;5.987339;6.923981,0.363919;0.07645;0.134879;0.150687;1.854933,425;425;425;425;425,0;318473;559087;880887;1203904,0;318471;405702;493701;583156,0;1;1;1;1,7;6;6;6;6,7;7;7;7;7,14440374;25137610;38477513;51821463;65182265
300,8.452681;11.546976;12.634349;13.319239;14.662534;15.462704;17.064533;17.998558;18.894453;19.942231;-1,0.340135;0.374638;0.411436;0.752949;0.816636;2.109796;2.623376;2.973279;3.883818;3.992693;-1,424;424;424;424;424;424;424;424;424;424;-1,0;301514;4451704;8680818;12911157;17306126;21701734;26425616;31149673;35873971;-1,0;301508;386749;472748;560205;648752;737400;827230;917072;1006918;-1,0;7;7;7;7;7;7;7;7;7;-1,21;14;14;14;14;14;14;14;14;14;-1,21;21;21;21;21;21;21;21;21;21;-1,13644562;149364126;287650264;425940445;569528076;713141029;867310966;1021489288;1175680196;1332988474;-1
301,10.097061;8.937522;9.985164;11.000696;12.581537;13.627963;14.580236;15.693062;16.806681;17.785495;18.81273;19.919378;20.902971;22.009518;-1,0.412994;0.274947;0.337126;0.964223;1.127425;1.205264;1.219002;1.300144;1.33356;1.427244;1.434143;1.486267;1.575865;1.569095;-1,446;446;446;446;446;446;446;446;446;446;446;446;446;446;-1,0;341496;2926761;5599009;8272535;11218705;14165422;17112177;20058984;23005859;25952820;28899887;31847082;34794429;-1,0;341491;436067;531440;628352;726681;825011;923343;1021677;1120013;1218351;1316691;1415033;1513377;-1,0;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,12;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,15518646;101492956;190295981;279107253;376683086;474275846;571872815;669469788;775598761;882133382;988766434;1095403691;1202049356;1308699230;-1
302,8.920898;3.960375;4.979092;5.871502;6.795185,0.345738;0.081769;0.141249;0.149639;1.823986,424;424;424;424;424,0;311155;545564;860177;1176403,0;311151;396531;483719;571423,0;6;6;6;6,6;0;0;0;0,6;6;6;6;6,14098074;24507970;37497043;50532751;63568458
