index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
31,11.095365;6.614675;7.36567;8.387271;9.845936;10.924829;11.834244;12.61595;13.812366;14.939744,0.416586;0.164235;0.230789;0.504247;0.703906;0.777356;0.846415;0.921245;1.033013;4.756088,440;440;440;440;440;440;440;440;440;440,0;341491;1431306;2608110;3786201;5145335;6505089;7864957;9224978;10585204,0;341480;435417;530153;626438;723842;821265;918696;1016129;1113564,0;5;5;5;5;5;5;5;5;5,13;8;8;8;8;8;8;8;8;8,13;13;13;13;13;13;13;13;13;13,15518648;53621937;94558157;135498413;182260405;229047718;275843423;322643304;370393680;421105665
32,9.751409;4.187548;5.276512;6.224287;7.216809,0.370448;0.075507;0.136015;0.166937;2.341273,429;429;429;429;429,0;325289;571038;899700;1229642,0;325284;414313;504137;595493,0;6;6;6;6,6;0;0;0;0,6;6;6;6;6,14761277;25682395;39305363;52932369;66580436
33,9.817682;7.003972;8.145326;9.082948;10.690913;11.644053;12.663838;13.736615;14.742862;15.700057;16.710404;17.709483;18.730786;19.767177;20.789793;-1,0.38014;0.222648;0.255097;0.803632;0.998279;1.051102;1.086782;1.155126;1.18802;1.267433;1.545953;1.337744;1.463624;1.436505;1.515012;-1,437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;-1,0;327653;2010185;3776194;5543444;7575431;9607932;11640433;13672934;15705435;17737936;19770437;21802938;23835439;25867940;-1,0;327649;418278;509681;602580;696865;791149;885433;979717;1074001;1168285;1262569;1356853;1451137;1545421;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,13;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-1,14872494;71821117;131488512;191159950;259338061;327537301;395740750;463939991;532405404;606429277;680903610;755377942;829848073;904322405;978796738;-1
34,9.837675;8.720056;9.712795;10.724486;12.228676;13.276127;14.365918;15.359497;16.310468;17.456611;18.453395;19.503;20.56387;21.511381;-1,0.389151;0.264488;0.303329;0.915073;1.097354;1.134845;1.175533;1.24212;1.27275;1.368712;1.380826;1.443012;1.545703;1.60492;-1,442;442;442;442;442;442;442;442;442;442;442;442;442;442;-1,0;329995;2816080;5387983;7961216;10802164;13643686;16485254;19326883;22168590;25010394;27852316;30694379;33536608;-1,0;329990;422188;515197;609793;705813;801833;897854;993876;1089899;1185923;1281948;1377974;1474001;-1,0;7;7;7;7;7;7;7;7;7;7;7;7;7;-1,13;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,13;13;13;13;13;13;13;13;13;13;13;13;13;13;-1,14975407;97694323;183203898;268717503;362843241;456994313;551141169;645296429;740266827;842671474;945543268;1048423438;1151307779;1254204690;-1
35,9.048842;6.685194;7.695536;8.597474;9.976413;10.916536;11.830376;12.804723;13.850852;14.858306;15.721812;16.636175;17.666561;18.687271;19.661432;20.645152;21.591787;-1,0.34647;0.188501;0.240927;0.535394;0.649104;0.669847;0.691509;0.736544;0.760322;0.807708;0.823601;0.84764;0.927054;0.91976;0.97402;0.976376;1.016447;-1,432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;-1,0;311305;1905738;3580795;5257108;7101467;8946362;10791295;12636280;14481333;16326472;18171717;20017090;21862615;23708318;25554227;27400372;-1,0;311296;398331;486146;575472;665881;756290;846700;937111;1027523;1117936;1208350;1298765;1389181;1479598;1570016;1660435;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,11;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,14102421;68108664;124732237;181368268;243407477;305467805;367528121;429596835;491661323;559091843;626874641;694661607;762456926;830264794;898081001;965909737;1033755196;-1
36,9.977458;4.843174;4072.34655;7.067849;8.505396;9.064713;9.951536;10.913355;11.872587;12.951994;13.772359;14.814282;15.803338;16.771423;17.900818;18.581298;19.689023;20.984607;-1,0.38179;0.117268;0.1827;0.193643;0.205769;0.253045;0.221316;0.24088;0.246626;0.271152;0.264576;0.282893;0.293243;0.31589;0.311967;0.323118;0.340067;0.35197;-1,439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;-1,0;327654;894476;1544799;2196451;2848679;3500992;4153425;4806026;5458859;6112001;6765543;7419591;8074267;8729710;9386077;10043544;10702307;-1,0;327641;417653;508475;600877;693814;786766;879725;972687;1065652;1158620;1251591;1344565;1437542;1530522;1623505;1716491;1809480;-1,0;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,17;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;-1,14872486;36101731;60049750;84006007;107979113;131960629;155942141;179932065;204233523;230202398;256360031;282538671;308742525;334975797;361246895;387560027;413923601;440350227;-1
37,10.999317;7.684316;8.998756;10.288152;12.06759;12.469617;14.487769;14.929061;16.456868;17.104919;18.204836;19.282241;20.320719;21.46439;-1,0.441445;0.231268;0.303254;0.875414;1.109586;1.196331;1.233287;1.381804;1.312179;1.58874;1.425;1.661176;1.600852;1.600294;-1,451;451;451;451;451;451;451;451;451;451;451;451;451;451;-1,0;355730;2184027;4102892;6023071;8225453;10428391;12631344;14834312;17037295;19240293;21443306;23646334;25849377;-1,0;355710;453767;552636;653069;754981;856895;958812;1060732;1162655;1264581;1366510;1468442;1570377;-1,0;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,25;16;16;16;16;16;16;16;16;16;16;16;16;16;-1,25;25;25;25;25;25;25;25;25;25;25;25;25;25;-1,16186089;78067932;142892658;207725616;281635779;355567067;429498352;503638559;583890024;664526469;745265437;826000203;906739160;987482302;-1
38,10.471535;4.287189;5.431245;6.498068;7.634986,0.387187;0.07968;0.183268;0.179108;2.066049,435;435;435;435;435,0;334487;587191;925126;1264341,0;334484;425939;518187;611965,0;3;3;3;3,9;6;6;6;6,9;9;9;9;9,15189208;26422885;40430297;54441746;68550740
39,10.174314;5.857663;7.01857;8.12217;9.233354;10.183036;11.80024;13.072102;13.830809;15.33774;15.657399;16.784629;17.621369;18.641074;19.91971;-1,0.393726;0.157234;0.218217;0.231373;0.246675;0.556146;0.724645;0.713174;0.803111;0.809408;0.979804;0.973087;1.28103;1.94159;3.115174;-1,440;440;440;440;440;440;440;440;440;440;440;440;440;440;440;-1,0;327652;1372812;2501446;3631299;4761676;5892115;7195984;8500466;9805092;11109874;12414880;13720159;15025765;16331720;-1,0;327643;417957;509036;601552;694557;787597;881259;974922;1068587;1162253;1255921;1349591;1443263;1536937;-1,0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,15;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,14872488;51416088;90682667;129949086;169236557;208528224;253396455;298290007;343384313;392021865;441028344;490043197;539074822;588123206;637188350;-1
40,10.277092;4.410432;5.239322;6.28753;7.294074,0.36249;0.09768;0.152968;0.17615;1.941717,423;423;423;423;423,0;316218;555142;874684;1195453,0;316214;402866;490289;579184,0;6;6;6;6,6;0;0;0;0,6;6;6;6;6,14337636;24958842;38201594;51452599;64750240
41,9.380036;6.860993;7.971775;8.965241;10.52937;10.868963;12.366533;13.309927;14.348555;15.494391;17.164052;17.622502;18.342683;20.123138;20.475252;21.232481;-1,0.352731;0.195615;0.24741;0.478305;0.421572;0.805753;0.999397;0.980472;1.072397;1.118559;1.162824;1.300206;1.299707;1.436456;1.667675;1.515931;-1,434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;434;-1,0;310294;1893359;3557628;5223218;6973700;8724219;10643980;12563819;14483781;16403925;18324323;20245061;22166240;24087977;26010406;-1,0;310278;396841;484210;573161;662940;752751;843151;933556;1023964;1114375;1204789;1295206;1385626;1476049;1566475;-1,0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,18;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1,14055390;67676943;123941172;180213641;239217256;298220869;362669986;427123314;491576652;561498434;631899743;702313624;772744341;843196105;913673125;984183808;-1
42,10.174363;5.073088;5.948043;6.971701,0.382385;0.123556;0.186292;1.808643,427;427;427;427,0;321304;877844;1516717,0;321301;410027;499539,0;4;4;4,4;0;0;0,4;4;4;4,14573057;35430382;58964216;82506300
43,10.453197;7.434524;8.642357;9.486013;11.384535;12.408288;13.538102;14.545069;15.461023;16.665488;18.021944;18.528197;19.626708;20.242952;21.35051;-1,0.404282;0.224577;0.276096;0.858219;1.075608;1.14596;1.178743;1.257723;1.27379;1.597213;1.417162;1.432436;1.510376;1.493927;1.557143;-1,441;441;441;441;441;441;441;441;441;441;441;441;441;441;441;-1,0;333417;2045529;3843456;5642674;7709566;9777026;11844550;13912174;15979944;18047917;20116162;22184761;24253810;26323420;-1,0;333403;426409;520217;615585;712363;809143;905926;1002712;1099501;1196293;1293088;1389886;1486687;1583491;-1,0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,18;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;-1,15137917;73122065;133892676;194671531;264062519;333474639;402886763;472303102;542141532;617497456;693320547;769160470;845013043;920886670;996789760;-1
44,10.018544;10.798266;12.406533;13.74495;15.126261;16.055167;16.941453;-1,0.390356;0.358117;0.422902;1.75714;2.576192;2.828284;4.636086;-1,439;439;439;439;439;439;439;-1,0;329961;3788853;7331813;10876064;14858549;18841647;-1,0;329958;421859;514544;608772;705005;801239;-1,0;3;3;3;3;3;3;-1,19;16;16;16;16;16;16;-1,19;19;19;19;19;19;19;-1,14979461;128813354;245378730;361956557;492617657;623304082;753998898;-1
45,9.995894;4.214557;5.34824;6.373816;7.342313;8.360677;9.347559;10.290067;11.327326;12.339327;13.59956,0.380384;0.078059;0.14568;0.175468;0.181719;0.198173;0.205116;0.222505;0.24938;2.63249;3.371347,430;430;430;430;430;430;430;430;430;430;430,0;324200;568302;895908;1224867;1554412;1884005;2213663;2543406;2873264;3203259,0;324196;412687;502001;592926;684397;775870;867345;958822;1050301;1141782,0;5;5;5;5;5;5;5;5;5;5,15;10;10;10;10;10;10;10;10;10;10,15;15;15;15;15;15;15;15;15;15;15,14705763;25559273;39127337;52703638;66296787;79898344;93499891;107101423;120772814;135378279;150159909
46,11.129227;4.535032;5.744023;6.760866;7.906292;9.074216;10.111588;11.252595;12.087466;13.304772;14.316682;15.658458;16.694743;17.584089;18.63301;19.714443;20.670358;-1,0.43588;0.095478;0.169171;0.17173;0.191483;0.199824;0.217085;0.230122;0.243968;0.257183;0.262461;0.282629;0.293947;0.303328;0.329116;0.33038;0.329002;-1,448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;-1,0;353267;620077;976851;1334944;1693594;2052300;2411086;2769980;3129014;3488224;3847650;4207336;4567330;4927684;5288454;5649700;-1,0;353261;449623;546805;645558;744838;844119;943401;1042684;1141968;1241253;1340539;1439826;1539114;1638403;1737693;1836984;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,14;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;-1,16066417;27929436;42714199;57502995;72317051;87131090;101949311;116825019;132733083;148739522;164852702;180982607;197125021;213288330;229472515;245681760;261920243;-1
47,10.280477;4.370835;5.5822;6.469014,0.398025;0.085282;0.147166;1.735897,439;439;439;439,0;334451;587107;924995,0;334448;425868;518097,0;4;4;4,4;0;0;0,4;4;4;4,15189195;26418645;40421837;54429066
48,9.702701;4.713164;5.827502;6.634926;7.797001;8.877978,0.367396;0.124096;0.170623;0.262069;0.345074;2.294005,428;428;428;428;428;428,0;314552;857655;1481383;2106380;2815650,0;314549;400931;488102;576803;666301,0;3;3;3;3;3,9;6;6;6;6;6,9;9;9;9;9;9,14256408;34598204;57565749;80537333;106223140;131908939
49,10.422826;10.772429;11.859843;12.991746;15.279758;16.106745;17.300904;18.247246;19.106042;20.221236;-1,0.390879;0.348281;0.424862;1.766205;2.182293;2.301352;2.319206;2.572197;2.762341;2.74101;-1,443;443;443;443;443;443;443;443;443;443;-1,0;332359;3815837;7383966;10953473;14962898;18973005;22983274;26993761;31004530;-1,0;332335;424927;518331;613346;710440;807536;904635;1001737;1098842;-1,0;3;3;3;3;3;3;3;3;3;-1,37;34;34;34;34;34;34;34;34;34;-1,37;37;37;37;37;37;37;37;37;37;-1,15090667;129740430;247138607;364549215;496106229;627692740;759287596;890890771;1023059635;1166275639;-1
50,11.015856;4.492941;5.655492;6.521002;7.450134;8.550787;9.715594;10.580112;11.561915;12.600556;13.633781;14.67447;15.705768;16.740603;17.783628;19.033962;20.253816;-1,0.410479;0.07961;0.152728;0.171431;0.183792;0.195492;0.20416;0.215783;0.228387;0.240971;0.247386;0.257995;0.273028;0.289885;0.321189;0.315725;0.355366;-1,443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;-1,0;339140;595304;937862;1281684;1626015;1970346;2314677;2659008;3003339;3347670;3692001;4036332;4380663;4724994;5069325;5413656;-1,0;339138;431791;525241;620209;715683;811157;906631;1002105;1097579;1193053;1288527;1384001;1479475;1574949;1670423;1765897;-1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1,11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,15407429;26793169;40990703;55192279;69414915;83637550;97855979;112078614;126501850;141756681;157191725;172622565;188057608;203492650;218923490;234358533;249793575;-1
51,9.634134;4.944498;5.694955;6.677936;7.625081;8.558091;9.541152;10.808281;11.452696;12.326547;13.24567;14.210758;15.193438;16.340277;16.940625;18.237619;19.24671;20.030938;20.606425;-1,0.350277;0.127426;0.176583;0.19043;0.211157;0.205702;0.222503;0.230189;0.236476;0.251178;0.260855;0.267998;0.278533;0.299071;0.296129;0.319958;0.341974;0.327386;0.347032;-1,431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;431;-1,0;312369;851654;1470992;2091571;2712665;3333770;3954888;4576021;5197171;5818340;6439530;7060743;7681981;8303246;8924540;9545865;10167223;10788616;-1,0;312363;398220;484848;572949;661547;750146;838746;927347;1015949;1104552;1193156;1281761;1370367;1458974;1547582;1636191;1724801;1813412;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,11;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,14153698;34356042;57163004;79978217;102810282;125642344;148474404;171306461;194142724;217417244;242199086;267067008;291934925;316802838;341674944;366547046;391419143;416295433;441171716;-1
52,10.127352;5.796713;6.800969;7.722626;9.067688;10.281764,0.373117;0.159327;0.213669;0.478712;0.742691;4.583268,433;433;433;433;433;433,0;323628;1356311;2471908;3588805;4878419,0;323625;413293;503756;595767;688883,0;3;3;3;3;3,9;6;6;6;6;6,9;9;9;9;9;9,14680041;50805122;89627837;128454587;172840918;217244152
53,9.984672;5.851612;7.142648;7.987197;9.572762;10.962817;11.535381;12.892723;13.891012;14.605643;15.650425;17.140952;17.946612;18.907453;20.049199;21.010473;-1,0.396231;0.164098;0.216089;0.504018;0.649793;0.710203;0.744911;0.886819;0.772362;0.828702;0.932036;0.897342;0.943508;0.999154;1.008682;1.211035;-1,439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;439;-1,0;329897;1382348;2518863;3656660;4969498;6282856;7596214;8909572;10222930;11536288;12849646;14163004;15476362;16789720;18103078;-1,0;329892;420750;512405;605604;699902;794199;888496;982793;1077090;1171387;1265684;1359981;1454278;1548575;1642872;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,9;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,14975243;51772450;91305349;130846495;176014913;221204459;266394005;311583552;357010668;405956182;455266385;504572384;553878383;603184383;652490381;701796380;-1
54,10.970131;4.416059;5.607127;6.989937,0.408406;0.095794;0.14729;1.787497,442;442;442;442,0;339708;595895;939071,0;339706;432387;525872,0;3;3;3,7;4;4;4,7;7;7;7,15433153;26823100;41037555;55264464
55,11.035729;4.463547;5.790413;6.77211;7.785735;8.94775;9.983331;10.862963;11.936068;12.939132;14.036263;15.256692;16.773092;17.306641;18.498985;19.525513;20.537368;-1,0.421522;0.083342;0.190368;0.168971;0.197064;0.239418;0.20733;0.22426;0.236654;0.248843;0.258475;0.283209;0.292374;0.307111;0.325548;0.334809;0.353082;-1,436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;436;-1,0;344407;604135;952031;1301287;1651215;2001393;2351946;2703024;3054802;3407480;3761283;4116461;4473289;4832067;5193120;5556798;-1,0;344405;438306;533015;629265;726032;822800;919569;1016339;1113110;1209882;1306655;1403429;1500204;1596980;1693757;1790535;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,23;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;-1,23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;-1,15651386;27197601;41610591;56036012;70482446;84945634;99425537;113930523;128718806;144355945;160231701;176182666;192212954;208347676;224603530;240993010;257537002;-1
56,10.986091;5.256315;6.625148;7.411324;8.850749;9.747316;10.775198;11.699485;13.103369;13.981047,0.420091;0.174856;0.20731;0.319614;0.426727;0.457487;0.502217;0.66463;3.311269;4.111546,447;447;447;447;447;447;447;447;447;447,0;342057;934721;1614977;2296592;3071918;3847270;4622659;5398099;6173606,0;342052;436246;531276;627945;725470;822997;920526;1018057;1115590,0;8;8;8;8;8;8;8;8;8,8;0;0;0;0;0;0;0;0;0,8;8;8;8;8;8;8;8;8;8,15544384;37749794;62805053;87864339;115929971;143995604;172065446;200131085;228893225;259199683
57,11.446437;5.33733;6.530368;7.641574;8.974655;10.098587;11.216743;12.173101;13.243761;14.50354;15.470719;16.824559;18.131986;18.781392;19.773164;20.945879;-1,0.438843;0.141724;0.203135;0.323932;0.399272;0.424672;0.483856;0.462284;0.497001;0.503574;0.571547;0.561482;0.583941;0.615697;0.658505;0.645112;-1,446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;446;-1,0;355638;971230;1677380;2384828;3189676;3994527;4799379;5604232;6409086;7213941;8018797;8823654;9628512;10433371;11238231;-1,0;355633;452954;551087;650784;751316;851849;952383;1052918;1153454;1253991;1354529;1455068;1555608;1656149;1756691;-1,0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,10;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,16177659;39232522;65230263;91232040;120370832;149505419;178640004;207885249;239334161;270979666;302719340;334463213;366202886;397942558;429686433;461426106;-1
58,10.334119;4.440313;5.457956;6.49445;7.555709,0.395961;0.091779;0.159156;0.192816;2.086976,442;442;442;442;442,0;335066;587762;926269;1266054,0;335062;426533;518804;612611,0;6;6;6;6,6;0;0;0;0,6;6;6;6;6,15214940;26448612;40472944;54505522;68584748
59,11.571744;9.912231;10.975555;11.945679;13.502222;15.029136;15.796828;16.812429;18.78861;19.358395,0.444123;0.314494;0.35613;0.748892;0.886696;0.913959;0.999199;1.165608;1.081107;4.814614,460;460;460;460;460;460;460;460;460;460,0;355689;3049524;5833938;8619693;11593847;14568727;17543813;20519158;23494847,0;355678;454004;553151;653889;755786;857732;959696;1061662;1163630,0;5;5;5;5;5;5;5;5;5,21;16;16;16;16;16;16;16;16;16,21;21;21;21;21;21;21;21;21;21,16181876;105766464;198298151;290833865;389432264;488060173;586692245;685586826;792980923;900682572
60,10.681504;13.968848;14.785651;15.975496;17.941687;18.769466;20.053662;20.969267;22.049649;-1,0.402958;0.45544;0.479479;1.985625;2.448075;2.397289;2.518185;2.907439;2.700195;-1,448;448;448;448;448;448;448;448;448;-1,0;335833;4987003;9724575;14463502;19651237;24839557;30027877;35216197;-1,0;335818;429969;524933;621511;720183;818860;917537;1016214;-1,0;17;17;17;17;17;17;17;17;-1,29;12;12;12;12;12;12;12;12;-1,29;29;29;29;29;29;29;29;29;-1,15253356;167317767;322193977;477074208;646392593;815727907;985067431;1154406953;1330689165;-1
61,10.906258;4.453143;5.580042;6.645751;7.680572;9.016549;9.814862,0.412524;0.093146;0.147416;0.187552;0.200629;0.226761;2.561211,438;438;438;438;438;438;438,0;336252;588996;928725;1269729;1611256;1952810,0;336246;427771;520097;613948;708307;802668,0;7;7;7;7;7;7,7;0;0;0;0;0;0,7;7;7;7;7;7;7,15270627;26504299;40570898;54645745;68737446;82829149;96920853
62,10.464846;6.068099;7.138343;8.181722;9.657766;10.671905;11.934025;12.479075,0.396261;0.16317;0.24022;0.522252;0.70254;0.851107;1.031047;3.686191,438;438;438;438;438;438;438;438,0;332777;1392680;2537820;3684283;5008199;6332679;7657196,0;332772;424271;516588;610504;705549;800595;895643,0;8;8;8;8;8;8;8,8;0;0;0;0;0;0;0,8;8;8;8;8;8;8;8,15107962;52167224;92000224;131837256;177386081;222951829;268521783;314091735
63,9.737781;5.900786;6.826316;7.783821;9.062403;10.00941;11.124149;12.106344;13.30057;14.018363;14.794347;15.678179;16.847652;17.880475;18.668279;19.592136;20.617154;-1,0.36026;0.17914;0.235035;0.492384;0.630367;0.657135;0.838538;0.75941;0.744072;0.811898;0.837712;0.84161;0.916536;0.899504;0.934688;0.949268;1.01876;-1,430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;-1,0;314037;1315431;2396875;3479570;4730454;5981851;7233248;8484645;9736042;10987439;12238836;13490233;14741630;15993027;17244424;18495821;-1,0;314035;400785;488305;577327;667442;757556;847670;937784;1027898;1118012;1208126;1298240;1388354;1478468;1568582;1658696;-1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1,11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,14234924;49252631;86874963;124505543;167539508;210590394;253641278;296696372;339747257;386378165;433353054;480327943;527302833;574277722;621252611;668227500;715202390;-1
64,8.800207;14.554191;15.26808;15.852118;17.71135;18.615411;19.606871;20.68488;21.599452;22.39744;-1,0.335617;0.544687;0.478069;1.813079;2.121564;2.562516;2.815352;3.00168;3.118606;3.003734;-1,426;426;426;426;426;426;426;426;426;426;-1,0;299672;5535931;10852251;16169891;21904049;27638789;33456726;39274665;45092604;-1,0;299634;384257;469672;556679;645684;734710;824034;913358;1002682;-1,0;19;19;19;19;19;19;19;19;19;-1,35;16;16;16;16;16;16;16;16;16;-1,35;35;35;35;35;35;35;35;35;35;-1,13554818;184004381;357054375;530108396;716564715;903042166;1092195864;1281349562;1470499052;1660361380;-1
65,9.720073;6.987892;8.282484;8.869737;10.379488;11.466254;12.55032;13.536765;14.554238;15.524764;-1,0.369582;0.205636;0.264456;0.400524;0.49122;0.489454;0.524683;0.522948;0.725967;0.830574;-1,424;424;424;424;424;424;424;424;424;424;-1,0;321414;1968548;3698020;5428761;7245571;9062469;10879507;12696744;14514151;-1,0;321402;410263;499909;591066;683027;774996;866969;958944;1050921;-1,0;3;3;3;3;3;3;3;3;3;-1,23;20;20;20;20;20;20;20;20;20;-1,23;23;23;23;23;23;23;23;23;23;-1,14577304;70333753;128770923;187207925;248422521;309637092;370860033;432095529;494088853;560711072;-1
66,9.897955;4.247911;5.451097;6.189381;7.037904;8.239327,0.373302;0.080224;0.138696;0.155485;0.203233;2.146858,425;425;425;425;425;425,0;318468;559079;880874;1203884;1527390,0;318467;405697;493695;583149;673091,0;3;3;3;3;3,7;4;4;4;4;4,7;7;7;7;7;7,14440373;25137611;38473308;51817260;65178065;78543077
67,9.134192;5.484024;6.503284;7.488666;8.304422;9.151931;10.155398;11.034476;12.075901;12.980162;14.00785;14.656702;15.427735;16.487135;17.910512;18.803575;19.972802;20.88749;21.524764;-1,0.339626;0.144649;0.192595;0.218214;0.260532;0.227929;0.244296;0.24758;0.258854;0.291563;0.283619;0.286936;0.301855;0.321434;0.325069;0.351892;0.336353;0.345389;0.370591;-1,422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;-1,0;301412;1255445;2288398;3322547;4357179;5391813;6426449;7461087;8495727;9530369;10565013;11599659;12634307;13668957;14703609;15738263;16772919;17807577;-1,0;301405;384763;468878;554426;640453;726481;812510;898540;984571;1070603;1156636;1242670;1328705;1414741;1500778;1586816;1672855;1758895;-1,0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,13640331;47022150;82974753;118927199;154904911;190878417;226851921;262825426;298798931;335038733;374194826;413432835;452675043;491913053;531151060;570393269;609631277;648873485;688111492;-1
68,11.261925;7.830661;9.133015;9.904356;11.805905;12.495032;13.913062;14.552237;15.995544;17.131118;17.991083;19.233086;20.21326;-1,0.423804;0.226272;0.297257;0.918315;1.105934;1.244101;1.251667;1.220465;1.323935;1.376398;1.398396;1.442321;1.592926;-1,444;444;444;444;444;444;444;444;444;444;444;444;444;-1,0;341560;2096161;3937745;5780607;7896118;10012188;12128312;14244511;16360809;18477233;20593813;22710582;-1,0;341527;435792;530854;627455;725481;823509;921540;1019574;1117611;1215651;1313694;1411740;-1,0;6;6;6;6;6;6;6;6;6;6;6;6;-1,18;12;12;12;12;12;12;12;12;12;12;12;12;-1,18;18;18;18;18;18;18;18;18;18;18;18;18;-1,15518662;74906425;137122902;199343416;270328489;341330480;412340881;483351273;560395215;637852920;715413222;792981901;870563156;-1
69,9.778738;4.143108;5.403599;6.255548;7.15791,0.348324;0.087176;0.151875;0.156385;2.349602,424;424;424;424;424,0;311150;545558;860169;1176390,0;311148;396527;483714;571417,0;5;5;5;5,5;0;0;0;0,5;5;5;5;5,14098072;24507969;37492834;50528543;63564253
70,11.203405;5.279688;6.374751,0.411052;0.133;1.642165,444;444;444,0;341427;932303,0;341424;434984,0;5;5,5;0;0,5;5;5,15514416;37639590;62597690
71,10.340666;4.275249;5.440731;6.431663;7.483179;8.506338;9.414919;10.659534;11.556209;12.687965;13.678824,0.3884;0.088113;0.166298;0.163543;0.189746;0.200744;0.281846;0.267121;0.412785;5.255061;8.217333,435;435;435;435;435;435;435;435;435;435;435,0;328200;575770;907416;1240369;1576109;1911877;2247681;2583536;2919452;3255439,0;328199;417924;508449;600529;693136;785745;878356;970969;1063584;1156201,0;7;7;7;7;7;7;7;7;7;7,15;8;8;8;8;8;8;8;8;8;8,15;15;15;15;15;15;15;15;15;15;15,14893991;25903787;39645064;53394584;67220543;81050710;94880879;108711050;122647845;137489998;152508234
